,A1E959,O00626,O14793,O43895,O60635,O95750,O95994,P01579,P01591,P03950,P05783,P07711,P10721,P14136,P14210,P15090,P15336,P17516,P18627,P19801,P21246,P24387,P28827,P30838,P31994,P35225,P35475,P42785,P43629,P51531,P52823,P55259,P58499,P60484,P78423,Q0Z7S8,Q13459,Q29980_Q29983,Q3KPI0,Q4LE39,Q6ISS4,Q7L8A9,Q7Z6M3,Q7Z7D3,Q8IU54,Q8TD06,Q8TD46,Q8WTT0,Q92820,Q92854,Q969V3,Q96DU3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NRA1,Q9NX58,Q9P0M4,Q9P232,Q9UGM5,Q9UHF4,Q9UK85,Q9Y286,Q9Y5W5,Q9Y639,Q9Y653
100,-0.3542,-0.8072,-3.3058,-2.324,-0.6044,-3.6646,-1.6921,2.3478,-2.2914,-1.7452,-2.2205,-1.6925,-2.3492,-1.142,-1.1851,-1.4253,-0.6685,-0.2952,-0.7542,-1.2984,-1.0252,-2.1028,-2.6167,-0.743,-1.3919,-0.9065,-1.6997,-2.4758,-2.7623,-0.1165,-0.3609,-2.2701,-3.8721,0.11,-2.6662,-1.8233,1.4447,-0.8529,-2.4264,-0.6212,-5.5283,0.9346,-1.37,0.2403,0.7979,-0.7703,-1.9304,-2.4912,-0.4843,-1.3745,-0.0719,-0.2983,-1.4783,-2.525,-0.1788,-0.6617,-1.2166,0.4775,-2.1554,-2.8565,-2.0983,-0.5078,-4.1799,-1.4511,-1.8588,-0.4813,-2.2859
101,-0.6713,-0.8477,-2.2811,-4.572,0.0089,-2.7392,-1.9138,1.8686,-1.2064,-1.7006,-1.8744,-1.25,-2.6919,-0.9724,-1.3038,-0.3238,-0.332,-0.194,-0.4585,-2.2691,-1.8652,-2.873,-1.9278,-1.5202,-0.8839,0.0448,-2.3392,-2.6327,-2.0595,-0.0216,0.5546,-1.3697,-3.0723,-0.1112,-1.7877,-1.5309,-0.3054,-5.4134,-3.1859,0.0559,-2.9201,0.0335,-0.9448,0.0895,1.2858,-0.2426,-2.1307,-1.7729,-1.8938,-2.4066,-0.2689,-0.6309,-1.675,-2.7594,0.3706,-0.337,-1.1619,0.2483,-2.3054,-2.0301,-2.5537,-0.8566,-1.7045,-1.9472,-2.2032,-1.0513,0.3621
102,-0.4728,-0.781,-1.6303,-1.6512,-0.5795,0.3013,3.0581,0.0416,0.5417,-0.0883,-2.436,-0.4971,-2.0038,0.0474,-0.9022,2.1609,-0.5773,0.1519,0.1161,-2.8612,-0.7703,-1.692,-2.0109,0.5194,-0.313,-1.4516,-2.0983,-2.1244,-1.6855,-1.2338,0.1653,1.7113,1.6622,0.129,0.5545,1.4387,-0.5852,-0.3903,1.6451,0.264,-0.8733,0.3774,-0.5928,0.3226,0.21,1.7886,-1.6164,-2.9283,-0.7916,-2.0044,-0.4756,0.3924,-1.4114,-1.4817,-0.3764,-1.3215,-0.7082,0.4596,0.8313,-3.0943,-2.5296,-0.0081,-1.2469,-1.7536,-0.6617,-0.9631,-1.3527
103,-0.6047,-0.6077,-1.7582,-0.3956,-0.19,-3.2189,-0.7952,3.8234,-0.9728,-1.8072,-2.4669,-1.0255,-2.4212,-1.193,-1.1688,-1.0882,-0.0008,0.0962,-0.1808,-2.5197,-1.0604,-2.137,-2.7752,-0.5014,-1.364,-1.0059,-3.3766,-2.7432,-0.9425,-0.1056,-0.7821,-0.3853,-3.0514,-0.1921,-2.0225,-1.2827,-0.2419,-1.8868,-3.048,0.2702,-0.3045,0.1096,-1.1894,0.1406,0.9523,0.001,-1.4947,-2.0199,-1.0272,-1.2953,-0.129,-0.3666,-1.5684,-1.8256,-0.1468,-0.0128,-1.0922,-0.0405,-2.2072,-2.1428,-1.8695,-0.5841,-2.0852,-1.627,-1.2495,-0.8424,-1.9461
104,-0.9283,-0.3891,-2.4008,-4.0286,-0.6829,-3.3421,-2.0888,0.3385,-1.9894,-2.3967,-2.9663,-1.6606,-2.0628,-1.2052,-0.3623,-0.3915,-0.7721,-0.0385,-0.9997,-1.8951,-0.875,-1.6297,-1.9065,-0.3126,-0.5177,0.5543,-3.3764,-1.7998,-2.7459,-0.1907,-0.9329,-2.4762,-2.3316,-0.2789,-1.876,-1.3915,0.0622,-0.3753,-1.1332,-0.0913,-0.8446,0.2916,-0.6563,-0.318,-0.6778,-0.5477,-1.9515,-0.9905,-1.8448,-1.7356,-0.809,-0.7332,-1.9053,-1.6666,-0.3955,-1.0294,-1.6796,0.4114,0.7769,-2.2048,-2.7062,-0.433,-3.8584,-1.4592,-1.978,-1.5484,-0.8245
105,-0.467,-0.0576,-1.1953,-5.0331,1.2687,-0.3391,4.8488,2.2003,-1.2852,-1.7465,1.8131,0.1635,-2.7352,-0.8051,0.078,0.774,0.2767,-0.0503,1.0022,-1.9106,0.1278,-2.1594,-2.0515,1.5239,-1.4312,-0.5856,-1.1793,-1.8696,-1.9576,0.0666,2.1297,3.1662,-0.3064,-0.2172,-0.8793,-0.3382,0.8383,-1.5353,-0.1117,1.424,1.4894,0.135,-0.6134,-0.0782,3.6979,0.3085,-1.9259,-2.8011,-1.6582,-1.8583,-0.2567,-0.5452,-1.5759,-3.2345,0.4224,-0.7307,-1.0221,0.8693,-0.2815,-1.6889,-3.2757,5.2856,-4.1976,-1.6867,-0.3719,-0.7595,1.4189
106,-0.4327,0.2964,-3.1783,-0.1753,-0.8096,-1.0143,-2.1565,2.7945,-0.8025,-0.0316,2.7203,-0.9675,-3.2956,-0.2829,0.2412,0.5767,-0.196,-0.1613,-0.09,-1.4575,-1.5822,-1.2159,-2.2192,0.2144,-2.3,-0.8838,-2.6456,-1.7902,-3.0317,0.0296,-1.0505,-2.2311,-1.1554,0.1448,-1.4706,-1.0938,0.5534,-1.761,-0.5558,0.1075,-1.783,0.427,-1.2851,0.3215,1.118,-0.8081,-1.5966,-1.1902,-0.7798,-1.5128,-0.3716,-0.199,-2.3048,-2.1647,-0.0161,-0.5655,-1.1358,0.2848,-0.5876,-1.5558,-1.9114,-0.6735,-1.7089,-1.5922,-1.6476,-0.8024,-1.4822
107,-0.9411,-1.6129,-2.2993,-1.9534,0.309,-1.5583,1.3455,-1.121,0.1029,-1.7798,0.2028,-0.9307,-2.5048,-1.9735,-0.4461,-2.5947,-0.0894,-0.3801,-0.391,-2.2556,-1.0989,-1.8424,-2.163,0.0147,-0.878,-0.587,-2.9404,-2.4941,-1.8215,0.3144,-0.2217,-0.2163,-2.6229,0.1758,-2.2417,-1.8111,0.1443,-4.2083,-1.6039,0.0832,-1.2069,0.2066,-1.4329,0.1039,0.3184,-1.0533,-1.5676,-2.6394,-1.1074,-1.44,-0.3962,-0.199,-1.9455,-2.0448,0.3876,-0.7886,-1.1825,0.3503,-1.7325,-2.1238,-1.5213,-0.6621,-1.6594,-1.3827,-1.922,-1.5891,0.0998
108,-0.3771,-1.1123,-1.2236,-3.9234,-0.2616,-2.5355,-0.2461,4.5279,-0.8706,-1.9865,-1.217,-0.2751,-2.4923,-1.3388,-1.0559,-1.276,0.4234,-0.1834,-0.157,-2.0814,-0.7061,-2.2796,-2.417,-0.9858,-1.4562,-0.401,-2.0764,-2.2945,-0.6902,0.1748,0.6958,-2.1744,-2.6975,-0.0358,-1.5568,-1.1167,-0.5703,-1.6901,0.0487,0.1425,-2.4634,0.2136,-0.7466,0.2794,1.9798,0.2218,-1.4252,-1.5885,-0.5802,-1.6966,-0.3618,-0.2303,-1.4408,-2.1957,0.1421,-0.2864,-0.8882,0.8149,-1.0932,-2.3701,-1.2951,-0.6815,-3.8483,-1.4679,-1.3322,-0.8267,-1.7773
109,-0.5776,0.0458,-0.7559,-2.5024,-0.5937,-0.3953,2.5238,-0.7238,-0.2739,-0.3069,-1.8135,-0.3895,-1.3612,0.3344,0.083,3.0558,0.083,-0.1324,-0.0546,-2.2125,0.2263,-1.3377,-1.5509,-0.2465,-1.4792,-0.6925,-1.5743,-1.6159,1.4792,0.8512,0.6811,0.7363,0.3455,-0.1108,0.8853,-0.6948,0.0828,-1.9744,2.0324,0.8871,0.4954,0.1498,1.0866,-0.069,0.8318,0.6463,-1.2664,-1.7188,-1.1091,-1.7691,0.1526,0.4649,-1.5662,-1.886,-0.0737,-1.0843,-1.0376,0.9507,-0.5652,-2.8575,-1.445,-0.6094,-0.0456,-1.4352,-0.0744,0.9028,-1.1602
110,-0.0305,0.8477,-2.7431,-4.1172,-0.5728,-0.1126,1.6529,-1.6373,-1.1624,-1.1876,-0.5974,0.1904,-1.6267,-0.8892,1.4791,1.2012,-0.4251,-0.0427,1.1865,-1.8409,0.0316,-0.0162,-0.9896,0.9883,-0.7986,-1.2972,-0.6186,-0.3617,-2.2119,0.1621,2.0014,0.1505,-0.272,0.1234,-0.3109,-0.8823,-0.2512,0.1061,0.6388,0.0977,-0.0487,0.2307,-0.1686,0.0602,1.6992,-1.128,-0.7406,-0.1325,-0.494,-1.124,-0.5552,0.3031,-1.3985,-0.2772,0.2971,-1.0927,-0.8992,5.1499,0.7413,-1.6209,-0.9766,-0.1814,-1.4656,-0.3554,-0.5336,-0.6028,1.5435
111,-0.5304,-0.8473,-3.2456,-4.6697,-0.2011,-2.2525,3.1741,1.3044,-2.6474,-1.0993,0.3597,-0.2123,-2.8965,0.1782,-0.3566,1.3797,0.2299,-0.0065,0.3952,-2.4259,1.6874,-2.3579,-2.2172,2.3723,-1.4857,-1.3379,-0.757,-2.3474,-2.1319,-0.1802,1.4576,-1.3252,-1.2915,0.4901,-0.6747,-0.2663,-1.4583,-2.2667,0.0962,0.5887,-1.2556,0.1862,-1.4759,-0.2718,4.3083,-0.5577,-2.0582,-1.0799,-0.8136,-2.3514,-0.48,-0.3627,-1.2994,-2.717,0.3741,0.098,-1.0921,0.6693,0.7208,-1.7133,-1.8212,-0.2942,-1.0518,-0.9149,-0.6617,-0.2449,-1.082
112,-0.3025,-2.3453,-2.822,-3.7175,-0.6987,-2.4949,-1.287,0.6732,-1.7166,-2.1079,-0.6872,-0.9688,-2.7829,-0.9811,-1.9006,-2.1219,1.3255,-0.326,0.1551,-0.527,-0.8061,-2.2477,-2.0489,-0.4855,-0.6282,-0.4587,-1.2625,-1.8861,-1.2413,-0.2299,-1.804,-1.8266,-1.8938,0.2839,-1.3484,-1.9824,0.0707,-1.5564,-0.1109,3.2406,-1.492,0.2558,-2.1307,0.0894,2.7637,-1.2632,-2.0988,-1.068,-1.0295,-1.3781,-0.2211,-0.1263,-2.2119,-2.208,-0.285,-0.8745,-1.4258,0.3496,-1.0618,-3.6925,-0.3602,-1.5355,-2.1766,-1.626,-1.9857,-1.4562,-1.9367
113,-0.6048,-1.4356,-2.3331,-1.0405,-0.261,-3.8956,-0.9982,-3.8177,-1.8424,-1.2604,-4.1688,-2.1825,-1.8252,-1.3178,-1.2013,-2.9399,-0.8471,0.2447,-2.5922,-2.0072,-2.3084,-3.4501,-2.3328,-0.6462,-1.9921,-0.4246,-1.5906,-2.6568,-1.8451,0.2509,-1.7127,-1.9069,-2.0619,0.1075,-1.9618,-1.7928,-0.9517,-2.6797,-3.277,-0.2178,-3.4502,0.2968,-1.9242,0.0221,-0.9235,-1.1253,-1.9487,-1.0181,-2.4071,-1.8371,-0.1461,-0.6334,-1.737,-2.9494,-0.3394,-1.1677,-1.83,-0.3766,-2.4447,-1.831,-1.0944,-1.4182,-2.8781,-2.4829,-2.1915,-0.6771,-2.9843
114,-0.373,-1.6913,-3.7347,-3.4244,-0.4026,-1.4973,-0.6657,-0.6816,0.3218,-1.2424,-0.995,-0.836,-2.4834,-0.2221,-0.6501,-1.0559,-0.4567,0.0462,-0.5894,-2.4629,-1.1666,-1.9403,-2.1101,-0.5333,-0.9951,-1.2562,-2.1798,-1.9266,-3.0437,0.2862,0.6774,1.1963,-2.6052,0.2675,-1.4065,-0.3443,-0.3197,-0.6865,-0.2655,-0.1098,-2.753,0.1388,-1.5501,0.1152,-0.9624,-1.0811,-2.6532,-1.6772,-1.8242,-2.0116,-0.1484,-0.2854,-1.7877,-2.4082,0.2864,1.9927,-1.3061,0.4698,-1.7065,-1.9939,-2.6184,-0.4969,-2.4108,-1.749,-1.4292,0.5301,-1.2682
115,-0.8119,0.2165,-1.8666,-3.8207,-0.3949,-0.5996,-1.5555,-2.2667,-1.4016,-1.472,-0.5076,-1.7059,-2.0101,-0.8188,-1.1803,0.1058,-0.7629,-0.0841,-2.1947,-1.8409,-1.1939,-1.3329,-1.2181,1.4706,-1.3065,-0.4827,-1.6105,-1.3331,-1.347,0.1944,-1.7967,0.9908,-1.7626,0.4669,-2.2059,-0.6932,0.5628,-0.4965,0.1968,0.0885,-2.3506,0.4019,-1.273,0.1414,-0.471,0.486,-1.0873,-1.5577,-1.1329,-2.1462,-0.4038,-0.6496,-1.5767,-1.8432,-0.2524,-0.3091,-0.7673,0.8375,-1.8553,-1.9964,-0.9321,-0.5851,-2.9926,-2.0038,-2.3694,-0.8752,-1.8654
116,-0.6351,-2.0082,-3.5339,-1.8164,-0.802,-3.1889,-0.3283,-1.4896,-1.4468,-2.606,-2.8193,-1.3755,-2.9073,-1.5418,-0.5519,-2.9807,-0.6235,-0.3592,-1.3765,-1.8784,-1.6383,-3.0249,-2.5735,-0.4353,-2.7519,-0.8402,-4.5787,-2.6177,-2.3911,-1.3843,1.0365,-1.9931,-2.4583,0.0386,-1.883,-2.1971,0.3251,-2.0043,-1.482,0.3136,-3.2829,0.366,-1.1364,0.0047,-0.4762,-1.1181,-1.4912,-1.9004,-2.2801,-2.366,-0.3776,-0.5149,-2.0263,-1.9486,-0.4366,-0.8146,-1.3892,0.861,0.5255,-3.2587,-3.4164,-0.2475,-2.4412,-1.6203,-2.2262,-0.8453,-2.1145
117,-0.9258,-2.3336,-2.7128,-2.1531,-0.0731,-2.0932,2.7969,0.3759,-0.2745,-0.9526,0.254,1.833,-2.5443,0.1983,0.4612,-0.3403,0.2995,-0.4117,0.4331,-2.0388,0.1317,-1.9907,-2.0272,-0.5983,-2.4346,-0.5119,-1.7688,-2.0327,-1.5086,0.6418,3.4017,-1.0554,-3.0362,0.3545,-0.768,-0.6324,3.4671,0.2022,0.0148,1.0312,-0.9937,0.4656,-0.6909,0.0307,2.9541,0.44,-1.2967,-1.5992,-0.1248,-0.8756,-0.527,-0.2495,-1.7838,-1.7721,0.2587,1.2813,-0.7463,1.3014,-0.7978,-2.3575,-1.8959,-0.3761,-1.006,-0.6289,-1.2519,-0.442,-0.8081
118,0.0179,-0.5463,-2.5471,-1.7776,-0.2905,-1.8076,1.304,2.588,0.1853,-2.5288,-1.8494,-1.2157,-2.6518,-1.3529,-0.8398,-1.4768,-0.1025,0.1245,-0.2974,-1.7928,-0.3392,-2.6509,-2.4625,-1.0594,-3.242,-0.2491,-2.5285,-2.3562,-3.2234,0.1941,-0.7445,-1.1114,-3.0595,-0.0143,-2.0078,-1.1146,-0.0823,-1.2707,-1.972,0.8895,-1.2111,0.2354,-1.0144,0.747,1.7113,-1.4115,-1.4455,-0.6437,-1.0971,-1.6831,-0.0457,-0.4315,-1.6707,-2.2281,0.4024,0.1466,-1.0878,0.4684,-0.7296,-1.4709,-1.6107,-0.3948,-1.7006,-1.2569,-1.6872,-1.0726,-2.3782
119,-1.1108,-3.4673,-3.2422,-5.6395,-0.452,-3.6858,0.9909,-0.8423,-2.7306,-2.3649,-1.1117,-1.0745,-3.0232,-2.0707,0.0027,-1.9415,-0.3071,-1.0532,-0.8135,-1.8952,-1.1239,-2.4047,-2.8163,-0.3781,-1.942,-0.5312,-2.3388,-1.8678,-2.7218,1.3015,0.7478,-0.5601,-2.9577,-0.1727,-1.4413,-1.2288,0.1167,-1.7237,-3.1597,0.436,-3.3841,0.074,-1.4662,-0.0201,1.039,0.7655,-2.9163,-2.1903,-1.9548,-2.2747,-0.4293,-1.0156,-1.4665,-2.5191,-0.292,0.1811,-1.3977,0.387,-2.9989,-2.1946,-3.4642,-0.7772,-4.0783,-1.5401,-2.0291,-1.0111,-0.3071
120,-0.479,-0.7198,-2.3456,-4.217,-0.631,-3.4966,-2.359,3.0545,-1.6282,-2.0035,-0.877,-0.9768,-2.515,-1.357,-0.8891,-1.7821,-0.5694,-0.0232,-0.3395,-1.9338,-0.6388,-2.3595,-2.5027,-0.0656,-1.672,-0.5579,-2.727,-2.0466,-1.5431,0.3477,-0.2564,-2.6035,-3.4207,0.1863,-1.3452,-1.0196,-0.6729,-3.8567,-0.877,-0.4045,-2.3548,0.3539,-1.7409,0.3291,3.0453,-0.7278,-1.5939,-1.7758,-0.8212,-1.8477,-0.0269,-0.3996,-1.833,-2.4831,-0.0941,-0.7507,-1.3317,0.2441,-0.4172,-2.3189,-1.727,-0.6447,-1.3292,-1.4612,-1.8882,-1.9389,-2.9649
121,-0.2163,-1.6822,-3.8021,-2.5955,0.5063,-0.9112,3.2001,0.5902,-1.0478,-2.5646,0.9605,0.0508,-3.0329,-0.696,0.1333,-1.3173,-0.6911,1.7997,-1.0354,-1.8561,-0.6284,-2.4665,-2.5018,-0.422,-1.0111,-0.4492,-2.4514,-2.2376,-1.8372,0.2923,1.3,0.2997,-2.9533,0.1884,-1.55,-2.2538,1.2039,-1.3991,-1.0896,0.4417,-2.8362,0.6784,-1.0522,0.3043,1.1068,-0.367,-1.9788,-2.5865,-1.5622,-1.641,-0.2615,-0.0318,-1.5155,-3.0645,-0.5861,-1.6351,-0.6927,0.4135,-1.2921,-2.7694,-3.1635,-0.8747,-1.5604,-1.9815,-1.6132,-0.1984,-1.3614
122,-0.8695,-0.5105,-2.9778,-3.6245,-0.6531,-1.7752,-2.1058,2.0384,-0.2183,-1.7226,-0.9402,-0.066,-2.0927,0.7344,-1.0984,0.5275,-0.3068,-0.343,0.5584,-1.881,-0.539,-1.7105,-1.6856,-0.144,-2.6827,-0.6376,-0.4504,-1.4547,-2.3107,-0.0097,0.17,-0.9222,-2.1604,-0.1513,0.0113,-1.1649,-0.7504,0.2936,-1.5992,-0.1915,-0.894,0.3653,-0.4228,0.0887,2.3468,-1.7053,-0.9136,-0.9735,-0.8565,-1.4933,-0.586,-0.0675,-2.0461,-1.8157,0.0216,-0.8039,-0.9429,0.4481,-1.3394,-2.1792,-1.1852,-0.9069,-1.1257,-0.8864,-1.3566,-0.9883,-1.2085
123,-0.6379,-2.2668,-1.4412,-2.8727,-0.6037,-3.3001,-3.3643,3.2713,-2.2347,-1.5662,-1.0698,-0.872,-2.4355,-1.293,-0.9692,-1.1406,-0.5409,-0.4916,-0.6497,-2.0842,-2.5223,-1.8818,-2.2626,-0.0304,-0.9452,-0.7207,-1.9351,-2.3722,-3.1939,-0.4721,-1.0352,-1.0638,-2.9152,0.4497,-1.3917,-1.1392,-0.4083,-2.5971,-1.4554,0.0564,-0.4631,0.0111,-1.0984,0.3565,0.4112,-1.2615,-1.6848,-1.5245,-1.363,-1.7892,-0.166,-0.8148,-1.475,-1.8575,-0.5675,-0.4993,-1.2837,0.4912,-1.658,-1.3836,-1.9867,-1.0147,-2.3636,-1.5153,-2.3845,0.8486,-1.8712
124,-1.5019,-0.853,-3.1277,-6.2887,-0.6718,-3.8109,-0.2702,1.5646,-1.9393,-1.3455,-0.7578,-1.68,-3.0866,-2.0069,-0.6557,-0.9192,-0.1458,-0.1188,-0.9536,-2.4561,-1.3955,-1.709,-2.621,-0.3289,-1.7733,-0.3946,-2.7592,-2.2717,-3.0632,0.0068,-1.4025,-2.8065,-3.8404,0.1752,-2.9015,-1.3479,-0.8866,-1.8814,-2.6162,0.1534,-1.6146,0.0331,-1.4504,0.1053,0.3378,-0.2123,-2.3344,-2.3454,-1.0539,-1.5429,-0.4147,-0.6713,-1.7019,-2.3724,-0.3912,-1.4369,-1.6684,0.329,-1.2323,-2.6732,-1.4774,-1.5316,-4.2089,-2.0214,-1.9607,-1.337,-2.5156
125,-0.491,-1.3442,-2.4624,-2.6092,-0.3344,-3.2177,1.2336,1.023,-2.0184,-2.2875,-0.5688,-0.7363,-2.7006,-1.391,-0.7983,-1.7502,0.0452,-0.2683,-0.2152,-2.534,-0.3477,-2.2027,-2.1575,0.4378,-1.3882,-0.5393,-2.3034,-1.8847,-2.5833,0.4327,-1.1631,-2.7558,-3.6619,0.3821,-1.6422,-1.0774,-0.061,0.0206,-2.578,0.5387,-1.5363,0.4088,-1.5776,-0.0507,2.6453,0.8295,-1.5401,-1.8549,-0.0397,-1.178,-0.4556,-0.2237,-1.6036,-1.8785,-0.9522,-0.8278,-1.0038,0.0919,-2.0573,-2.571,-1.1105,-1.137,-1.4635,-1.1777,-1.9784,-0.4459,-2.8773
126,-0.4545,0.0023,-2.4577,-2.1236,-0.4279,-0.826,-0.0692,1.8544,-2.372,-1.5674,-2.0144,-1.549,-2.0926,-1.5292,-2.1139,-2.2881,-0.8459,-0.0147,-0.3952,-1.5833,-0.9946,-1.9372,-2.7093,-0.6648,-0.6123,-1.0936,-2.3884,-2.0804,-1.9377,0.2445,-0.9513,-1.8022,-2.1479,-0.1428,-1.484,-0.4283,-0.4861,-2.9844,-3.6407,-0.0666,-2.9443,0.3867,-1.4757,-0.3662,1.7629,0.5383,-1.3373,-1.192,-0.7415,-1.2798,0.1494,-0.1387,-1.7315,-1.6795,-0.1019,-0.4727,-1.2611,-0.1834,-1.8112,-1.9401,-1.6607,-1.084,-1.8939,-1.6989,-1.9628,-0.5033,-2.5561
127,0.2595,-1.5439,-2.4246,-2.9825,-0.7475,-2.678,-0.4211,1.0181,-1.72,-1.4014,-1.8421,-1.556,-3.0966,0.8782,-1.4585,0.31,-0.491,-0.128,-0.0293,-2.5616,-0.696,-1.9761,-2.1391,0.0849,-1.3532,-0.5126,-1.5289,-2.2851,-2.0963,0.4624,-1.3903,-1.1547,-1.3576,0.2126,-1.1045,-1.9199,1.3329,-0.9928,-1.2107,0.0991,0.2925,0.8718,-1.252,0.1658,0.5513,-0.327,-2.6369,-1.9655,-1.4553,-0.7602,-0.3624,-0.5458,-1.4918,-2.7631,0.8175,-1.329,-1.3359,0.7335,1.7847,-2.5343,-2.4286,-0.4383,-1.2901,-1.7226,-2.9673,-0.3894,0.6602
128,-0.3867,-1.3841,-2.132,-3.2704,-0.5718,-4.2361,-0.1486,-1.6938,-0.3879,-1.479,0.9011,-0.446,-2.4812,-0.7694,-0.512,-1.0655,0.7888,0.3428,-0.0572,-0.2744,0.0161,-1.4725,-1.9457,0.0041,-0.7155,-0.6039,-1.6152,-1.8812,-2.6354,0.1714,-1.1692,0.253,-3.6069,-0.0025,-1.8266,-1.2196,0.1768,1.0223,-2.3203,-0.0695,-0.1661,0.5359,-1.021,0.0703,1.8719,-0.4918,-2.0603,-1.353,0.0134,-1.002,0.003,-0.811,-1.1907,-1.3845,0.3961,-0.6913,-1.0453,0.6593,-0.6618,-1.7363,-0.8403,-0.8761,-1.007,-1.5798,-0.6745,0.5041,-0.808
129,-0.3201,-1.6187,-1.26,-3.383,-0.6773,-1.3459,0.113,-0.1136,-0.6743,-2.0114,-0.3596,-0.1171,-2.3114,-1.2764,0.0403,-1.5878,0.3522,1.6339,-0.996,-1.9194,-1.6629,-1.8839,-2.313,-0.6766,-1.115,-0.8254,-2.2545,-1.8382,-2.6484,0.1928,-0.4291,-0.6705,-2.8868,-0.0823,-1.6291,-1.9183,-0.1672,-5.127,-2.1678,0.6795,-1.9202,0.2931,-1.2524,0.0566,0.2664,-1.6752,-1.8925,-2.8705,-1.1365,-1.5636,-0.0282,-0.1103,-1.8613,-1.8854,-0.5277,-0.7478,-1.0152,0.5885,-1.4687,-2.3112,-2.3825,-0.994,-1.2356,-1.528,-1.8572,-0.5251,-0.4982
130,-0.9183,-0.4617,-1.335,-3.0351,-0.3009,-1.8877,-2.8554,-0.5899,-1.1992,-1.8704,-1.0661,-1.5897,-2.6389,-1.3452,-0.8969,-1.4182,-0.4656,0.1626,-1.1548,-1.9931,-0.2931,-2.1147,-1.8087,0.6739,-1.3789,-0.5463,-1.501,-1.0982,-1.8916,0.2154,-0.7564,-2.2929,-2.1633,-0.2888,-2.9279,-1.3862,0.1249,-5.7831,-2.8354,-0.0233,-5.6014,-0.0039,-1.0904,0.2825,-0.5392,0.1455,-1.9189,-0.9219,-1.18,-1.9342,-0.1157,-0.7319,-2.0046,-2.4893,0.1711,-0.3051,-1.3825,0.2218,-1.5801,-2.2254,-1.0265,-0.2508,-1.7924,-2.0415,-1.5466,-0.7219,-2.4524
131,-0.9814,-0.4195,-2.2619,-2.0009,-0.4223,-3.8368,-1.451,-2.3182,-2.1135,-1.6567,-2.14,-1.6103,-2.7116,-1.4335,-1.4085,0.8874,-0.5715,0.1731,-2.3344,-2.0025,-1.0451,-2.6639,-2.354,-0.7401,-1.8969,-0.7037,-1.9126,-2.0213,-3.543,0.2539,-1.2611,-0.0561,-2.5951,0.1341,-2.0352,-1.4373,-0.5373,-1.559,-2.6191,0.1688,-4.8847,0.2031,-1.7613,0.1132,-0.2022,-0.3977,-2.3248,-2.5343,-1.8547,-2.3914,-0.7573,-0.3539,-1.9564,-3.1273,0.0847,-1.4852,-1.4761,0.2443,-2.0675,-2.5335,-3.6952,-0.8196,-1.3218,-1.7914,-2.9962,-1.0886,-1.8188
132,-0.5329,-0.8554,-1.6499,-1.6087,1.3777,-1.3955,-2.7539,-2.915,-2.659,-1.7658,-2.6641,-1.1635,-1.9503,-1.0982,-0.3709,-1.3248,-0.3002,0.0273,-1.0838,-2.0927,-1.4424,-2.2318,-2.339,-0.873,-2.6096,-0.5828,-2.7281,-2.6833,-2.2816,-0.0362,-0.9416,-0.1522,-1.8326,-0.2344,-1.668,-1.7788,0.1083,-1.8458,0.3976,0.4375,-3.7231,0.2094,-0.9432,0.266,-0.2448,-0.4159,-1.8576,-0.9008,-1.4938,-1.9662,-0.3086,-0.3978,-1.3996,-2.6657,0.2081,-1.4302,-0.981,0.1524,-0.8471,-2.3759,-2.4906,-0.5397,-2.4522,-1.511,-2.1216,-0.0011,-2.1033
133,0.6384,0.0897,-2.6913,-2.8389,-0.638,-1.9474,0.1899,-0.5212,-0.6728,-1.0905,-1.8604,-1.5768,-2.7098,-0.2939,0.0359,0.4397,0.0834,0.8315,-0.6936,-2.1999,-0.5106,-1.9948,-1.6986,0.5755,-1.1379,-0.3415,-1.3072,-1.8729,-2.4463,0.475,-0.7125,-1.0321,-0.25,0.3826,-1.5308,-1.4625,-0.2509,-4.7727,-0.965,-0.3006,-1.6189,0.3291,-2.2828,0.1081,0.1207,0.0468,-1.4383,-1.404,-0.6938,-1.7046,-0.9976,0.3227,-1.6601,-1.4291,0.3388,-0.2028,-1.0974,0.276,-0.5944,-2.4258,-2.0072,-0.9404,-3.5196,-1.9611,-1.4442,-1.9775,-2.7871
134,0.4202,-1.1706,-2.8298,-3.6087,-0.5973,-1.5609,-0.2105,4.2203,-1.0155,-1.5384,-0.2484,-0.3752,-2.5659,-0.5056,-0.7028,-1.5657,0.0055,0.2617,0.0108,-2.0905,-0.6812,-2.2797,-2.2042,-0.217,-1.1155,-0.5778,-2.7005,-2.37,-1.5664,0.0546,-0.1712,2.7287,-2.3754,-0.2198,-1.2307,-1.3109,-0.1597,-1.4937,-0.6368,0.1633,-1.8582,0.1759,-1.3056,-0.1454,1.222,-0.9582,-2.3203,-3.0203,-1.3164,-1.7434,-0.7715,-0.1041,-1.6202,-1.868,-0.2472,-1.1732,-1.2773,0.5978,-0.0148,-3.3105,-2.4998,-1.0998,-1.6279,-2.2671,-2.2945,-0.8809,-1.5997
