,A1E959,O00626,O14793,O43895,O60635,O95750,O95994,P01579,P01591,P03950,P05783,P07711,P10721,P14136,P14210,P15090,P15336,P17516,P18627,P19801,P21246,P24387,P28827,P30838,P31994,P35225,P35475,P42785,P43629,P51531,P52823,P55259,P58499,P60484,P78423,Q0Z7S8,Q13459,Q29980_Q29983,Q3KPI0,Q4LE39,Q6ISS4,Q7L8A9,Q7Z6M3,Q7Z7D3,Q8IU54,Q8TD06,Q8TD46,Q8WTT0,Q92820,Q92854,Q969V3,Q96DU3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NRA1,Q9NX58,Q9P0M4,Q9P232,Q9UGM5,Q9UHF4,Q9UK85,Q9Y286,Q9Y5W5,Q9Y639,Q9Y653
30,-0.4334,-1.1763,-2.2788,-3.5868,-0.4103,-1.0859,0.4991,3.3065,-0.7467,-1.8679,-1.8137,-1.1646,-1.8714,0.0029,-1.2883,-0.8173,0.5465,-0.1526,0.4143,-2.1031,-1.5215,-2.2088,-2.0115,0.0261,-1.6875,2.1089,-2.0504,-2.2502,-0.5868,0.2518,-1.7484,-0.8248,-1.9221,0.0881,-1.4069,-1.3542,1.742,-1.7593,0.8627,0.0204,-3.2612,0.3448,-0.188,0.2707,1.699,0.0507,-1.2737,-1.0109,-1.3794,-1.5097,2.0945,0.0143,-1.7547,-2.172,0.3225,-1.1938,-1.1037,1.0865,-0.4277,-1.8972,-1.3575,-0.2177,-1.0028,-1.0776,-1.7166,-1.6916,-0.9516
31,-0.2367,-1.1313,-2.9031,-3.0232,-0.2177,-2.9265,1.6908,-1.6009,-0.9523,-0.6931,0.0437,-0.4546,-2.7584,0.7021,0.432,-0.8333,-0.175,0.223,-0.224,-2.1039,-0.4888,-1.5877,-2.5494,-0.7737,-2.8439,-0.5902,-1.9733,-2.1715,-1.1089,0.3873,-0.0687,-0.9085,-3.6961,0.1725,-1.1669,-1.5573,-0.5422,-1.5536,-2.3484,0.307,-2.162,-0.005,-1.6015,0.249,1.4006,0.205,-2.6252,-2.8546,-2.2015,-2.2773,-0.3364,-0.8899,-1.6345,-1.5153,0.2481,-0.9709,-1.0666,0.1594,-0.7159,-2.292,-1.7117,-0.3928,-1.3219,-1.9194,-1.7273,-1.0202,-2.3992
32,-0.1688,-0.2296,-1.5839,-2.5907,-0.2899,-3.8293,1.2107,-0.5749,-1.3377,-1.9222,-1.7622,-1.2816,-2.4708,-1.1469,-1.4322,-1.4281,1.4479,-0.4306,-0.5417,-2.1442,-0.34,-2.2582,-2.5277,-0.454,-2.343,-0.6665,-2.8761,-1.9651,-2.6568,0.8084,-1.0272,-1.6479,-2.8575,-0.1431,-1.9249,-1.5375,-0.0959,-3.8293,-2.8774,-0.5559,-1.8182,0.233,-1.1757,0.1752,-1.2406,0.6524,-2.2276,-0.7045,-1.0616,-1.706,-0.8465,0.3431,-1.6225,-1.2797,-0.5223,-0.8219,-1.0763,0.5141,0.4643,-1.6282,-1.9594,0.123,-3.1654,-2.0118,-2.3954,-0.6347,-2.6264
33,-0.44,-0.5507,-3.0858,-2.5426,-0.3272,-2.3369,3.7555,-2.1591,0.2788,0.0406,1.7928,0.6893,-2.9934,2.6116,1.8479,4.0977,-0.6179,0.3386,0.02,-1.9836,-0.1182,-2.0138,-1.1627,0.3074,-0.393,0.5992,-2.1227,-1.4471,-0.6347,0.1171,2.3746,1.2906,0.0732,0.085,-0.012,-0.918,-0.0537,0.6817,1.4855,1.1588,-0.787,0.1229,-0.4535,0.0858,0.4798,-0.6535,-2.0757,-2.2186,-1.1931,-1.2793,-0.3758,0.0095,-1.1753,-3.4142,0.2291,0.6755,-0.5787,1.8613,3.5425,-2.3296,-3.5332,-0.3304,-1.2816,-0.9469,-0.9554,-0.3086,-0.1208
34,-0.422,-0.9201,-3.267,-2.517,-0.016,-2.0868,-0.764,3.4555,-0.6226,-1.3818,-0.9131,-0.6909,-2.1468,-0.5953,0.8646,-0.3861,-0.3584,-0.295,-0.3598,-2.4065,-0.1267,-2.475,-1.932,-0.9608,-0.6117,-0.8844,-2.7411,-2.8434,-3.3463,-0.037,0.2761,-0.9761,-1.0012,0.5461,-0.639,-1.3972,0.0844,-0.6559,1.0326,-0.0178,-1.6675,0.068,0.4394,1.0551,-0.5925,-0.8538,-2.1819,-1.5425,-1.7181,-2.0792,0.3831,0.0164,-1.6973,-3.395,0.1153,-1.4723,-1.2569,0.2614,-0.7792,-2.4241,-1.8723,-0.3632,-1.4948,-0.9266,-0.6041,-0.9149,-0.1469
35,-0.9384,-1.1847,-1.2208,-5.1194,-0.2673,-3.4906,2.6296,-1.7191,-1.162,-1.4099,0.117,-0.8597,-2.7238,-1.05,-0.3676,-1.9907,0.2063,0.4999,-1.2861,-1.3012,-1.1344,-1.284,-1.8408,-0.5368,-2.6616,-1.098,-2.2636,-2.0309,-2.0083,0.6814,-0.1039,-1.4451,-2.5832,0.2619,-1.3428,-1.6574,0.3386,-1.8154,-0.6815,0.4619,-2.0043,0.4645,-1.0359,0.007,0.9989,-0.6161,-1.7149,-1.9143,-1.0931,-1.1556,-0.39,-0.0452,-1.2324,-2.0329,-0.1738,-0.7629,-0.5869,0.688,-1.1333,-2.259,-1.8387,-0.3312,-2.0268,-1.8845,-1.4877,-0.5617,-2.6336
36,-0.6252,-0.9522,-2.4495,-3.7965,-0.3387,-2.5626,1.7876,1.5362,-0.6496,-2.5,0.5836,0.4245,-2.7369,-0.1869,1.1881,-0.3985,0.0454,0.1547,0.4258,-2.1211,0.5628,-1.6478,-2.1894,0.2036,-0.5225,-0.7027,-2.9503,-1.3841,-1.5252,0.0995,0.7707,-0.8346,-0.6747,0.3768,-0.9015,-1.3,0.5416,-4.2833,-1.9317,0.6387,2.2407,0.6,-0.8491,-0.0949,2.2708,0.4212,-2.1349,-2.4102,-1.3387,-1.3428,-0.2306,-0.308,-2.008,-2.6601,-0.0811,-0.5192,-0.9597,0.2605,-1.4618,-1.801,-2.6427,-0.9237,-1.3251,-0.9226,-1.9968,0.5241,2.2021
37,-0.3561,-1.5914,-3.3146,-1.3388,-0.7439,-1.6731,-1.4856,-0.6905,-2.5564,-1.818,-2.7755,-1.5286,-2.361,-0.2844,-1.5498,-1.8695,-0.5281,-0.3158,-0.7328,-2.3834,-1.6669,-2.2782,-2.6774,-1.1496,-1.2795,-0.7205,-1.8352,-2.2392,-1.8188,-0.1107,-1.5643,-1.0459,-3.4853,0.0318,-1.7549,-2.0037,-0.8993,-1.4433,-3.1856,0.0056,-2.4395,0.1713,-2.2645,0.0448,-0.0329,-0.623,-2.3032,-1.9415,-1.5105,-2.1417,-0.923,0.1079,-1.2996,-2.3409,-1.0666,-1.4182,-0.8934,0.271,-2.3139,-1.9651,-1.9878,-0.7827,-3.4227,-1.36,-2.2456,-1.2485,-2.5304
38,0.1275,-1.3309,-1.6119,-5.5786,-0.8293,-1.7234,-1.3195,2.2268,-0.936,-1.5231,-1.2878,-1.2972,-2.754,-1.0904,-0.8672,-1.5303,1.1953,0.0634,-1.1418,-1.8524,-0.913,-1.6942,-2.7745,-0.9306,-3.1109,-0.7141,-1.8492,-2.2093,-2.1825,0.2897,-1.5174,-0.7601,-2.1178,0.5436,-1.7145,-0.5998,0.2494,-0.584,-0.1461,0.431,-2.8923,0.1884,-1.2038,0.1862,0.8747,0.7048,-1.2316,-1.3692,-0.6179,-1.6055,0.0194,-0.4435,-1.6555,-2.6221,0.3987,0.0742,-0.9031,0.2909,-1.0883,-1.5906,-0.6412,-0.8329,-2.0861,-1.6605,-2.0798,-1.0211,-2.0457
39,-0.6828,-0.5021,-2.8627,-2.3099,-0.08,-0.8978,-2.6441,1.6911,0.2421,-1.0162,-1.772,0.3775,-3.2083,-0.6277,-0.4672,-0.6341,-0.4653,0.2243,-0.0222,-0.9201,-0.0977,-1.2206,-1.4913,-0.8017,-0.5753,-0.2051,-2.1925,-1.0729,-0.9352,-0.5381,-0.3686,-1.0227,-0.6283,-0.1045,-1.3915,-1.2542,-0.267,-6.1376,-2.2356,0.3491,-2.3624,0.3963,-0.4478,-0.2517,0.2881,-0.6163,-1.8721,-2.3105,-0.998,-1.8649,-0.1019,-0.3777,-1.7636,-2.3749,0.1717,-0.5412,-1.1965,0.4217,-0.5944,-1.9654,-2.253,-0.7454,-1.6374,-0.9148,-1.5573,-1.4556,1.239
40,-0.1725,-1.28,-1.6043,-5.3021,4.5702,-0.5902,3.3828,-0.3881,-0.4573,-1.7218,0.456,-1.1003,-2.3002,-0.007,-1.038,-0.7913,-0.608,0.0615,0.3349,-1.6288,-0.4223,-2.4542,-2.4315,-0.6814,-0.9858,1.5248,-1.8891,-1.9462,-2.0929,0.2378,0.3586,1.8285,-0.7946,0.3373,-1.425,-1.8484,-0.4407,-5.1267,-2.0935,0.5451,-1.6158,0.0807,-1.7738,0.3701,2.8906,0.9868,-1.8167,-1.703,-1.6933,-2.1116,-0.4258,0.0878,-1.3463,-2.5276,-0.5813,-0.1089,-1.5399,0.1618,-0.7155,-2.0043,-2.6021,-1.1713,-0.5048,-1.6991,-2.2621,0.1277,2.2478
41,-0.251,-1.2634,-1.4918,-3.097,-0.3007,-0.8188,1.3821,-0.0669,-1.0005,-0.5189,0.2765,-0.2298,-2.4362,0.1802,-0.4263,0.1455,-0.6645,-0.0379,0.9496,-3.1677,0.8265,-1.534,-1.8309,-1.0023,-2.8316,-0.9764,-1.9083,-2.3067,-1.3619,0.5452,0.4423,-0.1938,-0.9736,-0.1491,-0.1127,-0.8179,-0.3118,-1.686,-1.7267,0.2248,-1.4247,0.2559,-0.5336,0.256,3.7864,1.3752,-1.6084,-1.4597,-1.4393,-1.7918,-0.3954,-0.6516,-1.9314,-2.9803,-0.0401,-0.0533,-1.0236,1.9298,-0.7795,-1.9714,-1.4584,-0.4429,-0.4835,-1.2974,0.0737,-0.7617,-1.1646
42,-0.735,-1.3624,-3.2896,-3.4466,-0.4644,-1.7579,-0.9797,-2.0023,-1.1869,0.2505,-2.9392,-1.7021,-3.2554,-0.3151,-0.7485,-0.7822,-1.1277,-0.0691,-1.1773,-1.9508,-0.5194,-1.8369,-2.539,-0.1201,-0.4527,-0.7169,-2.3285,-2.4074,-2.1005,0.0452,-0.541,-1.6665,-3.7799,0.0351,-1.9863,-1.6327,0.1472,-1.3192,-1.5515,-0.1711,-2.9195,0.3565,-1.4071,0.4381,-0.3775,-1.7041,-2.7386,-2.1824,0.2002,-1.736,-0.7016,-0.5506,-1.9304,-2.4557,0.2446,-0.8131,-0.9315,0.5291,-0.3355,-3.6128,-2.3588,-0.5191,-2.2893,-1.9181,-1.9538,-1.4217,-2.3599
43,-0.6568,-3.3013,-2.7496,-3.4888,-0.5068,-2.0816,-1.1508,-1.8101,-2.2601,-1.3549,-2.0866,-0.5332,-2.4951,-1.8937,0.3811,0.1325,-0.7188,-0.1744,-0.8317,-1.8716,-1.1044,-2.6389,-1.7071,0.3515,-1.3038,-0.5577,-1.0931,-2.0469,-2.6569,0.2975,-0.9577,3.2841,-1.6966,0.1216,-1.7752,-1.8704,0.2956,-0.3659,-2.2046,0.6086,-2.6957,0.392,-1.2791,0.2626,-1.5207,-1.4427,-2.3307,-1.1525,-2.0345,-2.127,-0.138,-0.9258,-1.606,-2.6178,0.0886,-1.0064,-1.4421,0.5534,-0.5911,-1.9101,-2.7195,-0.3248,-1.9007,-1.0628,-1.3093,-1.2615,0.6887
44,-0.7707,-2.1256,-2.3234,-3.7528,-0.3404,-2.4623,2.1957,0.2928,-0.8941,-2.0492,-1.0165,-1.2265,-2.8615,-1.4149,0.8287,-2.4179,-0.3768,-0.013,-1.4618,-2.3369,-1.5983,-1.9049,-2.5512,-0.7766,-0.642,-0.2989,-2.8516,-2.5302,-1.8655,-0.1341,-0.731,0.9123,-2.98,-0.1336,-0.2541,-1.7041,-0.6079,-0.3793,-2.5752,0.6196,-2.548,0.0707,-1.2564,-0.3525,1.5945,-1.2653,-2.4543,-3.0353,-0.6913,-2.4501,-0.5468,-0.3821,-1.8182,-3.0046,0.3867,-0.9908,-1.542,0.6909,-1.9261,-2.7469,-2.7643,-1.3916,-1.8804,-2.1525,-2.4323,-1.5974,-0.7227
45,-0.148,-0.367,-2.8938,-1.8064,-0.3993,-2.0991,-0.6097,0.5828,-1.0541,-1.1262,-2.4554,-0.931,-1.7995,-0.3656,-1.2856,-1.7969,-0.1615,-0.0127,0.9316,-1.6879,-1.2628,-1.9137,-1.9922,-0.5178,-0.9897,-0.4556,-1.8723,-1.5034,-0.9482,0.6034,-0.4975,-0.9035,-2.0561,0.0592,-1.4317,-1.9446,0.129,-2.1626,-0.8132,-0.0832,-2.2525,0.0359,-1.0196,0.0426,2.1587,1.3613,-1.3809,-0.9314,-0.2556,-1.5012,-0.1314,-0.0512,-1.7818,-2.2294,0.1719,-0.0399,-0.8646,-0.1831,-2.1152,-2.2672,-1.2553,-0.4499,-1.3406,-1.5923,-1.0256,-0.9857,-1.7442
46,-0.4695,-0.9969,-2.4918,-3.2447,-0.8547,-0.8923,0.7085,3.0049,-0.7644,-2.5099,-0.16,-0.4894,-2.1425,-1.6338,-0.9506,-2.4252,-0.2551,0.2718,-0.159,-2.1008,-1.1312,-2.1139,-2.1392,-0.9195,-2.6594,-0.3509,-2.3453,-2.0402,-1.9062,-0.1892,-1.5182,-1.6465,-2.4375,-0.6824,-1.6182,-1.337,0.5772,-0.4293,-0.7712,-0.0587,-2.7745,0.3615,-1.2599,-0.1923,1.6822,-0.4907,-1.9137,-1.946,-0.5432,-1.9377,-0.2224,-0.7192,-1.2934,-2.5302,0.0587,-0.4471,-1.1601,0.2966,-0.1163,-2.9816,-1.7617,-0.3061,-1.3526,-2.0791,-1.7351,-0.8003,-2.1267
47,-0.4719,-1.0296,-2.8686,-2.9499,-0.4684,-3.1318,-0.0611,-1.741,-1.6199,-1.3456,-1.2417,-0.3096,-2.2254,-1.3531,0.4329,-2.8385,-0.3531,0.0094,-1.0736,-2.0082,-0.264,-1.0702,-2.16,-1.035,-1.5898,-0.6756,-1.7486,-1.8727,-2.2292,-0.8417,-0.6145,-0.3812,-2.6346,0.1255,-2.0895,-1.6818,0.2397,-5.8904,-2.2367,0.1736,-1.7913,0.4005,-0.9939,-0.5439,-0.6895,-1.5846,-2.8731,-3.023,-1.1914,-1.0555,-0.5678,-0.2259,-1.386,-2.2805,-0.4859,-0.4674,-0.9189,0.4671,-1.2834,-3.1692,-2.0986,-0.6925,-0.8938,-1.6519,-1.3379,-0.33,-2.9592
48,-0.4535,-1.824,-2.0196,-2.0346,-0.4078,-1.0692,-0.5845,6.7131,-1.3576,-2.0701,-2.3219,-1.8516,-2.5129,0.1014,-1.5661,-1.4644,-1.128,-0.1499,-0.8372,-2.0517,-0.0768,-3.0084,-1.9547,1.3626,-0.4588,-0.9948,-2.569,-2.7474,-1.0729,-0.9999,-0.3974,-1.3327,-1.8591,0.1209,0.0021,-1.3945,-0.6472,-1.624,-0.8162,-0.0832,-1.0826,0.1727,-1.8753,-0.2375,0.2135,0.7219,-2.9051,-0.6057,-1.7051,-2.5872,-0.0662,-0.8875,-1.7335,-3.2949,0.2829,-1.4678,-1.4189,0.1406,0.6121,-1.7911,-2.2324,-0.609,-1.9881,-1.9971,-2.7429,-1.48,-1.479
49,-0.3122,-0.7124,-2.9038,-4.4889,-0.3992,-1.9455,1.0938,4.3545,-0.809,-0.9608,-0.1699,-0.5295,-2.3183,-0.476,-0.2442,-0.7759,-0.4838,0.5678,0.2326,-2.0213,-0.7244,-1.6841,-2.7618,-0.2851,-1.1762,-0.5724,-1.9365,-2.1991,-1.4552,-0.1024,-0.674,0.2046,-2.9579,-0.6556,-1.2328,-1.0374,-0.931,-1.8862,-2.9737,-0.1885,-0.5589,-0.0257,-1.4847,-0.5213,2.1712,-0.754,-1.701,-2.0007,-0.9488,-1.3282,-0.6788,0.2719,-1.8261,-2.5298,-0.6897,-0.4805,-0.8653,0.0655,-1.16,-2.8481,-1.9805,-0.4674,0.0539,-1.5193,-1.872,-0.3724,-1.4837
50,-0.2738,0.5654,-3.1274,-5.2863,-0.3396,-2.0247,-1.7595,-0.8492,-1.9181,-1.3608,-1.753,0.1775,-2.9844,-0.2996,0.8111,1.3789,-0.4611,0.2091,-1.0363,-1.5624,0.0009,-1.6491,-2.4407,-0.7101,-1.0005,-0.9168,-3.4376,-1.5429,-0.4594,0.2002,0.3826,-0.9311,-1.2619,0.3455,-1.7205,-1.3035,-0.468,-4.8704,-2.8197,0.1366,-1.3795,0.0529,-1.2432,0.446,-0.0545,-1.3525,-2.5045,-1.5326,0.1917,-1.8578,-0.5476,-0.3532,-2.2291,-2.4162,-0.2587,-0.8892,-0.7959,0.2185,-1.0105,-2.9059,-2.3245,-0.6022,-1.5747,-1.8903,-0.9892,-0.6525,-0.1552
51,-0.6622,-1.039,-3.1844,-1.7853,-0.5603,-2.0575,-0.9776,1.6042,-0.8739,-1.5553,-1.7462,-1.1892,-3.2982,0.3076,-0.7351,-0.8063,-0.1048,-0.159,-0.4074,-1.4769,-0.6819,-1.827,-2.0229,-0.4972,-3.3435,-0.6652,-1.0143,-2.3969,-1.0861,0.7805,-0.7021,0.9874,-2.3239,0.5602,-1.8253,-1.8102,1.5484,-1.4109,-2.0269,0.052,-2.2215,1.7959,-1.302,0.0068,0.1939,-0.7536,-2.5036,-2.4237,-1.3644,-1.1708,0.8064,-0.0252,-1.6516,-2.2438,0.2244,-1.2941,-1.3989,0.6258,-2.2708,-2.5113,-2.8923,-0.9826,-0.9973,-1.7933,-1.7899,-1.5675,-2.0301
52,-0.9617,-0.8278,-1.9695,-4.3799,-0.8687,-2.3868,-1.9257,-8.0522,-1.1776,-2.117,-2.9945,-1.4173,-2.4356,-1.2921,-1.9334,-1.8521,-0.2014,-0.4622,-2.4839,-1.4007,-1.2345,-2.6059,-2.3777,-0.6717,-1.4452,-0.8672,-2.7321,-2.4,-1.6482,-0.3089,-1.816,-1.1827,-1.7423,0.1127,-1.6005,-1.6162,-0.8219,-2.7957,-2.407,0.2504,-1.6869,-0.0377,-1.2008,-0.2245,-0.6844,-0.7053,-1.8444,-1.8908,-1.5823,-1.9191,-0.1138,-0.5085,-1.9782,-2.8324,0.5139,-1.164,-1.5493,0.3962,-1.6901,-2.4051,-0.4865,-1.1931,-2.0663,-2.3468,-2.7099,-0.1057,-2.5655
53,-0.6879,-1.6826,-2.6033,-1.4296,-0.4333,-1.4293,-0.4963,1.1937,-0.8769,-2.1203,-1.526,-0.6061,-2.3974,-1.2179,-1.0301,-2.0846,-0.3956,-0.4142,-0.3196,-2.408,-1.8732,-2.2549,-2.1794,-0.8124,-2.3664,-0.6571,-2.2313,-2.7639,-1.3559,0.1303,-0.4169,-1.9592,-2.4166,0.0696,-2.1405,-0.681,-0.6401,-1.9412,-2.5397,0.166,-0.9639,0.2481,-0.9538,-0.0114,1.12,-0.4882,-2.0671,-1.8708,-0.9336,-2.2158,-0.5178,-0.0798,-1.6996,-2.4601,0.0199,-0.4554,-1.3905,0.1683,-0.6921,-2.5189,-2.3085,-1.2547,-1.365,-1.7004,-2.0343,-1.4154,-1.9468
54,-0.8008,-2.0168,-3.2356,-0.6274,-0.6557,-3.9181,2.001,2.8688,-0.9916,-2.8526,5.4335,1.4512,-2.8842,-1.362,1.3056,-1.6489,0.6848,4.384,0.4798,-1.7572,2.5014,-1.8546,-2.1509,8.35,-1.1136,-1.03,-2.4653,-1.106,-1.1425,-0.3598,-0.0883,-1.6505,-3.0852,0.4302,-0.7812,-1.5909,-0.2794,0.3784,-2.3832,1.746,-0.8492,0.0794,-1.1404,-0.1391,3.742,1.0561,-0.7317,-1.088,-1.5788,-1.6119,-0.3268,-0.3198,-1.49,-2.2445,-0.0503,-0.9756,-1.4437,1.88,-1.114,-1.9892,-2.3615,-0.7136,-1.2637,-0.7315,-0.5447,-0.3933,-0.226
55,-0.7613,-1.2325,-2.7182,-3.6268,-0.564,-3.7937,3.5762,-1.0333,-1.4557,-1.6498,-0.309,-0.5449,-2.6138,-2.7838,-0.2517,-1.515,-0.5372,0.0541,-1.0512,-2.1315,-1.3482,-1.8469,-2.1549,-0.4517,-2.5331,-0.6639,-2.0443,-2.3014,-3.4199,-0.1636,0.3499,-1.927,-2.7195,-0.0996,-2.2464,-1.0509,-0.4752,-1.3287,-1.5269,-0.5143,-2.1691,0.2026,-1.0439,0.1343,1.8805,0.3914,-1.4643,-2.8865,-0.3774,-2.0307,-0.4388,-0.0538,-2.0316,-2.4281,0.1207,-1.0111,-1.5093,0.4423,-2.0408,-2.4178,-2.261,-0.7593,-3.7413,-1.8097,-1.383,-1.0713,-2.0838
56,-0.9456,-1.0726,-1.0826,-3.5927,-0.1772,-1.3854,-0.5776,2.0696,-1.3113,-1.5684,-0.4595,-0.6187,-2.2369,-0.4179,-0.9692,-2.0015,-0.6255,0.0071,0.0161,-2.0067,-0.3395,-2.8262,-2.0816,-0.5746,-3.1974,-0.5871,-2.1481,-2.1589,-2.0691,-0.3921,-0.7558,-1.5545,-1.1651,-0.5606,-0.7948,-1.0823,-0.6198,-0.7038,-2.8569,0.0798,-1.9945,0.1863,-1.1885,0.0282,3.0855,-0.3047,-1.6844,-0.8864,-1.0879,-1.3714,-0.2169,-0.0191,-1.6621,-2.0205,-0.541,-0.619,-1.1197,0.2899,-1.7687,-1.3172,-1.4612,-0.7538,-1.2443,-1.6873,-0.7492,0.8991,-0.858
57,-0.901,0.2062,-2.3801,-3.8051,0.4,-1.6769,0.6306,-1.7848,-1.3019,-0.2777,-0.5282,0.9255,-2.2384,0.0387,0.2517,-0.1841,-0.3001,-0.1988,0.5736,-1.6828,0.363,-0.9546,-0.9285,1.6875,-0.9629,-0.4241,-2.3011,-1.3162,-1.4686,-0.1137,0.0552,0.7749,-0.669,0.2351,-0.9698,-1.7124,-0.6437,0.844,0.9072,0.3367,-1.3118,0.2202,-0.2518,-0.1389,-0.7934,-0.7813,-1.7979,-1.527,-1.6303,-1.1215,-0.4381,-0.1345,-1.9152,-2.4757,0.0938,-0.9885,-0.6479,1.2701,-0.9122,-2.3049,-2.4749,-0.1249,-1.5923,-1.167,-1.0262,-0.0041,2.2999
58,-0.719,-1.3,-2.1933,-5.6854,-0.2928,-1.6272,1.9179,0.2369,-1.8704,-1.6312,0.8257,-0.021,-2.196,-1.8472,-0.2589,-1.8461,-0.1927,0.7725,-0.2909,-2.2043,-0.7348,-2.1634,-2.1725,-0.0977,-0.9344,-0.6465,-2.1027,-3.3292,-1.2478,0.3876,0.2167,-1.6006,-2.5667,0.3744,-1.5632,-1.2328,-0.0375,-1.1413,-0.4944,0.2275,-2.2005,0.0803,-1.4155,0.1103,2.8428,0.7084,-1.3673,-2.1258,-0.2806,-1.7451,-0.3058,-0.6287,-1.4994,-2.2568,0.2465,0.1799,-1.1004,0.2977,-1.6394,-1.8489,-2.1018,-0.8012,-3.2343,-1.0902,-2.0168,-1.1829,-2.4561
59,-1.1717,-0.8861,-3.0626,-3.1824,1.8752,0.0565,-0.7533,0.3288,-0.6109,-1.0891,-0.2622,0.4829,-2.8767,0.1802,-0.5154,-0.2448,-0.2031,0.2856,1.1504,-2.115,-0.1989,-1.9749,-1.7258,-0.1477,-1.0166,-0.2376,-0.9009,-2.0698,-2.5608,0.1418,-0.9835,1.675,-2.4424,0.0903,-0.6046,-1.6979,-0.1514,-0.9069,-1.3484,0.6095,-1.2257,0.1077,0.1913,-0.1086,1.157,-1.2421,-1.6774,-2.0187,-1.7584,-1.4954,-0.0049,-0.5009,-1.4418,-2.3464,0.1724,-0.5142,-1.5263,0.688,-1.3007,-2.0641,-3.2209,-0.4326,-1.967,-1.1831,-0.94,-1.6252,0.8109
60,-0.2762,-0.7194,-1.9359,-1.9869,-0.2113,-1.2287,6.985,-0.9205,-1.2775,-1.4637,1.7435,0.5661,-2.002,-0.1005,-0.3926,4.958,0.1389,2.7349,-0.9113,-1.3973,-0.5989,-1.3799,-1.2781,6.3448,-2.5326,-0.4362,-1.3902,-1.9866,-0.1157,0.7035,2.7774,1.1285,0.2776,0.2528,-0.466,-0.5381,0.7797,-1.7802,-0.663,1.3117,-1.7112,0.6711,-1.338,0.0825,-0.6856,1.2946,-2.2853,-0.9076,-1.5857,-1.815,-0.1332,-0.6182,-1.6507,-2.3031,1.2227,-0.1301,-1.3416,1.5806,2.9217,-2.0075,-2.4882,-0.42,-1.7177,-1.2901,-0.2812,-0.7428,-1.7414
61,0.1302,-2.4913,-2.2621,-1.8941,-0.4791,-0.7224,-0.9476,-1.3784,-0.1394,-2.5007,1.4543,0.9567,-1.7818,-0.3137,2.8322,0.6449,0.4039,0.4338,-0.2298,-1.333,3.4607,-3.0192,-0.6807,-0.2119,-1.6531,-0.5527,-4.0963,-1.935,-2.5667,0.33,3.9282,2.351,-1.2977,-0.1199,-0.4948,0.2788,0.0088,-0.2148,2.0615,0.2268,1.7848,-0.0356,0.7864,0.8021,-1.7924,-1.0058,-1.4025,0.2271,-2.7486,-2.1262,-0.3301,0.4395,-1.9922,-2.8977,0.6227,0.2717,-1.1928,-0.0058,0.7957,-1.4985,-3.395,-0.2656,-1.0799,-0.3776,-1.2077,-0.171,1.3266
62,-0.2878,-0.5547,-1.8502,-3.106,-0.6029,-1.7934,-1.2681,1.8122,-0.7141,-2.2498,-2.5368,-1.8418,-2.8109,-1.7203,-1.8609,-2.2833,-0.6002,0.0289,-0.2018,-1.6095,-1.7979,-2.3923,-2.0145,-1.1257,-2.7212,-0.5487,-1.7147,-1.8319,-2.3338,0.452,-1.1544,-2.6218,-3.0336,-0.1122,-1.4212,-1.1676,0.1797,-0.9632,-3.2179,0.2778,-2.3384,0.249,-0.9645,0.2275,0.8943,0.026,-1.4061,-0.6091,-1.1117,-1.5631,-0.0466,-0.5661,-1.1813,-1.4299,0.5018,-0.8649,-1.2502,0.6786,-2.1539,-2.0888,-1.7271,-0.8266,-3.3094,-1.4438,-1.737,-0.9891,-2.8154
63,-0.6045,-1.3478,-3.1365,-3.8935,-0.4076,-2.3567,-1.9918,4.6122,-3.3463,-1.8422,-3.339,-1.5547,-2.0387,-1.3854,-2.5171,-2.8683,-0.5803,-0.129,-0.2875,-1.6548,-1.1925,-2.6789,-2.5282,-0.4265,-3.668,-0.6879,-2.5805,-2.6392,-2.4102,0.1904,-0.4205,-2.2016,-2.4217,-0.0445,-1.3454,-1.3306,-0.1577,-1.9931,-3.3688,0.1689,-1.4361,0.1588,-1.6797,0.0383,0.5074,-1.4574,-2.0653,-1.6093,-1.9799,-1.8331,-0.952,-1.1341,-1.5452,-2.0477,0.0891,-0.717,-1.522,0.233,-1.2131,-2.4647,-1.998,-1.3933,-2.4901,-1.5288,-1.1674,-1.2567,-2.605
64,-1.1882,-0.3355,-2.4591,-2.1086,-0.5948,-1.1224,-1.1854,-1.7642,0.2506,-1.8102,-1.6888,1.4119,-2.5757,0.0781,-0.2405,-1.1276,-0.4182,-0.3118,-0.1434,-0.7361,0.2716,-1.4706,-1.6133,-0.5792,-0.6481,0.6945,-2.3639,-2.4355,-1.3078,0.427,-0.7384,-0.4059,-0.7701,0.0006,-0.8909,-0.9697,1.247,-3.3357,0.9779,-0.2419,-1.5237,0.4006,0.2021,0.1877,0.0156,-1.0699,-1.6746,-1.6946,-1.9738,-1.0338,-0.1823,0.417,-1.4758,-1.9899,-0.256,-0.9131,-1.0408,0.7277,0.3532,-2.6263,-2.2415,-0.0297,-2.6683,-1.1935,-1.4777,-0.7033,-1.104
