,A1E959,O60635,O95750,O95994,P00750,P01591,P08833,P14136,P14780,P19429,P19801,P21246,P43629,P52823,P55259,P60568,Q29980_Q29983,Q5JZY3,Q8IU54,Q96JP9,Q9P0M4,Q9Y265,Q9Y653
99,-0.8852,-0.346,-0.904,0.6648,-2.2953,-1.2591,1.4413,-0.5134,-0.579,-2.7855,-2.1995,-0.1017,-0.7725,-1.4589,-1.3916,0.1576,-2.432,-2.1695,-0.5791,-1.6566,-0.512,-1.9178,-1.7349
100,-0.3542,-0.6044,-3.6646,-1.6921,-2.2275,-2.2914,-1.9633,-1.142,-0.3533,-4.0833,-1.2984,-1.0252,-2.7623,-0.3609,-2.2701,0.0655,-0.8529,-1.8303,0.7979,-1.4783,-2.1554,0.0032,-2.2859
101,-0.6713,0.0089,-2.7392,-1.9138,-0.8316,-1.2064,-1.0756,-0.9724,-0.8413,-2.7957,-2.2691,-1.8652,-2.0595,0.5546,-1.3697,0.4071,-5.4134,-1.1914,1.2858,-1.675,-2.3054,-1.7437,0.3621
102,-0.4728,-0.5795,0.3013,3.0581,-2.5992,0.5417,-0.2303,0.0474,-0.8069,-3.3542,-2.8612,-0.7703,-1.6855,0.1653,1.7113,0.1069,-0.3903,-1.1445,0.21,-1.4114,0.8313,-1.1924,-1.3527
103,-0.6047,-0.19,-3.2189,-0.7952,-1.3732,-0.9728,-2.814,-1.193,-0.2366,-3.3983,-2.5197,-1.0604,-0.9425,-0.7821,-0.3853,-0.3947,-1.8868,-1.8171,0.9523,-1.5684,-2.2072,-0.8534,-1.9461
104,-0.9283,-0.6829,-3.3421,-2.0888,-1.6884,-1.9894,-1.4177,-1.2052,0.1372,-2.617,-1.8951,-0.875,-2.7459,-0.9329,-2.4762,0.2586,-0.3753,-1.8864,-0.6778,-1.9053,0.7769,-1.8462,-0.8245
105,-0.467,1.2687,-0.3391,4.8488,0.0617,-1.2852,2.0013,-0.8051,0.1537,-1.717,-1.9106,0.1278,-1.9576,2.1297,3.1662,-0.0029,-1.5353,-1.8644,3.6979,-1.5759,-0.2815,0.1383,1.4189
106,-0.4327,-0.8096,-1.0143,-2.1565,-0.9183,-0.8025,1.9083,-0.2829,1.0533,-3.3083,-1.4575,-1.5822,-3.0317,-1.0505,-2.2311,0.4434,-1.761,-2.0878,1.118,-2.3048,-0.5876,-0.8986,-1.4822
107,-0.9411,0.309,-1.5583,1.3455,-0.3573,0.1029,-1.6704,-1.9735,-1.7048,-2.9514,-2.2556,-1.0989,-1.8215,-0.2217,-0.2163,-0.403,-4.2083,-2.158,0.3184,-1.9455,-1.7325,1.0303,0.0998
108,-0.3771,-0.2616,-2.5355,-0.2461,-1.3233,-0.8706,-3.8141,-1.3388,-0.4016,-3.0386,-2.0814,-0.7061,-0.6902,0.6958,-2.1744,0.1771,-1.6901,-1.6589,1.9798,-1.4408,-1.0932,-1.042,-1.7773
109,-0.5776,-0.5937,-0.3953,2.5238,-2.4197,-0.2739,0.9418,0.3344,0.7844,-1.2448,-2.2125,0.2263,1.4792,0.6811,0.7363,-0.0725,-1.9744,-1.3838,0.8318,-1.5662,-0.5652,0.8725,-1.1602
110,-0.0305,-0.5728,-0.1126,1.6529,-0.6509,-1.1624,2.4703,-0.8892,0.1489,-3.3259,-1.8409,0.0316,-2.2119,2.0014,0.1505,0.4492,0.1061,-2.0069,1.6992,-1.3985,0.7413,-1.8842,1.5435
111,-0.5304,-0.2011,-2.2525,3.1741,-0.4301,-2.6474,2.4494,0.1782,-0.2881,-0.4383,-2.4259,1.6874,-2.1319,1.4576,-1.3252,0.3201,-2.2667,-1.5602,4.3083,-1.2994,0.7208,-0.0337,-1.082
112,-0.3025,-0.6987,-2.4949,-1.287,-2.2649,-1.7166,3.1664,-0.9811,-1.3354,-3.2452,-0.527,-0.8061,-1.2413,-1.804,-1.8266,-0.2582,-1.5564,-1.8846,2.7637,-2.2119,-1.0618,0.8811,-1.9367
113,-0.6048,-0.261,-3.8956,-0.9982,-2.5501,-1.8424,-2.7802,-1.3178,0.7281,-3.0285,-2.0072,-2.3084,-1.8451,-1.7127,-1.9069,0.1205,-2.6797,-2.2099,-0.9235,-1.737,-2.4447,-0.1494,-2.9843
114,-0.373,-0.4026,-1.4973,-0.6657,-1.058,0.3218,-0.7348,-0.2221,-0.4265,-2.8198,-2.4629,-1.1666,-3.0437,0.6774,1.1963,-0.3916,-0.6865,-2.6523,-0.9624,-1.7877,-1.7065,-0.2242,-1.2682
115,-0.8119,-0.3949,-0.5996,-1.5555,-0.7345,-1.4016,-2.0668,-0.8188,-0.4615,-2.9055,-1.8409,-1.1939,-1.347,-1.7967,0.9908,-0.0724,-0.4965,-1.9987,-0.471,-1.5767,-1.8553,0.5508,-1.8654
116,-0.6351,-0.802,-3.1889,-0.3283,-1.948,-1.4468,1.0539,-1.5418,1.2318,-3.1298,-1.8784,-1.6383,-2.3911,1.0365,-1.9931,0.6272,-2.0043,-1.7186,-0.4762,-2.0263,0.5255,-1.5356,-2.1145
117,-0.9258,-0.0731,-2.0932,2.7969,1.5559,-0.2745,2.8758,0.1983,-0.2662,-2.6624,-2.0388,0.1317,-1.5086,3.4017,-1.0554,-0.3985,0.2022,-1.6063,2.9541,-1.7838,-0.7978,-1.0851,-0.8081
118,0.0179,-0.2905,-1.8076,1.304,-1.5166,0.1853,-2.5039,-1.3529,0.0274,-2.745,-1.7928,-0.3392,-3.2234,-0.7445,-1.1114,-0.1454,-1.2707,-1.9291,1.7113,-1.6707,-0.7296,2.1959,-2.3782
119,-1.1108,-0.452,-3.6858,0.9909,-0.0534,-2.7306,0.7084,-2.0707,1.0538,-2.8607,-1.8952,-1.1239,-2.7218,0.7478,-0.5601,-0.6982,-1.7237,-2.3438,1.039,-1.4665,-2.9989,0.3356,-0.3071
120,-0.479,-0.631,-3.4966,-2.359,-1.7685,-1.6282,-4.8377,-1.357,0.3931,-2.8331,-1.9338,-0.6388,-1.5431,-0.2564,-2.6035,-0.5106,-3.8567,-2.3415,3.0453,-1.833,-0.4172,-1.4817,-2.9649
121,-0.2163,0.5063,-0.9112,3.2001,-1.5183,-1.0478,0.9943,-0.696,0.1462,-1.5293,-1.8561,-0.6284,-1.8372,1.3,0.2997,-0.5443,-1.3991,-1.7625,1.1068,-1.5155,-1.2921,0.854,-1.3614
122,-0.8695,-0.6531,-1.7752,-2.1058,0.5471,-0.2183,0.1493,0.7344,-0.4755,-3.4854,-1.881,-0.539,-2.3107,0.17,-0.9222,-0.2079,0.2936,-1.4959,2.3468,-2.0461,-1.3394,-1.174,-1.2085
123,-0.6379,-0.6037,-3.3001,-3.3643,-1.8414,-2.2347,-3.6931,-1.293,0.0876,-4.0857,-2.0842,-2.5223,-3.1939,-1.0352,-1.0638,0.2723,-2.5971,-1.5786,0.4112,-1.475,-1.658,1.0032,-1.8712
124,-1.5019,-0.6718,-3.8109,-0.2702,-1.564,-1.9393,-4.0849,-2.0069,0.5551,-2.9739,-2.4561,-1.3955,-3.0632,-1.4025,-2.8065,0.5716,-1.8814,-2.4266,0.3378,-1.7019,-1.2323,-0.0303,-2.5156
125,-0.491,-0.3344,-3.2177,1.2336,-1.0545,-2.0184,-2.869,-1.391,-0.215,-3.3808,-2.534,-0.3477,-2.5833,-1.1631,-2.7558,-0.0741,0.0206,-0.014,2.6453,-1.6036,-2.0573,0.2745,-2.8773
126,-0.4545,-0.4279,-0.826,-0.0692,-1.8079,-2.372,-3.1279,-1.5292,-1.5588,-3.2048,-1.5833,-0.9946,-1.9377,-0.9513,-1.8022,-0.0167,-2.9844,-2.0509,1.7629,-1.7315,-1.8112,-1.626,-2.5561
127,0.2595,-0.7475,-2.678,-0.4211,-1.1356,-1.72,0.2444,0.8782,-1.0311,-2.3509,-2.5616,-0.696,-2.0963,-1.3903,-1.1547,0.2416,-0.9928,-2.3672,0.5513,-1.4918,1.7847,-0.8645,0.6602
128,-0.3867,-0.5718,-4.2361,-0.1486,-0.8216,-0.3879,-1.5256,-0.7694,-0.3799,-2.6211,-0.2744,0.0161,-2.6354,-1.1692,0.253,-0.8777,1.0223,-1.8,1.8719,-1.1907,-0.6618,-1.4689,-0.808
129,-0.3201,-0.6773,-1.3459,0.113,-1.4961,-0.6743,-2.7641,-1.2764,1.352,-3.1788,-1.9194,-1.6629,-2.6484,-0.4291,-0.6705,0.4818,-5.127,-1.2174,0.2664,-1.8613,-1.4687,-1.4126,-0.4982
130,-0.9183,-0.3009,-1.8877,-2.8554,-1.8577,-1.1992,-5.0606,-1.3452,-0.9307,-2.1159,-1.9931,-0.2931,-1.8916,-0.7564,-2.2929,0.7407,-5.7831,-2.0297,-0.5392,-2.0046,-1.5801,-1.7243,-2.4524
131,-0.9814,-0.4223,-3.8368,-1.451,-1.0043,-2.1135,-2.9568,-1.4335,-0.3459,-2.6711,-2.0025,-1.0451,-3.543,-1.2611,-0.0561,-0.6731,-1.559,-2.4945,-0.2022,-1.9564,-2.0675,-1.1747,-1.8188
132,-0.5329,1.3777,-1.3955,-2.7539,-2.0549,-2.659,-0.1787,-1.0982,-0.008,-2.0856,-2.0927,-1.4424,-2.2816,-0.9416,-0.1522,-0.269,-1.8458,-2.202,-0.2448,-1.3996,-0.8471,-0.7298,-2.1033
133,0.6384,-0.638,-1.9474,0.1899,-1.3337,-0.6728,-2.5132,-0.2939,0.3137,-2.9284,-2.1999,-0.5106,-2.4463,-0.7125,-1.0321,-0.1822,-4.7727,-1.6487,0.1207,-1.6601,-0.5944,-0.7351,-2.7871
134,0.4202,-0.5973,-1.5609,-0.2105,-0.5804,-1.0155,-1.1896,-0.5056,0.2343,-2.2633,-2.0905,-0.6812,-1.5664,-0.1712,2.7287,0.1632,-1.4937,-1.1637,1.222,-1.6202,-0.0148,2.9894,-1.5997
135,-0.2756,-0.6634,-0.7616,-1.7583,-2.0992,-1.6694,-4.5541,-1.4407,-0.1837,-2.7803,-2.1914,-0.8426,-1.5691,-1.5003,-1.679,0.4239,-1.4433,-2.1671,1.4145,-1.6563,-1.8398,-0.7351,-1.9098
136,-0.3185,-0.7351,-1.4415,-0.0045,-2.0779,-0.6856,2.2402,-1.0969,0.8472,0.3258,-2.254,-1.4209,-1.833,0.3492,-0.7866,0.1555,-1.6901,-2.02,2.3162,-1.213,-0.2111,-1.9477,-1.9713
137,-0.4665,-0.3111,-1.4773,-0.6303,-1.619,-0.2797,1.9162,-0.8962,-0.4603,-3.3687,-1.994,-0.6201,-0.6932,-0.6509,-0.6957,0.2947,-0.8947,-1.5218,2.4114,-1.3771,-2.3952,-0.4624,-1.5628
138,-0.5896,1.5248,-2.5734,1.8731,-1.0195,-0.4913,-2.0555,-0.8531,0.4665,-3.0353,-1.974,-2.0855,-2.6888,-0.4239,-1.1048,0.3088,-4.4896,-1.9389,0.1869,-1.3161,-0.5944,2.1481,-1.9828
139,-0.5119,-0.304,-1.3446,-1.9153,-0.379,-2.8847,3.1635,-0.2042,0.9401,-3.5672,-0.7427,2.0202,-2.6272,1.3575,-1.3526,-0.0096,0.6133,-1.9363,1.546,-1.551,-0.5187,0.0066,-0.9276
140,-0.5073,-0.4917,-3.1329,2.6449,-0.958,-0.861,-2.3791,0.7798,0.0474,-3.7632,-1.8741,-1.4459,-1.4196,-0.0131,-0.1863,-0.4574,-1.4676,-1.5673,2.4081,-1.8392,-1.2544,-0.4972,0.2433
141,-0.2617,-0.2129,-2.3805,-0.3374,-1.193,-2.5113,-2.925,-1.1215,-0.1355,-3.5394,-1.8261,-0.8402,-1.6718,-0.0099,-1.3883,0.1271,-3.3077,-2.2839,2.7674,-2.0542,-1.8653,-1.7645,1.2048
142,-0.6103,-0.3534,-1.2856,-0.5499,-2.1133,-0.9218,-2.949,0.6721,-1.2897,-2.8801,-2.422,-0.0132,0.2997,-1.7851,-1.2154,-0.5445,-4.6376,-1.6382,-1.1792,-1.5741,-0.1981,0.5727,-0.541
143,-0.9477,0.2477,-3.3367,-1.1549,0.3256,-3.9095,-1.2609,-0.524,1.1253,-1.584,-1.7592,-0.0977,-1.3493,0.0314,0.8253,0.2432,-1.9916,-1.9894,-0.2209,-1.7971,-1.3207,-0.5471,0.6908
144,-0.3257,-0.5834,-2.6773,0.3809,-1.6436,-0.7869,-1.5511,-0.8711,-0.1007,-3.8744,-1.8727,-1.119,-1.786,-0.255,-1.9239,-0.4316,-0.6305,-2.4278,2.3923,-1.6434,-1.527,-0.5885,-3.0034
145,-0.493,-0.6163,-1.6337,-2.6593,-2.7308,-1.5728,-2.8781,-1.1365,-0.4173,-3.705,-2.3146,-1.2683,-2.9454,-1.9478,-1.2022,0.4364,-2.809,-1.6836,0.811,-2.2482,-1.5402,-2.3569,-2.1812
146,-0.6734,-0.706,-0.7603,0.237,-2.1525,-2.3452,-0.8268,-1.0099,-0.2373,-3.2975,-1.1938,2.3242,-1.7681,-1.6679,-1.7131,-0.1513,-4.6897,-2.2878,-0.7174,-0.9669,-0.485,0.3605,-2.2439
147,0.4163,-0.5258,-2.7275,-0.7443,0.5704,-1.1592,-2.6994,-0.7136,0.8747,-2.3054,-1.8418,-1.4976,-1.2423,1.318,-0.255,0.6079,-0.8277,-1.3439,0.5472,-1.3247,-0.2762,-0.5637,-0.7827
148,-0.2764,-0.6119,-2.355,0.0519,-1.7422,-1.435,0.4818,-0.9485,-0.3019,-2.5211,-1.8123,-0.5824,-1.9065,-1.1522,-1.2127,0.3325,-2.0913,-1.8063,0.5184,-1.4921,-1.4462,-1.2834,-2.2104
149,-0.5701,0.0756,-1.7605,-0.9603,-0.5363,-2.2141,0.3284,-0.1991,-0.8174,-2.244,-2.2964,-0.6892,-1.7626,0.3641,0.3071,0.3846,-1.5081,-2.2575,0.0429,-1.4781,0.2532,-0.943,-1.7909
150,-1.1421,-0.5267,-0.4676,1.5537,-0.7279,-1.3091,-0.1761,-0.8932,0.5592,-3.5905,-2.105,-0.591,-2.4802,-0.3514,-1.7206,-0.1175,-4.6798,-2.3213,1.7389,-2.1257,-0.9118,2.2168,-1.2681
151,-0.2014,-0.3981,-3.2464,2.6454,-1.3265,-1.4495,-1.145,-0.1636,-0.5832,-2.5381,-1.4426,0.5102,-1.9063,0.7223,-0.5405,-3.2946,-1.0199,-1.7523,3.1068,-1.5523,-0.811,-1.5173,-1.3793
152,-0.9089,0.0085,-2.1469,-0.87,-2.0475,-2.5388,-0.7923,0.2961,0.1439,-2.1605,-1.4367,-0.6612,-1.7396,-1.5576,2.8949,0.194,-2.2249,-1.877,-0.1238,-1.9655,-0.1813,-0.6268,0.3543
153,-0.3709,-0.398,-3.7797,1.3364,-1.3599,-2.1182,-1.4987,-0.9177,-0.4341,-2.4758,-2.2005,-1.2488,-3.007,-0.267,-0.9403,-0.3303,-4.5633,-2.1829,2.1693,-1.4937,-0.6135,-1.4545,-2.0356
154,-0.8189,0.5269,-1.2301,1.1872,-1.001,-1.9,-2.0632,-0.3972,-0.3638,-1.7544,-1.4308,-1.3783,-1.0116,0.0193,-0.7237,-0.4573,-5.8716,-2.1639,2.4414,-2.624,1.0575,-0.1613,-1.5471
155,-0.8137,-0.1259,0.2003,-1.3678,0.7277,-0.497,0.5774,0.0868,0.6791,-2.1205,-1.9992,0.9431,-1.705,-0.1852,0.2838,0.4075,-1.4757,-1.8923,-0.1291,-1.7809,2.0231,-1.2917,-0.4382
156,-0.9773,-0.7038,-0.6808,0.7436,-1.4621,-2.4258,-3.3421,-1.6469,0.5243,-3.2802,-1.6829,-0.9625,-1.9511,-0.9663,0.4979,-1.6505,-0.7833,-1.6228,-0.3613,-0.8936,0.5012,-1.4732,-2.6875
157,-0.3049,-0.6844,-1.7605,-2.0554,-1.3889,-1.0355,-1.923,-0.9041,-0.2177,-3.7317,-2.7667,-0.6292,-2.5987,-1.454,1.2249,0.1233,-2.2768,-2.8567,1.1613,-1.499,-1.6742,0.6947,-2.5658
158,-0.3657,-0.2161,-3.1027,2.3712,-1.0777,-1.5464,-1.1286,-1.2553,-0.0994,-2.7776,-1.449,-0.4622,-3.1394,-0.11,-2.1513,0.0585,0.0301,-1.6703,3.0001,-1.1909,-1.7238,-0.5435,-1.5178
159,-0.4207,-0.6323,-2.8263,0.2756,-2.228,-1.2313,-2.8102,-1.3611,-2.0226,-3.5484,-1.5545,-1.4692,-1.7617,-1.4457,-0.4812,0.1,-4.9694,-1.8097,1.2885,-1.6699,-0.7574,-2.2394,-2.0995
160,-0.2674,-0.4621,-2.249,-0.9719,-2.4644,-0.6146,1.4136,-0.8255,-0.0086,-2.5842,-2.6576,-0.4245,-1.2922,-1.3317,-1.1443,-0.7817,-0.8344,-2.1733,-0.1735,-1.6214,-1.0539,-1.5169,-0.5812
161,-1.0309,-0.6381,-2.6524,2.3976,-0.8405,-1.3196,-0.2486,-1.169,0.328,-3.0175,-1.6934,-1.7398,-2.5961,0.219,1.1459,-0.3665,-1.0587,-1.6659,0.6239,-1.8329,-1.4037,-1.1307,-1.0736
162,-0.1353,-0.1707,-1.4589,2.6113,-1.8639,-1.2369,-1.0872,-0.9628,-0.0102,-2.6462,-0.2694,-0.5631,-1.4801,-0.2436,-0.7144,0.3281,-1.8198,-1.7573,1.9157,-1.6051,-1.1485,-0.9115,-1.1277
163,-0.2606,-0.542,-1.7413,-0.447,-0.8538,-1.0552,-0.4219,-0.8032,-0.2118,-3.5581,-1.755,-0.93,-2.1059,0.2762,-1.5327,0.4006,-2.0261,-1.8642,1.9951,-1.3176,-0.88,-0.7199,-1.2768
164,-0.9034,-0.7844,-4.8325,-0.3262,-1.3724,-1.8201,2.3817,-1.0112,-0.2216,-3.171,-1.6748,1.6059,-2.8229,0.7929,-0.8759,0.178,1.2437,-2.1098,0.2212,-2.1686,3.2687,-1.3489,-1.0221
165,-0.8608,-0.5211,-1.4894,2.7893,-1.7643,-0.6558,0.1265,-1.6049,0.378,-3.043,-2.1281,3.8405,-2.3207,-0.4878,-0.9067,0.1223,-1.5794,-2.2502,-0.2682,-1.3858,-0.9218,-1.2701,-0.1332
166,-0.9562,-0.8031,-3.9213,-0.8782,-2.4449,-1.961,-1.5603,-1.7751,-0.676,-4.0762,-1.1254,-1.5916,-2.1863,-0.7631,-2.0558,0.0841,-5.509,-2.2363,-0.155,-1.6483,0.1259,0.3245,-2.8915
167,-0.5146,-0.48,-2.4494,-0.36,-0.8791,-0.2908,-0.2906,0.07,-1.4273,-3.0804,-1.4616,-0.1999,-0.4764,-0.3454,-0.4921,-0.1699,-4.7894,-1.6326,2.6848,-1.3219,-0.952,-1.3109,-1.6403
168,1.1079,-0.4108,-0.4417,0.1179,-3.7245,-0.6805,0.2163,-1.0549,0.2268,-0.0629,-1.5784,-0.2904,-2.5098,0.4995,1.2254,0.2097,-0.9906,-1.7756,0.3483,-1.5298,-0.2108,-0.5211,-1.3377
169,-0.6332,-0.0173,-4.4798,2.4364,-2.3019,-2.1171,2.2284,-0.3493,-0.2508,-3.285,-2.2529,-1.4231,-1.1282,-1.9503,-0.0544,0.1247,-4.5762,-1.659,-0.5199,-1.4336,-0.1954,-0.9881,-1.6234
170,-0.7122,-0.5442,-2.5977,-1.6915,-1.5715,-1.0789,-2.0072,-0.7936,-0.6888,-3.6229,-1.7293,-1.1506,-2.2617,-0.5933,-0.8712,0.4243,-0.9463,-0.5303,2.0583,-1.8512,-1.4475,-2.1094,-2.1736
171,0.084,-0.188,-2.6849,-1.7496,-2.5461,-1.3097,-2.522,-0.9414,-0.9499,-2.9275,-2.1596,-0.1285,-1.8774,-1.5028,-2.0284,0.2009,-1.5007,-2.1854,2.771,-1.5778,0.4157,-1.5168,-2.136
172,-0.7842,-0.4921,-0.455,-0.092,-1.8611,-0.9395,-0.0273,0.62,-1.1969,-1.4909,-2.6906,-0.2654,-2.5692,-1.2046,0.4908,0.5011,-1.4527,-2.2273,-0.0317,-1.7495,0.5215,-1.5777,-0.5386
173,-0.6442,0.582,-2.648,-0.2112,-1.7621,-1.4345,-2.6853,-1.1378,0.1259,-2.4096,-1.8279,-0.5568,-2.2138,-1.148,-1.3859,0.5967,-2.4305,-2.0524,1.7551,-1.7512,-1.303,-1.2559,-1.9681
174,-0.2177,-0.3751,-2.8231,-1.3034,-2.1922,-2.6088,-0.958,-0.7562,-1.5181,-3.5823,-0.998,0.007,-2.4755,-2.1511,-1.9725,-0.4528,-3.4496,-1.067,1.6951,-1.5049,-0.9682,-1.5233,-2.2727
175,-0.7113,-0.4569,-2.1369,-2.0905,-2.9266,-2.0886,-2.7827,-1.1244,-1.2788,-3.7847,-3.0462,-0.6264,0.4939,-0.9016,-1.9039,0.1192,-1.7951,-2.0681,1.576,-1.5066,-2.3872,-1.1005,-2.3874
176,-0.2676,-0.3914,-0.7668,-2.3148,-1.9809,-0.9135,-3.0473,-1.1987,0.2415,0.1472,-2.1521,-0.6327,-1.5548,-1.1411,-1.0827,0.1623,-0.0333,-1.9706,-0.3589,-1.2585,-1.5061,-1.2429,-1.4977
177,-1.0282,-0.5839,-3.6488,-0.6761,-1.1353,-1.492,-2.3913,-1.2173,-0.7831,-3.148,-1.983,-1.1879,-2.1413,-0.405,-0.2525,0.1353,-1.9099,-1.6185,1.6148,-2.0972,-1.3533,-1.3893,-1.8507
178,-0.4815,-0.7539,-1.1609,-0.6737,-0.365,-0.8709,0.6091,-1.1382,-0.6972,-3.0622,-2.2579,-0.4113,-1.9208,0.3342,-2.4194,0.519,-4.9949,-1.9256,-0.3017,-1.6481,0.9099,-1.5448,-0.8346
179,-0.0978,-0.31,-2.7598,-2.8293,-2.8399,-0.9979,-3.1951,-1.2288,-0.5307,-2.5596,-1.5935,-0.8365,-2.0793,-0.9135,-0.944,0.1352,-2.3891,-1.5573,0.6139,-1.1134,-1.5784,-1.7109,-2.6046
180,-0.6448,-0.262,-2.5781,-3.138,-2.1875,-2.1892,-4.2818,-0.9239,-0.482,-2.8602,-1.8719,-1.0414,-1.7246,-1.0748,-1.4789,0.1567,-1.7111,-2.5086,1.0026,-1.397,-0.8715,-1.5534,-2.4204
181,-1.6225,-0.3483,-3.8558,1.1663,-1.5146,-1.0632,0.8337,-0.4614,1.0604,-2.6683,-1.7726,-1.3676,-2.0629,-0.5575,-0.5331,-0.2128,-5.7019,-2.2543,-0.2206,-2.1322,-1.7198,-1.1907,-1.7619
182,-0.5319,-0.6261,-3.4264,1.8847,-0.9198,-1.8492,-3.8748,-1.6085,-0.215,-4.3726,0.1259,-1.0244,-2.1326,-0.3619,-1.9089,0.0252,-5.2217,-2.1244,1.0974,-1.8303,-2.1263,-0.8721,-1.4687
183,-0.4412,-0.796,-1.9205,2.9362,-1.0805,-2.35,-0.1189,-1.4003,0.264,-2.489,-2.2212,-1.0098,-0.0781,-0.268,-0.1741,0.5661,-1.8399,-2.0945,2.1053,-1.735,-0.8919,-0.619,-2.0024
184,-0.5263,-0.6156,-0.9871,0.1627,-0.2391,-1.0925,1.1865,-0.4409,-0.4641,-0.0285,-1.5759,2.2427,-1.9599,-1.4513,-1.5998,0.2904,-4.6081,-1.5229,0.0471,-1.3309,-1.7224,-0.6187,-2.5932
185,0.3407,-0.1887,-2.0063,4.2575,0.4013,-1.2771,2.7793,-1.1968,0.1943,-3.5957,-1.4013,-0.2492,-2.248,1.4992,3.0477,-0.1731,-1.0644,-2.0591,2.3626,-2.1226,0.9227,1.7262,0.2318
186,0.1523,-0.564,-0.2264,1.0653,0.5841,-0.44,3.4898,0.9134,-0.3872,-0.2309,-2.2008,-0.1254,-2.2218,2.4421,0.32,-0.6608,-1.0578,-1.2655,2.6758,-2.1951,2.8034,-0.9162,-1.1193
187,-0.1026,-0.6915,-1.5993,1.6459,-0.0566,-2.3645,-1.2637,0.1918,-0.2832,-3.4272,-2.0572,-0.2864,-1.4207,-0.3654,-1.1949,0.1803,-1.8802,-1.7591,1.7694,-2.0196,-1.1919,-0.9535,-2.1545
188,-0.9901,-0.4765,-0.648,-0.2367,-0.694,-1.2211,3.3988,-0.4435,1.0415,0.3128,-1.9122,-0.0977,-0.7,1.3189,-0.1633,0.0492,-1.7632,-2.0814,-0.5992,-1.5087,-0.2053,0.0825,0.0054
189,-0.6036,-0.6271,-4.0641,-1.5645,-2.315,-1.4713,-2.2717,-1.1756,-1.3404,-2.678,-1.0409,-0.7467,-1.961,-1.3178,-2.4301,0.0036,-0.3762,-2.3553,1.3953,-2.0186,-1.961,-1.0054,-2.1215
190,-0.6948,-0.5892,-2.3998,-0.5437,-1.1783,-3.0648,-1.5194,0.2499,-0.3622,-3.0108,-1.6789,-0.9062,-2.2987,-0.4685,-1.8664,0.5322,-1.0696,-2.751,-0.6694,-1.3806,0.0944,-2.1186,-1.9788
191,-0.4528,-0.4078,-1.4991,0.2014,-0.7449,-0.7551,1.6101,0.0227,-0.1007,-2.8488,-2.1076,-0.8039,-0.5508,-0.5552,-0.9189,-0.5994,-2.1306,-1.8206,1.8952,0.3302,-2.3472,-1.5894,-1.1604
192,-0.4695,-0.2667,-2.9247,-1.5901,-1.1529,-1.7155,-0.9105,-0.6521,-0.421,-3.5006,-1.7959,-0.1289,-2.1715,-1.2434,-2.1221,-0.518,-5.0492,-2.132,1.4791,-1.6812,-0.4336,-0.7195,-2.2373
193,-0.4637,-0.4148,-3.64,-0.2339,-0.7672,-0.6001,-0.43,-1.0108,-0.0769,-3.3662,-2.5218,-0.5354,-2.2017,-0.1226,-1.294,0.5586,-1.2764,-1.9266,2.4445,-1.7541,-0.1493,-0.9006,-1.0166
194,-1.6355,-0.5096,-3.163,1.2051,-1.0763,-0.831,-3.3154,-0.7625,-0.4478,-2.7795,-2.4903,-1.2894,-1.0319,-0.061,-1.1075,-0.339,-3.8133,-2.1141,1.4364,-1.4934,0.0749,1.4901,-1.5974
195,0.1919,-0.3998,-3.8001,2.5147,-1.8952,-0.8238,-0.9656,-0.0346,1.0075,-1.9619,-1.8338,-0.5161,-3.29,-0.4417,-0.3335,-0.429,-1.2775,-1.8775,-0.2653,-1.4016,1.0072,-2.1935,-0.0822
196,-0.5556,-0.8124,-3.6181,0.5959,-1.2529,-1.7246,-2.7066,-0.9749,-0.1007,-2.504,-2.1657,-1.4018,-1.9141,-1.4646,-1.3195,0.175,-0.702,-1.8264,1.3471,-1.474,-0.7116,-1.5603,-1.3129
197,-0.786,-0.4451,-0.6427,0.3316,-1.4446,-0.7922,-0.7443,-0.0315,0.9062,-1.9426,-1.8095,-0.5916,-2.1883,-0.3718,-0.6935,0.7424,-2.1542,-2.0842,-1.0796,-2.0103,-0.6987,-1.0168,-1.8599
198,-0.5738,-0.8196,-2.033,-0.5512,-0.9908,-0.5967,-2.8008,-0.1153,-2.055,-2.7087,-1.109,-1.3098,-2.215,-0.7689,-2.2084,0.1302,-5.8849,-2.3314,1.4558,-1.2349,-1.1718,-1.1432,-2.0619
199,-0.8304,-0.3911,-3.3987,0.8041,-1.3302,-1.7608,-0.8064,-1.0597,-1.7795,-3.1013,-1.9081,-1.2411,-0.5844,-0.5585,-1.686,-0.4592,-4.2051,-1.86,0.8739,-1.6803,-1.1687,-2.5233,-3.3895
200,-0.8848,-0.4731,-2.9275,-2.3967,-1.9212,-0.4955,-3.8067,-1.3903,0.4061,-2.6473,-1.6034,-0.7662,-2.1502,-1.4197,-1.2227,-0.242,-4.7984,-1.9251,0.9452,-2.2288,-1.7661,-1.1694,-1.5023
201,-0.2434,-0.3805,-1.0758,-0.0016,-1.8158,-0.4393,-3.4146,-0.7961,-0.5387,-2.7088,-0.9087,-1.4931,-2.7891,-1.039,-0.6734,0.5482,-2.6309,-2.1148,2.7236,-1.5739,-0.9532,-0.449,-2.1389
