,A1E959,O60635,O95750,O95994,P00750,P01591,P08833,P14136,P14780,P19429,P19801,P21246,P43629,P52823,P55259,P60568,Q29980_Q29983,Q5JZY3,Q8IU54,Q96JP9,Q9P0M4,Q9Y265,Q9Y653
202,-0.6662,-0.5498,-3.9574,-0.0272,-0.7748,-1.9185,-2.9519,-0.6377,-0.3933,-3.2108,-1.3052,-0.6131,-2.1341,-0.0838,-1.9877,0.3281,-3.9924,-2.6182,2.6078,-2.1094,-1.9706,-1.4977,-2.4532
203,-0.5602,-0.1674,-1.3451,0.3525,-0.5345,-3.8439,2.7033,-0.3354,-0.2853,-2.3413,-2.4936,-0.5072,-2.6802,-0.9221,4.0274,0.7011,-3.2479,-1.7792,0.3449,-1.8517,1.1923,-0.6358,-2.691
204,-0.6695,-0.5747,-1.0605,-0.254,-1.61,-1.7783,-0.4235,-0.4408,-2.4948,-3.1532,-1.2128,0.4312,-0.35,-0.2801,-1.713,-0.4338,-2.1249,-1.242,2.1524,-1.6594,-0.5128,-0.9829,1.3561
205,-1.2375,-0.6316,-3.0027,-1.9396,-0.81,-1.0599,-3.9614,-1.6611,-0.3895,-2.7786,-2.4336,-1.0263,-1.2695,0.6007,-1.9656,0.5787,-0.591,-0.4206,1.0624,-1.645,-1.3018,-1.2682,-1.7102
206,-0.2533,-0.5231,-2.9596,0.7788,-1.2792,-1.1665,-3.0774,-0.699,-0.5807,-2.9943,-1.9258,-0.5553,-1.3737,-0.8075,-1.1185,0.377,-3.5277,-1.9046,0.6333,-1.4657,-0.6518,1.0772,-0.2482
207,-0.452,-0.562,-1.2603,4.0838,-0.2437,-1.2004,1.5726,-0.4811,-0.1038,-2.6347,-1.8114,-0.5437,-2.4524,0.8774,6.0037,-0.0959,-0.8489,-1.8024,3.1311,-1.9008,0.146,-0.9707,1.3828
208,-1.002,-0.8339,-4.3753,1.3806,-1.2449,-2.9537,-1.9752,-0.7525,-0.145,-2.4411,-2.6949,-1.1468,-2.0419,-0.2362,2.2262,0.2399,0.1795,-2.673,2.4901,-1.6791,-1.8198,-1.41,-1.6762
209,0.7377,-0.7159,-0.5935,0.5852,-1.3606,-1.802,-2.3757,-0.8904,-0.7594,-3.6464,-2.3124,-1.23,0.2299,-1.1716,0.4152,-0.058,-1.1591,-2.0433,3.0686,-1.3473,-1.6364,-0.496,-1.9502
210,-0.2502,-0.6415,-1.6381,0.5079,-1.0947,-1.669,-3.1132,-1.4545,-0.0204,-2.6642,-2.1517,-0.8318,-1.8215,0.1072,-0.8722,-0.027,-2.0859,-1.5161,2.1872,-2.3873,-1.1047,-0.9798,-1.3141
211,-0.824,-0.5845,-2.3744,-1.5361,-2.1916,-1.7171,-2.5269,-1.7148,-0.0919,-0.0782,-0.9901,-0.8878,-1.7679,1.1996,0.3339,0.0594,-1.7272,0.4132,0.0293,-1.6645,-1.5249,-0.8333,-2.0374
212,-0.9208,-0.595,-4.3674,2.5933,-0.1687,-1.0406,-3.1159,-1.0023,-0.2391,-3.1988,-2.3194,-0.1994,-2.0896,0.5521,-0.1436,0.0559,-1.1195,-1.766,2.8981,-1.6357,-0.2048,-0.3772,-1.5841
213,-0.388,-0.4744,-1.4988,-0.1735,-2.1068,-0.0174,0.6519,0.0635,-0.1614,-2.7781,-1.2621,-0.5522,-1.6095,-0.3198,-0.3392,-0.2729,-0.3731,-1.2979,1.907,-1.4466,1.0674,0.6023,-1.8495
214,-0.8701,-0.3995,-2.0932,-0.2426,-0.8768,-1.5035,-4.7316,-1.5555,-1.319,-3.9396,-2.9374,-2.022,-1.496,-0.9474,-1.9127,0.0912,-1.0611,-2.2728,2.1551,-1.7191,-1.8769,-0.6552,-2.3257
215,-0.1646,-0.2898,-2.7992,-1.9738,-2.2475,-1.8389,-2.1864,-1.1417,-1.6773,-3.4662,-1.8222,0.0296,-2.2788,-1.2171,-0.9349,0.0454,-2.6676,-1.9207,2.086,-1.1758,-1.7206,-1.0429,-2.1518
216,-0.5142,-0.431,-1.2917,-0.2994,-1.4441,-0.6293,-1.9531,-1.3092,-0.6573,-2.3473,-2.1552,-1.3945,-2.5814,-0.6925,-0.9349,0.3683,-4.9594,-0.3305,1.1049,-1.6537,-2.3948,-0.6289,-1.8051
217,0.8995,-0.2308,-2.5401,-2.7661,-1.5023,-0.963,2.1569,-0.8775,-1.1935,-3.089,-0.6493,-0.4406,-0.5525,-1.0519,-1.3226,0.5919,-4.653,-1.979,1.5912,3.38,-0.0627,-0.8023,-1.6532
218,-0.0239,-0.4885,-2.0854,-1.4687,-2.7315,-1.6498,-3.6474,-1.4984,-1.3137,-3.0874,-2.028,-1.5697,-1.5146,-1.4796,-2.609,-0.2458,-5.0123,-1.8775,1.7729,-1.8813,-1.3403,1.0045,-3.0713
219,-0.6679,-0.4121,-2.7836,-2.8447,-2.1561,-2.0829,2.6352,-0.821,-0.2839,-1.6118,-2.4294,-1.2405,-1.2076,-1.6213,-0.1068,0.2765,0.2841,-1.7992,-0.1782,-1.5387,-0.5984,-0.7139,-0.4295
220,-0.6819,-0.5011,-3.0333,-1.942,-0.7432,-1.2902,-0.017,-0.4761,-1.5642,5.1052,-2.3659,0.4989,-1.4948,-0.5163,-1.0168,-0.1211,-1.4044,-2.6432,0.2848,-1.5613,-2.973,-1.1788,-1.725
221,-0.877,-0.4679,-1.8746,-1.6846,-1.3642,-0.2993,-1.6932,0.0507,0.8903,-3.3676,-1.6465,-0.2784,-1.0581,-0.6588,1.2133,-0.0829,-0.627,-1.7043,-0.3808,-1.2815,-0.5366,0.0812,0.014
222,-0.1168,-0.2813,-1.1767,1.764,0.468,-0.3305,2.5095,0.3606,-0.1739,0.3506,-2.667,0.5374,-0.0335,1.8225,-0.869,0.4292,-1.9089,-1.5754,1.4501,-2.0356,0.6575,-0.5757,-0.0208
223,-0.4826,-0.2138,-1.3873,0.9482,-1.8849,-1.1472,-3.8096,-1.347,-0.4402,-0.8487,0.7935,-1.6357,-4.0076,-1.2969,-1.4903,-0.6121,-1.8066,-2.2503,2.8568,-1.5756,-0.7019,-1.3784,0.266
224,-0.6252,-0.6715,-2.5468,-0.4588,-1.4176,0.2462,0.2156,-0.1502,0.5194,-1.7369,-2.0923,0.6882,1.4016,0.2181,-0.8512,0.367,-0.1394,-1.5921,-0.8881,-1.6594,0.6627,4.0845,0.6285
225,-0.5725,-0.3136,-1.088,0.5369,-1.2873,-1.9397,-0.9566,-1.0638,-0.0411,-2.6226,-1.5486,-0.8353,-1.3703,-0.207,1.2416,0.3918,-5.0004,-2.2309,2.5654,-2.0034,-1.6607,0.3228,-1.7473
226,0.7611,-0.4264,-0.3537,4.1653,-0.8339,-0.3324,2.609,-0.0109,1.4211,-1.6417,-2.1197,-1.2491,-1.0518,1.85,1.4402,-0.1165,-3.7705,-1.6825,5.8376,-1.8844,2.1852,2.6187,-0.3393
227,-0.6874,-0.4343,-4.2556,0.8998,-0.9811,-1.5808,-0.6744,-0.8144,-0.9668,-2.5467,-1.6363,4.5131,-0.5227,-0.9173,1.7674,0.7373,-1.8077,-2.4184,-0.0121,-1.8535,0.5495,-0.916,-0.6117
228,-0.7826,-0.5479,-1.8803,0.0019,-1.3188,-1.1559,-1.774,-1.8699,-0.1213,-2.8274,-1.434,-0.9178,-2.0407,0.015,-1.3909,0.1641,-4.1624,-2.218,1.0133,-1.7614,-1.9041,-1.1932,-0.3792
229,-0.7021,-0.5404,0.0624,-0.4898,0.5147,-0.6537,3.8243,-0.4767,1.6126,1.4702,-1.6305,0.4727,-1.9842,4.8475,-1.9408,-0.219,-1.079,-1.6257,-0.8053,-1.8182,2.0649,-0.7351,-1.3295
230,-0.8658,2.5645,-2.9506,0.2485,-1.1725,-1.4812,-0.968,0.0161,-1.1462,-2.3409,-1.9895,0.0757,-2.3328,0.1138,0.4009,-0.1625,-0.4661,-1.6678,0.6118,-1.6095,-0.9737,-1.298,0.3587
231,-0.7216,-0.5546,-3.0744,3.9647,-2.3314,-1.9155,-0.9322,-0.1819,-0.8831,-3.5048,-2.1631,-0.6364,-3.2453,-1.2688,0.7611,-0.3039,-1.5608,-2.5194,-0.2257,-1.6739,-0.9284,-0.6927,-0.9199
232,0.8823,-0.8264,-3.678,0.3024,-1.0792,-0.4449,-1.9092,-0.8314,-0.0532,-3.8091,-2.0071,-0.8467,-1.1347,0.0791,-0.804,0.1204,-1.2729,-2.3405,2.2669,-1.7848,-1.5299,-0.4844,-1.5679
233,-0.8257,-0.4053,-2.7079,-0.0885,-0.7431,-0.1912,-2.2348,0.2124,-0.4574,1.0175,-1.5041,-1.3564,-1.5402,-0.1659,1.6618,0.0276,-5.6449,-2.1029,1.628,-1.9252,-1.9186,-1.0145,-1.9356
234,-0.7972,-0.1656,-3.3655,-1.0516,-1.731,-2.2044,-2.2783,-0.7276,-1.4124,-3.2377,-1.7163,-0.6322,-1.8895,-1.5571,0.6538,-0.8194,-2.33,-1.7452,1.1903,-1.4996,-0.909,-1.0403,-2.3302
235,-0.5004,0.0985,-3.2179,1.3507,0.7195,-0.0149,-0.0391,-1.0886,0.9778,-2.9179,-2.1293,-0.63,-1.9614,-1.2983,-1.035,0.395,-0.2762,-2.1164,0.936,-1.5563,-1.5282,0.4048,-1.4815
236,0.725,2.5832,-0.4429,4.2493,-0.4082,0.2298,1.6913,0.3109,0.6065,0.3368,-2.4899,-0.1255,-0.7712,2.725,1.9989,0.5131,-4.6926,-1.5737,2.2767,-0.271,0.452,0.5276,-0.666
237,-0.5438,-0.439,-2.9658,-7.3658,-1.2503,-1.4465,-1.5824,-0.8605,-0.4941,-2.4148,-1.5388,-1.0105,-2.2626,-0.2255,-1.4486,0.1276,-1.3165,-1.4087,1.1609,-2.0438,-2.1372,0.2908,-1.3697
238,-0.3911,-0.6015,-2.3558,0.5062,-0.2817,-0.6255,-1.8141,0.0784,0.4173,-2.2551,-1.1716,-0.2471,-1.0727,-1.1252,-1.5968,0.416,-4.5901,-2.1556,0.2902,-1.8395,-0.095,-1.4156,-0.0376
239,-0.5831,-0.4727,-2.8621,0.7419,-1.2879,-1.942,-3.6446,-2.0368,0.0665,-2.132,-0.3273,-0.5995,-0.6445,-0.1943,0.8123,0.2914,-1.7396,-1.7071,2.6219,-1.7648,-0.2284,8.9199,-2.1102
240,-0.7643,-0.1342,-2.1799,-2.5361,-3.0033,-1.1363,-3.1896,-1.6885,-1.4999,-3.2733,-1.4772,-0.1002,-1.4045,-0.6939,-0.9905,0.0865,-1.7001,-1.8098,1.8009,-1.6799,-0.6727,-1.7736,-2.4452
241,-0.7661,-0.7449,-3.6226,-1.4912,-1.9052,-1.0668,-0.7969,-0.4354,-0.0898,-3.3902,-0.2464,-0.6093,-2.9338,-0.3747,-1.2203,-0.0856,-3.8845,-1.7564,2.9069,-1.8927,0.1474,-1.0038,-2.4727
242,-0.6538,-0.6592,-2.5488,2.8759,0.3401,0.5096,1.7304,0.0086,0.6802,-2.5673,-1.2027,-0.557,-1.5707,1.1762,-0.0762,0.4438,-0.2479,-1.706,1.3727,-1.5636,-0.8709,-0.3278,1.5284
243,-1.21,1.3307,-2.9645,3.2539,-0.6932,-2.0431,0.1968,-0.2354,1.321,-0.811,-2.0447,-0.6041,-2.0713,-0.5926,2.7181,0.0647,-4.1917,-2.2399,1.1551,-1.8714,-2.0206,-0.9013,-1.28
244,-0.831,-0.4372,-2.4685,3.208,-0.9605,-0.8012,-1.4535,-0.4347,1.7533,-2.6305,-2.0776,-0.7385,-1.9187,1.1418,-0.1737,0.6179,-1.3297,-1.0552,-0.3174,-1.5299,-1.6124,-0.2184,-1.2362
245,-0.7635,-0.5534,-3.0424,-1.0739,-0.8952,-1.2473,-1.4303,-0.8332,2.0841,-0.0568,-1.813,-0.7427,-1.8188,-0.3912,-0.6017,-0.4536,-1.6017,-1.652,3.5619,-1.2157,-0.4176,-1.0273,-1.3727
246,-0.5552,-0.7799,-3.2217,0.3268,-0.9838,-0.8157,-0.4202,0.9013,0.6081,-2.608,-2.1843,-0.5533,-2.2879,0.2014,-0.3556,-0.6023,-0.8677,-2.1426,2.1647,-1.7909,0.9284,-0.7223,-1.4503
247,-1.1886,-0.165,-1.3683,1.175,-1.4075,-1.5284,-1.6966,-0.4319,-0.323,-2.6335,-2.4362,-1.3918,-2.2983,-0.8741,-0.2372,-0.161,-1.0847,-1.6827,1.5431,-1.3332,-0.0481,-2.1159,-1.4376
248,-1.3705,-0.5012,-3.8367,-2.5217,-1.8722,-0.7698,0.3122,-0.6106,-0.116,-2.1697,-2.3114,-1.6883,-1.8758,-0.322,-1.7346,0.092,-0.4199,-1.5704,-1.8496,-1.8293,-0.7045,-0.3059,-0.9607
249,-0.5596,-0.1674,-3.5799,3.8941,0.6436,-0.7623,4.6327,-1.9582,0.4022,-0.8629,-1.1427,-0.7682,-2.4747,3.0223,1.8237,0.4735,-0.633,-2.3339,3.5385,-2.5614,-0.4167,-0.9127,0.7917
250,-0.6442,-0.843,-2.0386,0.9331,-1.2098,-1.2426,-1.5511,-1.5802,-1.47,-2.8918,-1.867,-0.8327,-2.1829,-1.595,-0.9601,-0.4203,-2.3571,-1.8503,2.3826,-1.5742,0.2613,-1.2871,-2.683
251,-0.9944,0.329,-1.56,-2.261,-1.0629,-1.8265,-0.7355,-0.622,0.1453,-2.4601,-1.5157,-0.9609,-2.0101,-1.3351,-0.0516,-0.2567,-2.5409,-1.9161,-0.7229,-1.2689,-1.8177,-1.8681,-0.9196
252,-0.2041,-0.5403,-2.2364,-0.5707,-1.1822,-1.9905,-2.5369,-0.6082,-1.0858,-3.1402,-1.2358,-0.2409,-2.0013,-1.146,-1.9024,-0.2975,-1.7595,0.3804,-0.0977,-1.5508,-0.7994,-1.3418,-0.8382
253,-0.5224,-0.3982,-2.484,4.6355,-1.7508,-0.496,1.0442,-0.4913,0.2039,-2.5737,-1.9722,-0.5507,-2.1642,0.7578,-1.5352,0.2708,-0.9887,-1.8312,2.5581,1.3422,-0.1961,-0.0126,-1.3867
254,-0.861,0.1711,-3.0959,3.6829,-1.9804,-0.4849,2.1096,-1.5474,-0.0427,-2.6754,-2.8604,-0.6321,-2.1952,-0.4037,-0.5491,0.6092,-4.546,-1.2717,1.7707,-1.6107,-1.8355,2.1905,-0.3358
255,-0.143,-0.4079,-1.7509,-0.2053,-0.5182,-0.7101,2.0131,0.0641,0.4723,-1.5382,-1.7357,-0.2971,-1.5462,-0.292,0.782,0.1833,-0.2721,-1.2635,-0.2147,-1.7809,-0.522,-0.057,-0.8892
256,-0.6469,-0.4426,-1.9067,-0.1439,-0.7444,1.6996,1.0716,1.1843,0.656,-2.2259,-1.9918,-0.5286,-1.4626,0.9662,1.5133,0.2626,-2.0772,-1.5558,1.4482,-1.8934,0.6449,-0.769,-1.4814
257,-0.4243,-0.2002,-0.6663,1.9162,0.157,-0.1266,0.6475,3.2035,-0.2811,0.2696,-2.2804,1.4769,-0.8138,2.6497,2.1509,0.5957,-4.297,-1.6356,0.7849,-1.9301,0.9179,-2.4654,0.3014
258,-0.6683,-0.639,-2.2683,2.107,-1.0758,-1.1127,-3.7066,-0.5045,-0.5268,-2.6306,-1.1903,-0.6821,-1.4784,-0.2982,-1.1021,0.6233,-5.163,-2.4917,2.357,-1.5134,-1.1212,-0.9939,-1.6773
259,-0.8338,6.8982,-1.7404,0.5358,-0.8958,-2.6697,0.1372,-0.3588,0.0916,-1.6081,-1.9933,-0.7102,-1.1476,0.5266,1.2085,0.0464,-1.4861,-2.5824,2.5476,-2.2248,-0.3957,0.6211,-0.0211
260,-0.5528,-0.4767,-3.177,0.5945,-0.5249,-1.9772,0.1426,-0.3863,-0.6079,-2.2416,-1.7148,-0.1813,-1.7354,-0.2943,-0.939,-0.4521,-0.5989,-2.4746,1.1111,-1.1679,-1.6236,-1.1706,-1.6413
261,-0.5847,-0.6979,-2.9954,-2.3515,-1.4821,-2.5055,-1.0768,-0.9641,-0.5502,-3.3289,-2.0539,-0.4431,-0.7071,-1.1821,-0.8217,-0.5927,-1.6915,-2.041,2.3958,-2.1044,-1.3773,-1.4863,-2.59
262,-0.5916,-0.5469,-1.5669,-2.3363,-3.3479,-1.4282,-0.919,-1.3532,-0.0169,-4.3396,-1.9323,-1.2435,-2.2037,-2.4139,-2.3699,-1.1529,-1.4594,-2.3565,-0.9047,-1.7316,-0.7971,-1.8057,-2.5395
263,-0.991,-0.1739,-1.0563,1.851,-0.4802,-0.1256,-0.1671,-0.1035,-0.1471,-2.1758,-1.5839,0.1384,-1.3384,-1.4115,-0.9989,0.0145,-0.62,-1.5703,0.2235,-1.7892,-0.4166,-0.6435,-1.2562
264,-1.2725,-0.2912,-2.2268,3.6824,-0.5667,-3.6742,1.4541,0.4032,0.7397,-1.306,-1.731,-0.3605,-1.1132,0.3554,0.2681,0.19,-1.4252,-2.0798,2.8445,-1.837,-0.9749,0.3787,-0.9806
265,-0.9681,-0.6262,-2.7303,1.2756,-1.3233,-1.4537,-0.9862,-1.0501,0.1784,-3.3393,-1.4143,-1.103,-2.1318,-0.577,-0.7369,0.0282,-0.4104,-2.1929,0.6061,-2.0629,-0.9649,-0.0616,-1.8882
266,-0.563,-0.3858,-2.6592,-0.0732,-2.7121,-1.4794,-0.3525,-0.1924,-0.8945,-2.6623,-2.3228,-0.5315,-1.0924,-1.1682,-0.1907,0.2664,-5.0404,-2.3805,1.7018,-1.4926,-0.6773,-0.3313,-2.182
267,-0.7587,-0.4084,-2.7012,3.8719,-1.0495,-1.3003,1.0082,0.2597,-0.2767,-2.8587,-1.513,-1.1682,-1.626,-0.8643,-0.7132,0.4953,-1.2812,-0.0933,1.1259,-1.9723,-1.8825,-0.4892,-1.8288
268,-0.836,-0.6894,-2.6467,-0.1983,-1.6734,-2.2974,-1.2352,-1.1815,0.6575,-1.7306,-1.4702,-0.9569,-2.7059,0.2154,-0.6754,0.0861,-5.0512,-1.6194,0.8752,-1.6554,-1.0684,-0.0954,-2.1164
269,-0.6368,-0.5712,-3.2772,-0.348,-1.037,-0.8675,-2.9999,-0.3481,0.5101,-3.2044,-1.9281,-0.959,-1.8161,0.2312,0.1305,0.0149,-2.6188,1.0129,1.8217,-1.6849,-1.0475,1.2277,-1.6649
270,-0.2593,-0.3759,-3.6389,0.8283,0.238,-0.063,-1.4135,-0.6504,1.8734,-1.1579,-2.1025,-0.3051,-0.827,0.2213,0.0172,0.7174,-1.3708,-2.2315,2.1084,-1.8385,-1.2686,-0.0738,-1.0788
271,-0.0372,-0.5167,-3.3358,-1.2624,-2.4556,-1.4997,0.6179,-1.582,-0.2001,-2.6518,-1.3068,-1.1169,-3.7205,1.017,-1.2349,0.5873,-0.1935,-2.3179,-0.7129,-1.4351,5.2428,-1.1445,0.641
272,-0.4213,-0.3792,-3.0171,-3.2352,-1.787,-1.6681,1.1059,-1.565,-1.5761,-3.5773,-1.29,-0.9536,-2.6281,-1.4633,-2.631,-0.4356,-2.2193,-1.7514,2.4462,-1.6648,-0.9808,-1.4177,-2.9659
273,-1.0101,0.8684,-3.1989,3.365,-0.8831,-1.0616,2.7295,-0.5791,0.3124,-1.8981,-2.2223,-1.407,-2.1274,1.3804,-0.429,-0.0873,-0.3374,-0.8906,1.3854,-2.1853,-1.2762,-1.6826,-2.042
274,-0.5482,-0.3458,-0.9659,2.0743,-0.9811,-1.9022,-0.1535,0.1148,-0.3138,-2.4504,-2.2341,-0.4054,-1.6245,-0.5443,-0.2656,-0.0981,-1.132,-1.5672,2.2515,-1.8708,1.027,-0.784,-0.623
275,-0.2655,-0.3347,-2.5938,0.0888,-0.5854,-1.9691,-1.6841,-0.4094,-0.5127,-2.4063,-2.4819,-0.1113,-2.0396,-0.4043,-0.6307,0.1719,-0.9337,-1.8803,0.509,-1.5179,-1.8045,-1.0854,-1.2257
276,-0.4341,-0.5445,-1.0563,-0.9825,-1.16,-1.599,-1.6818,-0.9785,-0.8485,-2.4279,-1.5356,-1.0044,-2.3807,-1.1523,-2.1068,0.1639,-6.9017,-2.3768,-0.7053,-1.5013,-1.9705,2.0291,0.2556
277,-0.523,-0.4362,-2.4026,-0.0345,-0.8461,-2.226,-3.1369,-1.7963,0.1883,-3.0093,-1.7453,-1.103,-3.0622,0.1105,-1.9259,-0.2674,-1.3502,-1.5965,3.0238,-1.2617,-0.9486,-2.2366,-1.9615
278,-1.4061,-0.5202,-2.9153,-1.7998,-2.9564,-1.6053,-2.5137,-1.2423,-0.2707,-3.3701,-1.4276,-0.7045,-3.1682,-1.0771,-1.6704,-0.1319,-3.3251,-1.8724,1.6623,-2.2972,-1.1831,-0.6861,-1.8903
279,-0.6784,-0.2841,-0.6402,-0.7811,-0.6673,-0.5659,-0.6022,-0.9795,-0.6529,-2.5622,-1.806,-0.4925,-2.1088,-0.9144,3.0019,-0.7178,-0.2833,-1.8643,0.3163,-1.7734,-0.7536,-1.3096,-1.5284
280,0.1626,-0.42,-3.6321,1.6329,-1.2806,-2.4217,-1.3096,-0.2105,-1.3234,-2.4805,-2.0417,-1.378,-1.2313,0.4446,-1.4289,0.3167,-2.3824,-1.5114,3.2536,-1.3076,-2.2363,-1.2139,-1.0064
281,-0.4775,-0.7117,-1.9933,2.2663,-0.4157,-0.9031,-0.3796,-0.7096,-0.1331,-3.0319,-2.4144,0.4749,-3.0546,0.4536,-2.297,-0.8285,-4.3015,-1.4112,3.8003,-1.653,-1.3892,-0.654,0.9456
282,-0.5579,0.0733,-1.3129,-0.0155,0.0507,-1.0874,0.3608,0.4527,-0.7166,-1.8301,-1.9082,1.4713,-3.6496,0.1676,0.9806,-0.4201,-1.0844,-2.0115,2.9746,-1.8207,-0.9124,-0.9548,1.9186
283,-0.7816,-0.6361,-3.0433,-2.8287,-1.4618,-0.9368,-1.9883,-0.8989,0.3822,-3.2899,-1.589,-1.0732,-1.6245,-0.0779,-1.372,-0.5518,-0.3786,-2.1287,-0.3306,-1.6152,1.6805,-0.4012,-0.7999
284,-0.6753,-0.4396,-1.6055,-1.6623,-0.7798,-1.719,-1.4758,-0.9824,-1.1125,-2.4011,-2.4009,0.0331,-2.3496,-1.1465,-2.0804,-0.2949,-0.5897,-0.7845,-0.0293,-1.8238,-1.8455,0.1175,-1.6067
285,0.1719,-0.8635,-1.4875,-1.2484,-1.6056,-1.7738,1.1584,0.2623,0.0434,-1.2063,-1.4127,-0.4487,-2.2844,-1.3392,-0.7965,-0.8331,-2.6077,-1.6575,1.7253,-1.6701,-1.8469,-1.2563,-1.7769
286,-1.1138,-0.5786,-1.9172,2.0299,-0.7962,-1.6706,-0.2403,0.1511,0.685,-2.632,-1.706,-1.4066,-2.5317,-1.0559,-1.8628,0.1381,-0.4853,-2.3388,0.4909,-1.919,-1.2494,-1.1177,0.0735
287,-0.5429,-0.6472,-1.9557,0.2843,-1.0509,-1.7836,-1.1685,-1.3855,0.5021,-3.8421,-2.3413,-1.1898,-2.3299,-0.532,-1.6582,-0.0119,-1.9376,-2.462,0.9426,-1.4723,-0.7069,-1.6149,-1.4617
288,-0.8188,-0.676,-2.8063,-1.0137,-0.8264,-1.2734,-2.6678,-1.3203,-0.6881,-2.6639,-1.999,0.5662,-1.2329,-1.0062,-2.4216,-1.8052,-0.9022,-2.4894,3.7558,-1.7053,-1.5811,-0.1206,-1.9708
289,-0.2713,-0.3121,-0.7157,2.0083,-2.667,-0.0869,2.649,-0.7904,1.1656,4.1672,-2.2307,-0.4419,-3.7235,-0.538,-0.4733,0.3564,-2.8884,-2.4885,-0.4447,-1.9121,-1.152,-1.3842,-2.5807
290,-0.6594,-0.4578,-2.2127,1.3577,-0.2834,-3.4038,0.5349,-0.0877,-0.1499,-2.5152,-1.2096,-0.221,-2.2711,-0.0854,-1.2557,0.269,-2.1083,-1.9376,1.8404,-1.751,-2.0257,-0.1707,-1.3954
291,-0.3259,-0.4138,-0.0461,3.3324,-0.1271,-0.3692,-2.5961,-1.3465,-0.246,-2.8877,-1.875,-1.645,-3.0246,-0.3551,-0.5979,0.4265,0.0844,-2.1628,0.3884,-1.5349,-0.96,0.6097,-1.7137
292,-0.7462,-0.6892,-2.3154,-4.4628,-2.247,-1.5488,-0.9933,-0.9906,-0.5139,-3.3497,-1.4278,-1.2802,-1.2664,-0.9493,-1.6455,-0.236,-0.8641,-2.4237,0.109,-2.0011,0.77,-1.7203,-2.2534
293,-0.8794,-0.3626,-0.8216,-0.0302,-1.473,-1.0406,-2.3903,-0.3812,-0.6547,-3.8112,-1.9179,-0.1937,-2.2744,-1.0269,-0.8771,0.1443,-1.4265,-2.1852,1.8956,-1.4486,-1.7072,-1.7966,-1.9853
294,-0.6802,-0.5965,-3.1597,-2.3592,-1.126,-1.2942,-2.0067,-1.6829,-0.5211,-2.6256,-2.1672,-1.3711,-2.1706,-1.4356,-1.5593,0.2192,-5.2133,-1.9677,1.2698,-1.5234,-2.1149,-0.7697,-2.2718
295,-0.0075,1.3244,-0.9278,1.6302,-0.9995,-0.5417,0.4409,0.0326,0.1365,-1.8268,-1.7636,1.0138,-2.448,-0.251,-0.91,0.5778,-1.9816,-2.4832,3.1387,-1.2908,1.4212,0.8972,-0.2377
296,0.3086,-0.5311,-1.7862,1.2114,-0.2956,-0.3424,0.2596,-0.6654,-0.1275,-0.8565,-2.0519,0.6649,-2.1982,0.7121,0.2987,0.2766,-5.1538,-2.101,3.1851,-1.6363,-1.2606,-0.427,-1.2168
297,0.4478,0.1849,-1.9331,-0.0213,-1.3379,-3.4115,-0.7251,0.5595,-0.2642,-2.8973,-0.1679,-0.6202,-0.626,-1.4749,0.2963,0.0833,-1.9956,-2.5534,1.46,-1.7611,-0.095,-0.2728,-2.0489
298,-0.8324,-0.5367,-2.396,-1.3887,-4.2591,-1.8592,-4.2119,-0.8873,0.9692,-4.0949,-1.28,-1.4796,-2.0418,-1.2059,-0.8368,0.4234,-1.5605,-2.0139,-0.8884,-1.4808,-0.7367,-0.9686,-2.3928
299,-0.6737,-0.2992,-1.7363,3.9026,-0.1225,-0.5226,-0.7938,0.035,0.95,-2.9733,-0.9173,-0.8921,-2.247,-0.3943,-0.9185,-0.1409,-1.3846,-2.407,1.4619,-1.7612,-0.6777,-1.8989,-0.1327
300,-0.6394,0.2499,-0.3229,-0.0662,-1.5625,-1.6313,-1.6961,-0.2783,-1.256,-4.2842,0.0421,-0.8572,-1.1475,-0.7358,-0.3089,-0.3839,-1.319,-1.6211,2.5219,-1.5361,-1.728,-2.0252,-1.3289
301,-0.2387,1.0006,-1.6491,0.7636,-0.3956,-1.2913,0.916,-0.8727,-0.2394,-2.797,-3.3743,-0.7167,-0.6296,0.2492,-0.7648,0.012,-1.2638,-2.2343,2.2736,-1.9267,-1.293,-1.189,-1.5457
302,-0.4897,1.2467,-1.9295,4.094,-0.1865,-1.147,0.6942,-0.5701,1.3627,0.7359,0.2019,-0.9491,0.1118,0.6477,1.7489,0.1033,0.84,-1.5225,-0.1231,-2.051,1.0042,-1.2056,0.7337
303,-0.395,-0.612,-1.283,-2.937,-0.9457,-1.3459,2.0861,1.0051,-0.5458,-0.6645,-2.0115,0.14,-2.3568,0.0309,-0.7026,0.4567,-0.7012,1.5769,1.7407,-1.4936,4.271,0.7545,-1.1411
304,-0.4562,5.2078,-1.9374,-0.2789,-0.9882,-0.515,2.0738,-0.6312,-0.1764,-1.901,-1.9192,-0.5881,-0.0044,-0.0671,1.4209,-0.0895,-2.1478,-1.9357,1.8348,-1.58,1.0018,3.2193,1.2965
305,-0.5658,-0.6776,-0.0185,1.1569,-1.0409,0.821,1.2613,-0.6438,0.7518,-2.6234,-1.7469,-2.1198,-2.6728,-0.3764,-0.317,0.7853,-0.5988,-1.4938,-0.4678,-1.5074,-0.7777,-1.7257,0.1129
