,A1E959,O00626,O14793,O43895,O60240,O60635,O95994,P01591,P05783,P07585,P08727,P10721,P14136,P14210,P18627,P19429,P24387,P29017,P35225,P42785,P43629,P51531,P52823,P55259,Q8IU54,Q8TD06,Q92820,Q969V3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NZV1,Q9P0M4,Q9UGM5,Q9UHF4,Q9Y3P8,Q9Y653
248,-1.3705,0.4178,-2.7603,-4.643,-0.0318,-0.5012,-2.5217,-0.7698,-2.1291,-2.0581,-1.1925,-2.6454,-0.6106,0.0692,-1.5193,-2.1697,-1.8996,-2.608,-0.0326,-1.3417,-1.8758,-0.0863,-0.322,-1.7346,-1.8496,0.1488,-1.3868,-0.1438,-1.8293,-2.8825,0.3975,-1.2073,-1.36,-0.7045,-3.1597,-0.7426,1.0539,-0.9607
249,-0.5596,-0.7712,-1.652,-2.4,0.4433,-0.1674,3.8941,-0.7623,1.4428,-0.9147,4.3201,-1.4489,-1.9582,0.0126,0.4157,-0.8629,-1.7402,-1.8846,-0.7065,-1.1875,-2.4747,0.5252,3.0223,1.8237,3.5385,2.4959,-0.2183,-0.2232,-2.5614,-1.9756,-0.0353,-1.3979,-0.1708,-0.4167,-1.8436,-0.4908,0.9413,0.7917
250,-0.6442,-1.172,-2.9891,-3.8657,-0.5153,-0.843,0.9331,-1.2426,-1.1827,-2.2792,-0.9551,-2.3452,-1.5802,-1.7856,0.03,-2.8918,-2.4034,-2.2563,-0.6585,-1.7774,-2.1829,-0.2592,-1.595,-0.9601,2.3826,-0.3601,-0.7428,-0.0211,-1.5742,-2.2768,-0.3679,-0.9903,-1.5412,0.2613,-1.1929,-1.5134,0.8161,-2.683
251,-0.9944,-1.1335,-2.1029,-1.5811,1.3216,0.329,-2.261,-1.8265,-2.5173,-2.0816,-2.2481,-2.6119,-0.622,-1.523,-1.9511,-2.4601,-2.3471,-2.2995,-0.5944,-2.133,-2.0101,0.262,-1.3351,-0.0516,-0.7229,-0.8616,-2.1233,-0.3117,-1.2689,-2.3701,0.0459,-0.5321,-1.6393,-1.8177,-3.2184,-0.1282,0.3511,-0.9196
252,-0.2041,-0.7247,-2.4573,-3.4064,-0.2063,-0.5403,-0.5707,-1.9905,-2.5505,-1.4421,-0.3987,-2.6883,-0.6082,-1.3471,-0.479,-3.1402,-2.9984,-2.3912,-0.2285,-2.0852,-2.0013,0.9739,-1.146,-1.9024,-0.0977,-0.8109,-1.2758,-0.25,-1.5508,-1.7387,0.5144,-0.6648,-1.2807,-0.7994,-1.6698,-0.4232,1.7624,-0.8382
253,-0.5224,-2.2817,-2.7986,-1.9884,-0.405,-0.3982,4.6355,-0.496,2.163,-1.9859,4.8389,-2.9739,-0.4913,-0.3811,0.4336,-2.5737,-1.7171,-2.8115,-0.2214,-1.4108,-2.1642,0.7299,0.7578,-1.5352,2.5581,-0.941,-0.9909,-0.6079,1.3422,-1.7704,0.3035,0.1216,-1.1493,-0.1961,-2.1951,-0.4971,1.22,-1.3867
254,-0.861,-1.166,-2.1664,-4.1643,-0.4721,0.1711,3.6829,-0.4849,0.8366,-1.7059,3.262,-2.7244,-1.5474,-0.3692,-0.1051,-2.6754,-1.8495,-2.9671,-0.4428,-2.3746,-2.1952,-0.6577,-0.4037,-0.5491,1.7707,-1.9158,-1.1595,-0.074,-1.6107,-1.649,0.3798,-1.307,-0.8786,-1.8355,-3.1318,0.1551,0.0461,-0.3358
255,-0.143,-1.1948,-2.5948,-2.4516,2.5965,-0.4079,-0.2053,-0.7101,-0.9885,-1.006,-0.5266,-2.5511,0.0641,0.4775,-0.1334,-1.5382,-2.0325,-2.8939,-0.4277,-2.0974,-1.5462,-0.2346,-0.292,0.782,-0.2147,-0.7687,-1.9173,1.0009,-1.7809,-2.6859,-0.3031,-1.2215,-0.1503,-0.522,-2.2702,-0.4227,1.3558,-0.8892
256,-0.6469,-2.0765,-2.9318,-4.7307,0.0616,-0.4426,-0.1439,1.6996,-1.6211,-1.144,0.9168,-2.8288,1.1843,-1.0281,-1.449,-2.2259,-2.7104,-3.1895,-0.376,-3.1237,-1.4626,-0.5547,0.9662,1.5133,1.4482,0.542,-2.906,-0.0674,-1.8934,-3.2189,-0.2105,-0.327,-1.71,0.6449,-3.1559,-0.7307,-0.4657,-1.4814
257,-0.4243,-1.0251,-3.6529,-2.8955,2.8984,-0.2002,1.9162,-0.1266,0.7937,1.4063,2.5641,-3.2527,3.2035,0.5796,0.6889,0.2696,-2.0945,-3.1221,-0.7215,-2.1784,-0.8138,-0.0047,2.6497,2.1509,0.7849,-0.8759,-2.0863,0.4958,-1.9301,-2.5819,-0.0202,0.413,0.4178,0.9179,-3.7555,-0.4612,0.1902,0.3014
258,-0.6683,-1.1471,-1.5295,-2.0625,-0.3472,-0.639,2.107,-1.1127,-0.6286,-1.5039,1.4685,-2.2022,-0.5045,-1.2943,-0.1105,-2.6306,-2.007,-2.4214,-0.1821,-1.7344,-1.4784,0.387,-0.2982,-1.1021,2.357,-0.2399,-0.3242,-0.6113,-1.5134,-2.3673,0.5322,-0.193,-1.2826,-1.1212,-1.2501,-0.7174,0.1722,-1.6773
259,-0.8338,-0.72,-2.2776,-2.6371,0.9831,6.8982,0.5358,-2.6697,-0.5468,-0.2906,1.8321,-2.6377,-0.3588,-0.5282,0.0154,-1.6081,-2.261,-2.6198,-0.3764,-2.0018,-1.1476,0.0616,0.5266,1.2085,2.5476,1.8339,-0.1853,-0.4125,-2.2248,-2.4742,-0.3331,-0.7389,-0.8354,-0.3957,-2.8872,-1.0666,0.4884,-0.0211
260,-0.5528,-0.7036,-3.4236,-3.5955,0.0734,-0.4767,0.5945,-1.9772,0.47,-0.7283,0.1588,-3.2201,-0.3863,-1.5358,-0.2822,-2.2416,-2.2908,-2.8461,-0.746,-2.3461,-1.7354,-0.5943,-0.2943,-0.939,1.1111,0.0844,-1.2967,-0.5522,-1.1679,-2.0817,-0.751,-0.7987,-0.502,-1.6236,-2.6147,-1.3466,1.1901,-1.6413
261,-0.5847,0.0189,-2.0477,-3.452,-0.1946,-0.6979,-2.3515,-2.5055,-1.7934,-2.5549,-1.8721,-2.8242,-0.9641,-1.3132,-0.3817,-3.3289,-1.9589,-2.5857,-0.8624,-1.9853,-0.7071,-0.1089,-1.1821,-0.8217,2.3958,0.0952,-1.3495,-0.3104,-2.1044,-2.4436,-0.5253,-1.4345,-1.8103,-1.3773,-1.3006,-0.8737,0.521,-2.59
262,-0.5916,-0.8251,-1.4505,-1.676,-0.4088,-0.5469,-2.3363,-1.4282,-4.4334,-2.5791,-2.5068,-1.4656,-1.3532,-1.891,-2.0829,-4.3396,-2.428,-1.8513,-0.5903,-2.3563,-2.2037,-0.0021,-2.4139,-2.3699,-0.9047,-0.9335,-2.4159,-0.7277,-1.7316,-2.4238,0.1231,-1.4483,-2.0554,-0.7971,-0.3269,-0.6827,1.5388,-2.5395
263,-0.991,-1.1294,-3.5982,-4.1377,1.5392,-0.1739,1.851,-0.1256,2.8829,-1.4613,0.2665,-2.7576,-0.1035,-0.1285,1.6869,-2.1758,-2.7402,-3.186,-1.2574,-2.7748,-1.3384,0.0755,-1.4115,-0.9989,0.2235,-1.016,-1.755,-0.569,-1.7892,-2.3289,0.2954,-0.9068,-0.5699,-0.4166,-2.3477,0.1305,1.3326,-1.2562
264,-1.2725,-1.1894,-3.0673,-5.1768,0.6903,-0.2912,3.6824,-3.6742,0.7951,-1.2353,3.7588,-2.5703,0.4032,0.0425,0.0305,-1.306,-2.29,-2.8514,-0.819,-2.4087,-1.1132,0.4822,0.3554,0.2681,2.8445,-0.532,-1.0924,-0.2715,-1.837,-2.2614,-0.6629,-0.1641,-0.1883,-0.9749,-1.7089,-1.0517,0.5402,-0.9806
265,-0.9681,-0.979,-3.052,-5.4555,-0.6955,-0.6262,1.2756,-1.4537,-0.4453,-2.2763,1.6836,-2.4679,-1.0501,-0.2159,0.256,-3.3393,-1.1618,-2.7368,-0.8235,-1.3113,-2.1318,-0.1142,-0.577,-0.7369,0.6061,-0.9613,-0.8676,-0.5677,-2.0629,-1.1751,-0.3505,-1.4724,-1.0687,-0.9649,-2.5391,-0.765,0.3621,-1.8882
266,-0.563,-2.4745,-1.148,-2.3317,-0.0327,-0.3858,-0.0732,-1.4794,-1.746,-2.0107,-0.7572,-2.1807,-0.1924,-1.411,-0.4679,-2.6623,-2.1433,-2.1631,-0.8763,-2.2027,-1.0924,0.1763,-1.1682,-0.1907,1.7018,0.4604,-0.8811,0.1077,-1.4926,-3.0046,-0.05,-0.2984,-1.5172,-0.6773,-2.5097,-0.2589,0.9688,-2.182
267,-0.7587,-1.3649,-2.23,-1.9475,0.2751,-0.4084,3.8719,-1.3003,-0.8741,-1.3693,0.3367,-2.2064,0.2597,-1.0432,0.1422,-2.8587,-2.6113,-1.9732,-0.3417,-2.3689,-1.626,0.0595,-0.8643,-0.7132,1.1259,1.4555,-1.2634,-0.4491,-1.9723,-2.2514,0.435,-1.0738,-0.8724,-1.8825,-1.3883,-0.7803,1.2741,-1.8288
268,-0.836,-1.4014,-2.7927,-6.2023,-0.5133,-0.6894,-0.1983,-2.2974,-0.6484,-1.7936,0.991,-2.4968,-1.1815,-0.4346,-1.7074,-1.7306,-1.5662,-2.8364,-0.3681,-2.6212,-2.7059,-0.216,0.2154,-0.6754,0.8752,-0.2743,-1.2566,-0.4951,-1.6554,-2.3482,0.1903,-0.8619,-1.0649,-1.0684,-2.2914,-0.5423,0.738,-2.1164
269,-0.6368,-1.3895,-2.6977,-1.4666,-0.0771,-0.5712,-0.348,-0.8675,-1.3349,-0.0057,0.027,-2.2927,-0.3481,-0.2689,-0.0042,-3.2044,-2.5008,-2.3307,-0.7833,-2.6659,-1.8161,0.8118,0.2312,0.1305,1.8217,1.9958,-0.536,-0.4107,-1.6849,-2.378,-0.6572,-1.1509,-0.509,-1.0475,-1.743,-0.8109,0.9292,-1.6649
270,-0.2593,-1.8808,-1.421,-2.7921,-0.2918,-0.3759,0.8283,-0.063,-0.3623,-1.169,2.1117,-2.4953,-0.6504,1.5626,-0.2948,-1.1579,-1.7721,-2.4919,-0.4166,-2.378,-0.827,-0.0313,0.2213,0.0172,2.1084,-0.7909,-1.1999,-0.3518,-1.8385,-2.3566,-0.3679,-1.3384,-0.6467,-1.2686,-2.2114,-0.6246,0.2999,-1.0788
271,-0.0372,-0.8126,-2.4526,-3.8146,-0.3312,-0.5167,-1.2624,-1.4997,-0.557,-1.3396,-0.3474,-2.8465,-1.582,-0.1757,-1.499,-2.6518,-1.6899,-2.2868,-0.3051,-0.8843,-3.7205,-0.5291,1.017,-1.2349,-0.7129,0.293,-2.338,0.2907,-1.4351,-3.194,0.1742,0.0186,-1.6808,5.2428,-3.015,-1.2487,1.0759,0.641
272,-0.4213,-2.5613,-3.1284,-1.0789,-0.5105,-0.3792,-3.2352,-1.6681,-0.1804,-2.574,-0.3752,-3.2963,-1.565,-1.7331,0.4285,-3.5773,-3.1128,-3.1094,-0.7967,-2.5736,-2.6281,0.4707,-1.4633,-2.631,2.4462,-0.1261,-1.3853,-0.5775,-1.6648,-2.4295,-0.4464,0.3446,0.3816,-0.9808,-0.5783,-0.5619,0.3761,-2.9659
273,-1.0101,-2.5869,-3.0533,-4.5891,0.0283,0.8684,3.365,-1.0616,1.0607,-2.0258,2.8627,-2.8953,-0.5791,-0.8867,-0.7689,-1.8981,-2.1673,-2.9732,-0.7199,-2.2702,-2.1274,-0.49,1.3804,-0.429,1.3854,0.091,-1.6957,-0.2658,-2.1853,-2.096,-0.8884,0.0052,-1.0222,-1.2762,-2.6675,-0.8649,0.1198,-2.042
274,-0.5482,-1.0195,-2.5496,-5.525,0.0635,-0.3458,2.0743,-1.9022,-0.5215,-1.2329,1.3728,-2.7577,0.1148,-1.1846,0.682,-2.4504,-3.1067,-2.4471,2.8565,-1.4372,-1.6245,-0.5149,-0.5443,-0.2656,2.2515,-1.0197,-1.217,-0.6038,-1.8708,-2.8285,0.422,-1.0491,-1.3292,1.027,-2.1569,-0.6384,-0.1936,-0.623
275,-0.2655,-0.5079,-3.4363,-2.6862,-0.026,-0.3347,0.0888,-1.9691,-0.0795,-1.9165,-0.0675,-2.3859,-0.4094,-0.6172,0.4057,-2.4063,-2.1191,-2.5959,-0.7504,-1.6623,-2.0396,0.1744,-0.4043,-0.6307,0.509,-0.2122,-0.5947,-0.692,-1.5179,-2.1954,-0.5098,-0.8126,-1.0773,-1.8045,-2.2606,-0.7524,2.1262,-1.2257
276,-0.4341,-0.5348,-2.242,-1.6429,0.323,-0.5445,-0.9825,-1.599,-2.9309,-1.5952,-2.2758,-1.9826,-0.9785,-1.3073,-1.5254,-2.4279,-2.1606,-2.3821,-1.238,-1.8285,-2.3807,0.5566,-1.1523,-2.1068,-0.7053,-0.5703,-1.3935,-0.4202,-1.5013,-1.801,0.1803,-0.7008,-1.5586,-1.9705,-1.4744,-0.3442,1.7732,0.2556
277,-0.523,-0.9995,-1.8264,-5.1917,-0.0893,-0.4362,-0.0345,-2.226,0.0368,-1.7317,0.4965,-2.2993,-1.7963,-0.2118,-0.3901,-3.0093,-1.9898,-2.4928,-0.4386,-1.9226,-3.0622,-0.5704,0.1105,-1.9259,3.0238,2.0082,0.3538,-0.3343,-1.2617,-1.8215,0.3441,-0.6132,-1.0144,-0.9486,-0.8066,-1.1409,1.3318,-1.9615
278,-1.4061,-1.7166,-2.6902,-3.3011,-0.6343,-0.5202,-1.7998,-1.6053,-0.9015,-2.3186,-1.7202,-2.083,-1.2423,-1.5253,-0.7967,-3.3701,-3.1366,-2.2703,-1.2216,-2.4671,-3.1682,-1.2911,-1.0771,-1.6704,1.6623,0.0845,-1.3501,-0.5302,-2.2972,-2.3772,-0.1435,-0.5506,-1.5363,-1.1831,-1.673,-0.8149,0.9607,-1.8903
279,-0.6784,-0.9658,-2.2626,-5.1168,-0.6021,-0.2841,-0.7811,-0.5659,-0.7098,-1.5423,0.7426,-2.0827,-0.9795,-0.7118,-0.4422,-2.5622,-2.1753,-2.4028,-0.8779,-1.9105,-2.1088,0.013,-0.9144,3.0019,0.3163,-0.5638,-0.8402,-0.7176,-1.7734,-1.7496,-0.2327,0.0446,-0.9352,-0.7536,-2.4066,-0.9803,0.8013,-1.5284
280,0.1626,-0.1429,-3.2866,-0.3981,0.4476,-0.42,1.6329,-2.4217,-0.3266,-1.8901,1.2269,-2.5994,-0.2105,-1.4227,0.1489,-2.4805,-2.1361,-2.5791,-0.8294,-1.9449,-1.2313,0.528,0.4446,-1.4289,3.2536,-1.1835,-0.7999,-0.1653,-1.3076,-2.739,0.038,-1.1336,-0.7193,-2.2363,-0.7416,-0.6006,0.4971,-1.0064
281,-0.4775,-1.1297,-2.2733,-1.9877,-0.0938,-0.7117,2.2663,-0.9031,0.3361,-1.0279,1.7551,-2.4658,-0.7096,0.0474,0.2526,-3.0319,-2.3772,-2.8934,-0.3798,-1.8094,-3.0546,0.1499,0.4536,-2.297,3.8003,-0.8645,-1.1083,-0.0425,-1.653,-2.2713,0.4444,-0.3585,-0.6637,-1.3892,-1.7983,-0.9152,0.8574,0.9456
282,-0.5579,-0.4448,-2.5088,-2.9109,-0.0609,0.0733,-0.0155,-1.0874,0.5409,1.0033,0.7772,-2.3899,0.4527,-0.407,1.9423,-1.8301,-2.7317,-2.5789,-0.5747,-1.4503,-3.6496,-0.0946,0.1676,0.9806,2.9746,1.1391,-0.865,-0.4987,-1.8207,-1.8931,-0.2568,-1.1142,-0.0346,-0.9124,-1.5752,-0.8078,0.6326,1.9186
283,-0.7816,-0.6075,-1.8202,-3.8015,-0.346,-0.6361,-2.8287,-0.9368,-1.8338,-1.7306,-1.6901,-2.1008,-0.8989,-0.6619,-1.4899,-3.2899,-2.1591,-2.2234,3.7175,-1.7992,-1.6245,0.2678,-0.0779,-1.372,-0.3306,-1.1546,-2.0147,-0.5422,-1.6152,-1.3392,-0.6381,-0.445,-1.3331,1.6805,-2.5444,0.0729,1.0577,-0.7999
284,-0.6753,-1.0685,-2.063,-4.7295,-0.3945,-0.4396,-1.6623,-1.719,-2.2062,-2.3781,-1.8826,-1.6802,-0.9824,-1.3448,-0.5558,-2.4011,-2.5371,-1.8929,-0.2934,-2.1574,-2.3496,-0.1422,-1.1465,-2.0804,-0.0293,-1.0269,-1.5587,-0.6035,-1.8238,-2.6787,0.1474,-1.3489,-0.9763,-1.8455,-2.1839,-0.8978,0.6229,-1.6067
285,0.1719,-0.8076,-3.3046,-3.2322,0.1922,-0.8635,-1.2484,-1.7738,-2.691,-2.1795,-1.8777,-2.0675,0.2623,-1.6083,-0.4192,-1.2063,-3.505,-1.7378,-0.3671,-2.9219,-2.2844,-0.0372,-1.3392,-0.7965,1.7253,-1.4931,-1.872,-0.4045,-1.6701,-2.9489,-0.0978,-1.5622,-1.1776,-1.8469,-2.8137,-0.6483,-0.0175,-1.7769
286,-1.1138,-0.4525,-3.6051,-2.2779,-0.135,-0.5786,2.0299,-1.6706,0.7985,-1.6297,1.8701,-3.3466,0.1511,0.3069,-0.1701,-2.632,-1.5417,-2.823,-0.8519,-1.345,-2.5317,0.6455,-1.0559,-1.8628,0.4909,-0.4818,-0.6315,-0.3762,-1.919,-1.9899,0.3881,-1.1554,-0.4748,-1.2494,-3.5413,-0.9262,0.3142,0.0735
287,-0.5429,-1.3229,-1.9487,-2.0227,0.2063,-0.6472,0.2843,-1.7836,-1.2829,-1.9653,0.9275,-2.0453,-1.3855,-0.4815,0.0724,-3.8421,-2.1627,-2.3863,-0.5638,-1.5849,-2.3299,0.1895,-0.532,-1.6582,0.9426,-0.0364,-0.9942,-0.6666,-1.4723,-1.8155,-0.6038,-1.0099,-1.0214,-0.7069,-1.5953,-0.6724,1.4037,-1.4617
288,-0.8188,-1.1247,-2.4013,-2.7057,-0.0765,-0.676,-1.0137,-1.2734,-1.8394,-2.4097,-0.1743,-2.1102,-1.3203,-0.5332,0.0941,-2.6639,-1.4545,-2.2994,-0.8242,-2.0322,-1.2329,0.096,-1.0062,-2.4216,3.7558,-1.6771,-0.3643,-0.4731,-1.7053,-2.1363,-0.1942,-0.9375,-1.0973,-1.5811,-0.8282,-0.484,0.8669,-1.9708
289,-0.2713,-0.9085,-2.6666,-3.7691,3.2705,-0.3121,2.0083,-0.0869,-1.5348,-2.0246,0.5301,-2.3098,-0.7904,-0.7197,-0.5087,4.1672,-1.5963,-2.229,-0.5774,-2.1138,-3.7235,-0.4113,-0.538,-0.4733,-0.4447,-0.7832,-1.3007,-0.3533,-1.9121,-1.163,0.0663,-0.3821,-1.5284,-1.152,-1.7286,-0.9407,0.8162,-2.5807
290,-0.6594,-1.9865,-2.7506,-4.3351,-0.2451,-0.4578,1.3577,-3.4038,-0.766,-1.6006,1.8078,-2.2793,-0.0877,-1.0842,-0.1645,-2.5152,-3.3704,-3.0159,-0.8092,-2.5352,-2.2711,-0.156,-0.0854,-1.2557,1.8404,-0.8398,-1.2647,-0.1997,-1.751,-2.5725,0.6991,0.1053,-0.8791,-2.0257,-4.0671,-0.9095,-0.0355,-1.3954
291,-0.3259,-0.5253,-2.4289,-3.3575,0.287,-0.4138,3.3324,-0.3692,0.6182,-1.9713,2.7839,-3.2493,-1.3465,-0.2169,-0.5982,-2.8877,-0.794,-2.7688,-0.4815,-1.1013,-3.0246,0.3856,-0.3551,-0.5979,0.3884,-0.7914,-0.451,-0.7011,-1.5349,-1.5047,0.133,-0.9279,-1.3211,-0.96,-1.5669,-0.5668,0.1885,-1.7137
292,-0.7462,-1.0321,-2.5458,-4.0486,-0.4909,-0.6892,-4.4628,-1.5488,-3.7691,-1.5704,-1.6856,-2.2311,-0.9906,-1.0153,-0.8478,-3.3497,-2.917,-2.2289,-0.4243,-2.9782,-1.2664,-0.3742,-0.9493,-1.6455,0.109,-0.4138,-1.5822,-0.4654,-2.0011,-2.7765,-0.3189,-1.0229,-1.4241,0.77,-2.5073,-0.1195,0.0468,-2.2534
293,-0.8794,-1.654,-2.093,-3.2008,0.0407,-0.3626,-0.0302,-1.0406,-0.7995,-2.2105,0.2632,-2.4435,-0.3812,-1.0936,-0.0297,-3.8112,-2.318,-2.7267,0.8223,-2.1555,-2.2744,0.3776,-1.0269,-0.8771,1.8956,-0.4006,-0.5709,-0.4017,-1.4486,-2.4792,-0.1454,-0.1182,-1.4594,-1.7072,-1.8336,0.3481,0.8091,-1.9853
294,-0.6802,-1.2075,-2.3313,-1.4285,-0.3409,-0.5965,-2.3592,-1.2942,-2.2377,-2.2615,-1.5538,-2.6333,-1.6829,-1.3461,-0.6992,-2.6256,-2.383,-2.2377,-0.7628,-2.0263,-2.1706,0.082,-1.4356,-1.5593,1.2698,1.0495,-0.8366,-0.5517,-1.5234,-2.5216,0.0325,-0.4175,-1.3129,-2.1149,-1.2508,-0.6515,0.3354,-2.2718
295,-0.0075,-2.0202,-2.9203,-5.9168,-0.5508,1.3244,1.6302,-0.5417,-0.9528,-0.9263,1.7087,-2.831,0.0326,-0.3162,0.7845,-1.8268,-2.3386,-2.492,-0.8017,-2.3972,-2.448,0.0809,-0.251,-0.91,3.1387,-0.7102,-1.3313,-1.0061,-1.2908,-2.6382,0.04,-0.7045,-0.3907,1.4212,-2.5861,-0.5549,1.7219,-0.2377
296,0.3086,-0.7969,-2.5909,-1.5423,-0.5325,-0.5311,1.2114,-0.3424,-1.5185,-0.4382,0.4351,-2.2456,-0.6654,0.342,0.3629,-0.8565,-2.4495,-2.269,-0.5856,-2.4445,-2.1982,0.2689,0.7121,0.2987,3.1851,-1.198,-1.7163,0.067,-1.6363,-2.4938,0.2937,-1.1437,0.0816,-1.2606,-1.9931,-0.4174,0.3748,-1.2168
297,0.4478,-1.8684,-3.6324,-3.8596,0.3422,0.1849,-0.0213,-3.4115,-0.1594,-1.9182,1.1945,-2.6549,0.5595,-1.3285,-0.3666,-2.8973,-1.6055,-3.0647,-0.6885,-2.0426,-0.626,-0.322,-1.4749,0.2963,1.46,-0.8046,-1.5817,-0.2326,-1.7611,-1.7563,-0.3227,-0.6889,-0.5979,-0.095,-2.2108,-1.1477,0.6457,-2.0489
298,-0.8324,0.0274,-2.993,-4.3274,-0.2981,-0.5367,-1.3887,-1.8592,-1.4756,-2.253,-1.4254,-2.1184,-0.8873,-0.744,-1.6527,-4.0949,-1.9976,-1.7609,-0.6227,-1.7124,-2.0418,0.1587,-1.2059,-0.8368,-0.8884,-1.1547,-1.3393,-0.0168,-1.4808,-2.1386,0.1595,0.1138,-1.8146,-0.7367,-1.819,-1.0161,1.9598,-2.3928
299,-0.6737,-1.3182,-2.9777,-2.7514,0.0606,-0.2992,3.9026,-0.5226,-0.6011,-1.8455,2.081,-2.5687,0.035,0.0176,0.0948,-2.9733,-1.3967,-2.5431,-0.6471,-1.7435,-2.247,-0.0897,-0.3943,-0.9185,1.4619,-1.184,-1.0442,-0.5596,-1.7612,-2.1179,0.1656,0.0586,-0.7873,-0.6777,-1.4664,-0.3473,0.5704,-0.1327
300,-0.6394,-1.9223,-2.1978,-1.9983,-0.0404,0.2499,-0.0662,-1.6313,-1.6743,-1.6698,-0.5413,-2.4868,-0.2783,-2.0351,-0.4578,-4.2842,-2.4758,-3.008,-0.7063,-2.5294,-1.1475,0.0816,-0.7358,-0.3089,2.5219,-0.0982,-1.1436,-0.542,-1.5361,-2.8258,-0.6522,-1.444,-1.2361,-1.728,-1.9645,-0.6985,-0.4803,-1.3289
301,-0.2387,-1.1649,-2.2628,-3.4206,-0.4393,1.0006,0.7636,-1.2913,-0.5438,-1.7183,2.3744,-2.5966,-0.8727,-1.1887,0.4496,-2.797,-2.2803,-0.2918,-0.9083,-1.7671,-0.6296,0.4825,0.2492,-0.7648,2.2736,-0.4435,-1.3194,-0.8465,-1.9267,-2.57,-1.0387,-1.2105,-0.7222,-1.293,-2.3505,-1.194,0.4651,-1.5457
302,-0.4897,-1.2077,-3.042,-2.6242,1.0772,1.2467,4.094,-1.147,1.3506,-1.3357,3.7423,-2.4084,-0.5701,0.8242,-0.429,0.7359,-1.5511,-3.1285,-0.74,-1.6309,0.1118,-0.0039,0.6477,1.7489,-0.1231,-1.0409,-0.9941,-0.5198,-2.051,-2.5015,-0.1894,-1.7338,-0.5686,1.0042,-2.0505,-0.2701,0.2279,0.7337
303,-0.395,-1.4743,-4.037,-3.0114,1.2859,-0.612,-2.937,-1.3459,-0.747,-0.2333,-0.9349,-3.089,1.0051,-0.7056,1.1119,-0.6645,-2.6342,-2.9436,-0.3587,-2.5495,-2.3568,-0.0118,0.0309,-0.7026,1.7407,-1.1795,-2.6271,-0.5592,-1.4936,-3.2057,0.1073,-1.819,-0.2057,4.271,-5.157,-0.699,0.3267,-1.1411
304,-0.4562,-1.3419,-2.2713,-3.5763,0.7352,5.2078,-0.2789,-0.515,-0.0715,-0.3897,-0.1269,-3.5079,-0.6312,-0.3661,-0.3331,-1.901,-2.3655,-2.7648,-0.6624,-2.097,-0.0044,0.0536,-0.0671,1.4209,1.8348,0.093,-0.7836,-0.3332,-1.58,-2.8498,-0.2442,-0.8433,-0.3018,1.0018,-2.2462,-1.2092,0.9415,1.2965
305,-0.5658,-1.2566,-2.7764,-4.0079,-0.7472,-0.6776,1.1569,0.821,-1.1126,-1.8491,1.0319,-2.7695,-0.6438,0.2367,-0.8216,-2.6234,-1.6813,-2.9547,-1.7126,-2.5046,-2.6728,-0.0507,-0.3764,-0.317,-0.4678,-1.1797,-1.3424,-0.6566,-1.5074,-2.9539,0.0172,-0.5966,-0.539,-0.7777,-2.3959,-0.7179,0.1062,0.1129
306,-0.9842,-3.2725,-3.6235,-4.5176,-0.2096,-0.4551,3.6149,-1.8247,0.3588,-2.0934,3.4654,-3.1822,-0.7275,-1.0019,0.0033,0.783,-2.56,-2.6547,-0.803,-2.5174,-2.0346,-1.0436,0.2633,-0.4432,3.1786,-1.0065,-1.9741,-0.7665,-1.493,-2.9604,-0.8143,-0.7597,-0.7823,-0.3823,-2.9718,-1.1696,-0.4751,0.1339
307,0.0517,-2.2863,-3.7359,-4.4256,1.0573,-0.5284,2.1627,0.0112,0.1281,0.4121,3.033,-3.6367,0.7766,-0.2039,0.8349,-2.386,-2.4365,-3.1462,-0.478,-2.4853,-1.9864,0.0792,-0.4539,0.2356,1.4966,-1.3297,-2.6555,-1.0092,-1.6971,-2.8439,0.3027,-1.5126,-0.6008,0.8902,-3.7308,-0.9057,0.3316,-1.0914
308,-0.8905,0.3477,-4.1212,-2.4694,0.4834,-0.5389,2.8674,-1.2159,-0.2389,-1.328,1.4563,-3.0328,1.437,0.1776,0.7887,-1.4657,-2.9981,-3.049,-0.295,-2.4271,-2.4124,0.1396,1.07,5.1099,1.3128,-0.9825,-2.737,-0.5483,-1.2317,-2.5039,0.3997,-0.8583,-0.0454,0.8112,-4.0363,-0.6029,0.7343,-0.4369
309,-0.0865,-1.9826,-2.6674,-2.7056,0.0894,-0.4093,-1.5428,0.7469,0.6136,0.0911,0.9731,-0.2325,0.0446,0.5172,0.9527,0.1264,-5.1991,-2.2097,-0.6996,-3.6488,-0.4636,-0.1923,0.0009,5.6295,-0.8058,-0.5922,-4.3268,-0.0581,-0.429,-1.7511,-0.0306,-0.2857,0.8829,2.0805,-4.1356,-0.285,-0.1498,0.6329
310,-0.3918,-1.7804,-3.5955,-5.3985,0.8613,0.5287,4.6447,0.4452,2.8294,0.8285,4.4975,-2.9639,0.3775,1.9782,2.4728,2.1857,-3.0234,-3.6085,-0.5832,-2.5581,-1.6538,0.7002,2.9389,0.5655,3.3047,-0.766,-2.3365,-0.0948,-1.5254,-2.4791,0.0563,-0.7593,1.1156,2.8119,-4.9678,-0.5096,0.1956,0.0035
