,A1E959,O60542,O60635,O95256,O95750,O95994,P00750,P01591,P05231,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P43629,P51531,P55259,P60568,Q29980_Q29983,Q5JZY3,Q8IU54,Q8N2G4,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y653,Class Label
67,-0.3588,-2.5481,-0.6028,-3.2364,-1.5472,0.5457,-0.9246,-2.2437,-0.153,-2.1855,0.2957,-0.4961,-0.0651,-0.4756,0.5591,-2.7993,-2.1121,0.4171,-2.9874,-0.4245,-1.0927,-0.2451,-1.5949,-2.2176,1.3565,-0.126,-3.4009,-1.6624,-0.8043,-0.2266,-1.4678,0.7486,0
68,-0.4552,-3.7665,-0.786,-1.9599,-1.5973,1.8657,-1.3132,-1.8603,-0.4056,-2.6334,0.2131,-0.6388,-0.8838,-0.7273,-0.3138,-3.2474,-2.3618,-0.8298,-0.47,0.3379,-1.1528,0.4261,-3.0127,-2.1804,2.6968,-0.6051,-1.436,-2.0073,-0.9287,-1.2975,-1.1745,-1.6696,0
69,-0.5251,-2.1469,-0.6401,-1.5778,-2.2161,0.7937,-2.0269,-1.2347,-0.2014,-2.8681,-0.4846,-1.0101,-1.1261,-0.3543,-2.234,-3.6926,-2.3783,-1.4742,-1.1097,-0.2896,-1.157,0.245,-1.4822,-2.419,1.0893,-0.4191,-2.5921,-2.0835,-0.8014,-1.8218,-1.0418,-2.6205,0
70,-0.6472,-2.986,-0.8684,-2.7821,-1.2974,1.229,-1.1834,-1.7594,-0.1721,-0.3824,-0.3221,-0.3561,1.167,-0.764,-0.6501,-2.042,-2.2239,-0.9788,-0.935,0.1826,-1.937,-0.0589,-1.7403,-2.4467,-0.469,-0.3063,-3.2997,-1.5316,-0.6663,-1.3702,-1.0813,-1.7694,0
71,-0.6208,-4.8711,-0.4407,-1.4329,-3.0266,-1.289,-1.5187,-1.8219,2.3667,-1.1542,-0.5198,-1.2902,-0.3896,0.1514,-0.7739,-4.345,-1.4965,-0.5065,-2.6051,-0.4442,-0.7198,0.6603,-2.4047,-2.1014,1.6375,-0.1833,-1.6992,-1.1652,-0.6745,-1.3028,-0.9541,-1.9175,0
72,0.2676,-2.5881,-0.1209,-2.6602,-3.0311,-1.9484,-0.7752,-0.9356,2.708,1.8237,0.6759,-0.0832,0.1121,-0.4234,-1.2852,-0.5783,-2.0998,-0.2611,-1.2928,0.4883,-1.1202,-0.3322,-1.4375,-1.8499,1.6063,-0.2218,-3.3957,-1.0097,-0.4501,4.0249,-1.8518,-1.97,0
73,-0.8346,-5.5984,-0.6282,-2.9748,-2.0011,0.1329,-1.8374,-4.4716,2.6944,2.1454,0.3999,-0.4616,-1.379,-0.6347,5.3827,-1.2869,-2.2006,-1.1687,-0.9061,-0.2827,-0.3242,0.4807,-1.0815,-2.1827,-0.0148,-0.4307,-3.1138,-1.271,-1.0194,-0.2959,-1.2882,-2.4189,0
74,-0.4848,-4.8336,-0.1697,-2.8899,-2.1003,0.799,-1.5118,-1.4768,2.6549,-1.1161,-0.2258,-0.4113,-0.505,-0.5473,-1.3397,-3.3551,-1.8015,-1.3314,-2.2238,-0.5438,-1.8526,0.0436,-1.3855,-2.3199,1.5101,-0.0364,-1.9688,-1.0401,-1.1152,-2.5424,-1.5444,0.3341,0
75,-0.6095,-4.7393,-0.4743,-2.8084,-1.8387,-0.7289,-0.7953,-1.4336,3.106,-3.8335,-0.3526,-1.4011,-0.2116,-0.4377,-1.3637,-3.256,-1.3912,-1.2284,-2.3582,-0.1327,-1.1488,-0.4215,-3.3564,-1.6549,1.621,0.3076,-0.5848,-1.8751,-0.5135,-1.1136,-1.5992,-1.1394,0
76,-1.0255,-2.8443,-0.5708,-2.599,-1.5406,2.4847,-1.0097,-0.9491,3.2146,-0.4508,1.3064,-0.4923,0.0132,-0.3342,0.1257,-3.3038,-1.9461,0.1844,-1.8974,0.3653,-0.4259,-0.2252,-1.6281,-1.9389,-0.8323,-0.3105,-1.7167,-1.8079,-0.7556,-1.3096,-1.099,-2.3592,0
77,-0.3411,-1.6428,-0.8541,1.9888,-3.3796,1.4849,-1.3271,-1.2457,3.264,-2.6048,-0.6704,-0.8054,0.0395,1.6046,-2.455,-3.1917,-1.6468,-1.4753,-1.7929,0.4075,-1.6921,-0.3239,-4.9188,-2.3334,0.395,-0.2198,-1.7258,-1.7896,-0.8053,-0.7157,-0.8141,-2.6135,0
78,-0.2673,-1.6571,-0.3723,-1.3318,-1.7541,-1.4728,-1.6573,-1.3933,3.3137,-3.6024,-0.4315,0.3222,-1.2074,-1.0871,0.0456,-3.4418,-2.1024,-0.3711,-1.155,-0.3759,-0.9087,0.0685,-5.6732,-1.8531,0.2103,0.8238,-2.0065,-1.7063,-0.7538,-0.1074,-1.15,-2.4789,0
79,0.1825,-2.8368,0.7526,-3.0379,-2.678,-0.5272,-1.8576,-1.6144,5.6097,-5.3324,-0.6668,-0.7544,1.3069,-0.7697,-0.6457,-2.8613,-1.8019,-0.7029,-1.6887,0.0099,-1.4625,0.3088,-1.5035,-1.9304,-0.3438,-0.3067,-2.0083,-1.7735,-0.7842,-2.6879,-0.3148,-2.9338,0
80,-0.3042,-5.6276,-0.4459,-1.5895,-3.2446,-0.0567,-2.2485,-1.1239,5.6957,-5.5291,0.7072,-1.936,-0.4168,-0.2474,-1.8061,-2.996,-1.9385,-2.0093,-1.9664,0.2511,-2.1725,-1.0846,-3.4075,-1.6883,1.1101,-0.0103,-1.6252,-1.7417,-0.395,-1.7386,-0.5327,-2.9716,0
81,-0.6993,-0.2308,-0.5083,-2.525,-3.0555,-2.2241,-2.1731,-1.2879,5.8626,-1.4823,0.7893,-1.0567,1.4226,0.0553,4.0965,-3.2187,-2.327,-1.9631,-2.0095,1.6959,-1.7372,0.087,-0.9638,-1.9907,-1.106,-0.4053,-2.519,1.179,-0.8376,-1.6502,-1.2552,-2.3585,0
82,-0.3674,-4.1587,-0.4247,-2.552,-0.9438,-0.1236,-0.5887,-1.5842,5.8426,-1.9163,-0.1405,-1.0576,-3.2371,-1.1127,-0.4584,-2.7579,-1.1556,-0.3344,-2.3086,-0.793,-1.4973,-0.167,-4.2215,-2.2813,1.011,-0.3693,-2.0214,-1.4581,-0.6746,-0.4439,-1.8898,-2.1645,0
83,0.278,-3.0752,-0.3622,-1.9982,-1.7612,-0.783,-0.4925,-2.209,3.5529,-2.879,0.3629,-1.8891,-0.3784,-1.3015,-0.9822,-3.5013,-1.4935,-0.6963,-1.3438,-0.3192,-1.1809,-0.028,-4.911,-2.109,2.5592,0.1146,-0.8969,-1.7999,-0.4839,-2.0396,-0.4081,-1.0725,0
84,-1.1445,-2.9663,-0.6937,-1.7017,-1.6599,-0.403,-1.1204,-0.8912,3.551,0.4074,0.8233,-0.027,-1.905,-0.6286,0.3872,-0.095,-1.2438,-0.6535,-2.5455,-0.0334,-1.193,0.5091,-1.3028,-2.454,2.3139,0.4249,-2.6376,-2.0735,-1.0829,0.1633,0.5343,-1.5833,0
85,-0.7343,-2.4309,-0.6603,-0.5894,-2.7924,-0.6725,-1.4346,-0.8191,3.7151,-1.8421,-0.0198,-0.8246,-0.2117,-0.3354,-1.9768,-3.4078,-1.8047,-1.5829,-3.0257,-0.2304,-1.1612,0.5812,-5.6207,-2.2,1.1199,-0.0441,-1.1921,-1.3243,-1.0285,-1.7744,1.8497,-1.8386,0
86,-1.2203,-2.2181,-0.3779,-2.1833,-3.2983,0.5908,-1.5898,-0.9406,3.6993,-2.1369,-0.2878,-1.7785,-0.1943,-0.6599,-4.2024,-3.1707,-2.4088,-2.0965,-1.9989,-0.0243,-2.6236,0.4513,-0.9445,-1.9351,2.1095,-0.3557,-0.7551,-2.205,-0.8482,-1.9024,-1.7841,-2.3192,0
87,-0.651,-3.8246,-0.5437,-2.0736,-2.5779,-0.6086,0.1583,0.1209,1.8599,-1.5194,0.0142,-0.2792,-0.3462,-0.4385,-0.1729,-3.1448,-1.8649,0.73,-1.8073,-0.0437,-1.5479,-0.2705,-0.7753,-1.7809,2.9602,-0.002,-1.4979,-1.4533,-1.3809,0.7143,-1.0242,1.5214,0
88,-0.4592,-4.0547,-0.5898,-1.6681,-3.4655,-1.3527,-0.8941,-1.253,1.9521,1.2334,3.402,0.574,-0.2897,-0.1027,6.1093,-1.24,-1.8905,5.0764,-1.9259,0.0545,0.8129,0.5409,0.5366,-1.8818,-1.3825,-0.4946,-2.7551,-1.8593,-0.526,-0.6177,-0.8384,0.1883,0
89,0.1456,-2.6978,-0.3776,-2.6421,-2.7207,0.5186,-0.9869,-1.1737,1.9961,-2.3467,-0.2117,-0.1049,-0.0893,-0.1219,-0.1056,-2.9421,-2.3653,-0.3438,-1.2647,-0.1954,-0.9652,-0.233,-1.7172,-2.3208,1.8328,0.1815,-1.5253,-1.8979,-0.5512,-1.0246,-0.828,-0.6337,0
90,-0.6212,-2.6669,-0.657,-2.4687,0.6836,-1.4517,-1.4549,-1.4523,2.0344,-1.72,1.4946,-0.9097,0.7489,0.3497,-1.6683,-3.87,-1.9318,-1.3645,-0.8866,0.0838,0.2274,0.4731,-1.4433,-1.8576,0.2593,-0.049,-0.1944,-1.7485,-0.4843,-1.9363,-1.3937,-2.5561,0
91,-0.7615,-4.6686,-0.2442,0.8294,-0.97,-2.6457,-1.4529,-1.2581,3.4715,-4.5166,0.3157,-1.2689,-0.1007,-0.3275,-1.2834,-2.0607,-1.747,-0.9144,-1.9819,0.2553,-1.4651,-0.1603,-5.4773,-2.0256,2.708,0.0014,-2.7485,-1.5584,-0.7939,-0.0127,0.1382,-1.9369,0
92,-0.8436,-2.7759,-0.5154,-2.3362,-2.1186,0.3019,-1.0727,-2.0791,3.582,-1.1406,-0.2079,-0.2169,-0.8594,-0.3375,0.2313,-3.2655,-2.2857,-1.6215,-4.3637,0.0837,-1.6979,0.6082,-0.7077,-2.2722,1.3475,-0.5728,-2.3435,-2.2101,-0.6874,-1.4633,-0.5738,-3.2921,0
93,-0.8179,-2.9761,-0.7773,-1.7347,-3.0665,2.4059,-1.1333,-1.0721,3.5762,-2.6211,-0.5509,-2.0712,-0.7475,0.5543,-0.2853,-2.337,-1.3611,-1.1526,-1.5003,-0.9461,-1.0726,0.1291,-2.0063,-1.1033,1.7227,-0.155,-1.4951,-1.7866,-1.2329,-0.9805,-1.3522,-0.5657,0
94,-0.364,-3.9648,-0.3706,-0.7871,-1.1185,-0.1324,-1.5907,-1.4354,3.5823,-0.3576,0.0405,0.6278,-1.0956,-0.4605,-0.5057,-4.5936,-1.8297,-0.1256,-2.6946,-0.0473,-0.3596,0.2188,-1.938,-2.0194,0.8269,-0.2898,-3.2076,-1.7543,-0.8929,0.4292,-0.5983,-0.7076,0
95,-0.4445,-2.4787,-0.287,-1.2134,-2.9802,-1.2581,-1.1824,-0.9954,1.6496,-5.2188,-0.5278,-1.1401,-0.152,-0.2264,-0.8896,-2.2265,-2.0738,0.4875,-1.3954,0.298,-0.9488,-0.3808,-0.5009,-1.7109,1.8631,-0.2599,-1.8878,-1.5006,-0.4834,-0.4389,0.735,-1.2862,0
96,-0.0648,-0.2726,0.1917,-1.5351,-2.6019,1.6666,-0.6704,-1.4435,1.4245,-1.5295,0.0369,-0.6186,-0.1501,-0.4669,-0.3432,-2.7122,-1.8339,-0.4071,-2.1488,0.6694,-1.1895,0.568,-4.3884,-2.4001,3.1761,0.5664,-1.7421,-1.6475,-0.3715,-0.5904,-0.3587,-1.8982,0
97,-1.2212,-2.043,-0.3884,-3.1305,-2.794,-0.3059,-0.6514,-0.5001,1.9918,1.1031,0.0563,0.2371,-0.2705,-0.7038,4.6643,2.013,-0.2694,-0.8812,-2.1592,-0.9113,0.0557,-0.5964,-2.7513,-1.8479,1.463,-0.0665,-3.4619,-1.8296,-0.5884,0.6014,-1.1858,-1.6619,0
98,-0.7862,-3.6609,-0.576,-2.6188,-2.3676,2.3397,-1.2877,-1.2941,1.8439,-1.3299,2.9376,-1.3902,-0.3015,-0.5229,-1.9939,-3.4108,-0.9853,-1.772,-2.0528,-0.2867,-2.3166,-0.312,-2.7833,-2.5845,2.9519,-0.3063,-2.0924,-2.0879,-0.6752,-1.4588,0.726,-2.0069,0
99,-0.8852,-4.3396,-0.346,-3.1924,-0.904,0.6648,-2.2953,-1.2591,5.6161,1.4413,0.4723,-0.5134,-0.579,-0.3436,2.8321,-2.7855,-2.1995,-0.1017,-0.7725,0.0779,-1.3916,0.1576,-2.432,-2.1695,-0.5791,-0.1951,-2.6445,-1.6566,-0.6813,-0.512,-1.9178,-1.7349,0
100,-0.3542,-3.4743,-0.6044,-0.1627,-3.6646,-1.6921,-2.2275,-2.2914,5.6983,-1.9633,-0.8043,-1.142,-0.3533,-0.6685,-1.3122,-4.0833,-1.2984,-1.0252,-2.7623,-0.1165,-2.2701,0.0655,-0.8529,-1.8303,0.7979,4.0169,-2.0044,-1.4783,-0.8353,-2.1554,0.0032,-2.2859,0
101,-0.6713,-2.3678,0.0089,-2.8595,-2.7392,-1.9138,-0.8316,-1.2064,5.7998,-1.0756,-0.7197,-0.9724,-0.8413,-0.332,-0.8558,-2.7957,-2.2691,-1.8652,-2.0595,-0.0216,-1.3697,0.4071,-5.4134,-1.1914,1.2858,-0.1814,-1.2282,-1.675,-1.1908,-2.3054,-1.7437,0.3621,0
102,-0.4728,-3.6496,-0.5795,1.798,0.3013,3.0581,-2.5992,0.5417,5.7791,-0.2303,1.6767,0.0474,-0.8069,-0.5773,1.2579,-3.3542,-2.8612,-0.7703,-1.6855,-1.2338,1.7113,0.1069,-0.3903,-1.1445,0.21,-0.2031,-2.7962,-1.4114,-0.7256,0.8313,-1.1924,-1.3527,0
103,-0.6047,-3.9787,-0.19,-0.9288,-3.2189,-0.7952,-1.3732,-0.9728,3.2733,-2.814,-0.9226,-1.193,-0.2366,-0.0008,-2.3906,-3.3983,-2.5197,-1.0604,-0.9425,-0.1056,-0.3853,-0.3947,-1.8868,-1.8171,0.9523,-0.0891,-0.9028,-1.5684,-0.3746,-2.2072,-0.8534,-1.9461,0
104,-0.9283,-0.776,-0.6829,-1.7209,-3.3421,-2.0888,-1.6884,-1.9894,2.6638,-1.4177,-0.5129,-1.2052,0.1372,-0.7721,-0.3277,-2.617,-1.8951,-0.875,-2.7459,-0.1907,-2.4762,0.2586,-0.3753,-1.8864,-0.6778,1.0598,-2.486,-1.9053,-0.7879,0.7769,-1.8462,-0.8245,0
105,-0.467,-0.0262,1.2687,-2.4924,-0.3391,4.8488,0.0617,-1.2852,2.7648,2.0013,1.5098,-0.8051,0.1537,0.2767,-0.5251,-1.717,-1.9106,0.1278,-1.9576,0.0666,3.1662,-0.0029,-1.5353,-1.8644,3.6979,-0.3279,-3.2126,-1.5759,-0.7936,-0.2815,0.1383,1.4189,0
106,-0.4327,-2.3759,-0.8096,-2.8925,-1.0143,-2.1565,-0.9183,-0.8025,2.882,1.9083,0.0136,-0.2829,1.0533,-0.196,-0.2101,-3.3083,-1.4575,-1.5822,-3.0317,0.0296,-2.2311,0.4434,-1.761,-2.0878,1.118,-0.4087,-2.7208,-2.3048,-0.8348,-0.5876,-0.8986,-1.4822,0
107,-0.9411,-2.2438,0.309,2.1763,-1.5583,1.3455,-0.3573,0.1029,2.8841,-1.6704,0.0645,-1.9735,-1.7048,-0.0894,-0.3392,-2.9514,-2.2556,-1.0989,-1.8215,0.3144,-0.2163,-0.403,-4.2083,-2.158,0.3184,2.5897,-1.8923,-1.9455,-0.7173,-1.7325,1.0303,0.0998,0
108,-0.3771,-2.4239,-0.2616,-2.0765,-2.5355,-0.2461,-1.3233,-0.8706,-1.972,-3.8141,-0.4003,-1.3388,-0.4016,0.4234,-1.2685,-3.0386,-2.0814,-0.7061,-0.6902,0.1748,-2.1744,0.1771,-1.6901,-1.6589,1.9798,-0.1563,-0.7229,-1.4408,0.1765,-1.0932,-1.042,-1.7773,0
109,-0.5776,-4.648,-0.5937,-1.7838,-0.3953,2.5238,-2.4197,-0.2739,-1.9016,0.9418,0.2628,0.3344,0.7844,0.083,7.0623,-1.2448,-2.2125,0.2263,1.4792,0.8512,0.7363,-0.0725,-1.9744,-1.3838,0.8318,-0.0566,-4.3068,-1.5662,-0.9251,-0.5652,0.8725,-1.1602,0
110,-0.0305,-1.2145,-0.5728,-2.3598,-0.1126,1.6529,-0.6509,-1.1624,-2.0055,2.4703,0.4406,-0.8892,0.1489,-0.4251,-0.5968,-3.3259,-1.8409,0.0316,-2.2119,0.1621,0.1505,0.4492,0.1061,-2.0069,1.6992,-0.5799,-1.8892,-1.3985,-1.0728,0.7413,-1.8842,1.5435,0
111,-0.5304,-1.7349,-0.2011,-2.6915,-2.2525,3.1741,-0.4301,-2.6474,-2.0116,2.4494,0.4691,0.1782,-0.2881,0.2299,-0.8919,-0.4383,-2.4259,1.6874,-2.1319,-0.1802,-1.3252,0.3201,-2.2667,-1.5602,4.3083,-0.1875,-2.711,-1.2994,-0.2952,0.7208,-0.0337,-1.082,0
112,-0.3025,-1.9788,-0.6987,1.5902,-2.4949,-1.287,-2.2649,-1.7166,4.0598,3.1664,6.8909,-0.9811,-1.3354,1.3255,-2.1418,-3.2452,-0.527,-0.8061,-1.2413,-0.2299,-1.8266,-0.2582,-1.5564,-1.8846,2.7637,-0.4713,-2.8749,-2.2119,0.9221,-1.0618,0.8811,-1.9367,0
113,-0.6048,-3.4757,-0.261,-2.5668,-3.8956,-0.9982,-2.5501,-1.8424,4.0086,-2.7802,0.3785,-1.3178,0.7281,-0.8471,-1.196,-3.0285,-2.0072,-2.3084,-1.8451,0.2509,-1.9069,0.1205,-2.6797,-2.2099,-0.9235,-0.6676,-2.1606,-1.737,-0.935,-2.4447,-0.1494,-2.9843,0
114,-0.373,-2.6522,-0.4026,-0.8037,-1.4973,-0.6657,-1.058,0.3218,4.1942,-0.7348,1.6846,-0.2221,-0.4265,-0.4567,1.594,-2.8198,-2.4629,-1.1666,-3.0437,0.2862,1.1963,-0.3916,-0.6865,-2.6523,-0.9624,-0.23,-2.0733,-1.7877,-0.5274,-1.7065,-0.2242,-1.2682,0
115,-0.8119,-4.3831,-0.3949,-2.505,-0.5996,-1.5555,-0.7345,-1.4016,4.1342,-2.0668,0.0982,-0.8188,-0.4615,-0.7629,-0.7632,-2.9055,-1.8409,-1.1939,-1.347,0.1944,0.9908,-0.0724,-0.4965,-1.9987,-0.471,-0.3967,-2.5585,-1.5767,-0.8538,-1.8553,0.5508,-1.8654,0
116,-0.6351,-3.8268,-0.802,-2.6412,-3.1889,-0.3283,-1.948,-1.4468,2.3551,1.0539,-0.3394,-1.5418,1.2318,-0.6235,-1.1226,-3.1298,-1.8784,-1.6383,-2.3911,-1.3843,-1.9931,0.6272,-2.0043,-1.7186,-0.4762,-0.541,-2.51,-2.0263,-0.7703,0.5255,-1.5356,-2.1145,0
117,-0.9258,-3.9114,-0.0731,0.2918,-2.0932,2.7969,1.5559,-0.2745,2.7831,2.8758,1.2191,0.1983,-0.2662,0.2995,0.9758,-2.6624,-2.0388,0.1317,-1.5086,0.6418,-1.0554,-0.3985,0.2022,-1.6063,2.9541,0.049,-2.7808,-1.7838,-0.1325,-0.7978,-1.0851,-0.8081,0
118,0.0179,-2.8563,-0.2905,1.0076,-1.8076,1.304,-1.5166,0.1853,2.6795,-2.5039,1.0702,-1.3529,0.0274,-0.1025,-1.38,-2.745,-1.7928,-0.3392,-3.2234,0.1941,-1.1114,-0.1454,-1.2707,-1.9291,1.7113,0.1074,-1.9928,-1.6707,1.1932,-0.7296,2.1959,-2.3782,0
119,-1.1108,-1.9731,-0.452,-2.384,-3.6858,0.9909,-0.0534,-2.7306,2.7676,0.7084,0.4194,-2.0707,1.0538,-0.3071,-0.7609,-2.8607,-1.8952,-1.1239,-2.7218,1.3015,-0.5601,-0.6982,-1.7237,-2.3438,1.039,-0.6039,-1.8841,-1.4665,-0.8225,-2.9989,0.3356,-0.3071,0
120,-0.479,-4.1197,-0.631,-0.3515,-3.4966,-2.359,-1.7685,-1.6282,0.5432,-4.8377,0.5426,-1.357,0.3931,-0.5694,-2.3743,-2.8331,-1.9338,-0.6388,-1.5431,0.3477,-2.6035,-0.5106,-3.8567,-2.3415,3.0453,-0.2332,-1.783,-1.833,-1.1646,-0.4172,-1.4817,-2.9649,0
121,-0.2163,-5.2015,0.5063,-2.9891,-0.9112,3.2001,-1.5183,-1.0478,1.315,0.9943,1.1169,-0.696,0.1462,-0.6911,2.0961,-1.5293,-1.8561,-0.6284,-1.8372,0.2923,0.2997,-0.5443,-1.3991,-1.7625,1.1068,0.5263,-0.7615,-1.5155,-0.929,-1.2921,0.854,-1.3614,0
122,-0.8695,-3.2248,-0.6531,-3.0054,-1.7752,-2.1058,0.5471,-0.2183,1.1617,0.1493,-0.8609,0.7344,-0.4755,-0.3068,1.9062,-3.4854,-1.881,-0.539,-2.3107,-0.0097,-0.9222,-0.2079,0.2936,-1.4959,2.3468,-0.3024,-1.9916,-2.0461,-1.443,-1.3394,-1.174,-1.2085,0
123,-0.6379,-2.3939,-0.6037,-2.8004,-3.3001,-3.3643,-1.8414,-2.2347,1.0063,-3.6931,0.638,-1.293,0.0876,-0.5409,-1.7695,-4.0857,-2.0842,-2.5223,-3.1939,-0.4721,-1.0638,0.2723,-2.5971,-1.5786,0.4112,-0.4927,-1.5366,-1.475,-1.237,-1.658,1.0032,-1.8712,0
124,-1.5019,-2.1174,-0.6718,-1.5291,-3.8109,-0.2702,-1.564,-1.9393,2.5687,-4.0849,-0.9243,-2.0069,0.5551,-0.1458,-2.2779,-2.9739,-2.4561,-1.3955,-3.0632,0.0068,-2.8065,0.5716,-1.8814,-2.4266,0.3378,-0.4296,-2.516,-1.7019,-0.6962,-1.2323,-0.0303,-2.5156,0
125,-0.491,-2.7771,-0.3344,0.9426,-3.2177,1.2336,-1.0545,-2.0184,2.2395,-2.869,-0.6363,-1.391,-0.215,0.0452,-1.8578,-3.3808,-2.534,-0.3477,-2.5833,0.4327,-2.7558,-0.0741,0.0206,-0.014,2.6453,-0.3209,-1.5098,-1.6036,-1.2142,-2.0573,0.2745,-2.8773,0
126,-0.4545,-1.4639,-0.4279,0.0623,-0.826,-0.0692,-1.8079,-2.372,2.5908,-3.1279,-0.9624,-1.5292,-1.5588,-0.8459,-0.6295,-3.2048,-1.5833,-0.9946,-1.9377,0.2445,-1.8022,-0.0167,-2.9844,-2.0509,1.7629,0.5332,-1.7894,-1.7315,-0.58,-1.8112,-1.626,-2.5561,0
127,0.2595,-1.2897,-0.7475,-2.4583,-2.678,-0.4211,-1.1356,-1.72,2.5755,0.2444,0.5598,0.8782,-1.0311,-0.491,5.1946,-2.3509,-2.5616,-0.696,-2.0963,0.4624,-1.1547,0.2416,-0.9928,-2.3672,0.5513,0.0066,-3.1441,-1.4918,-1.1943,1.7847,-0.8645,0.6602,0
128,-0.3867,-4.0774,-0.5718,-1.9661,-4.2361,-0.1486,-0.8216,-0.3879,0.2514,-1.5256,-0.5184,-0.7694,-0.3799,0.7888,-0.601,-2.6211,-0.2744,0.0161,-2.6354,0.1714,0.253,-0.8777,1.0223,-1.8,1.8719,0.3712,-1.0693,-1.1907,-0.8655,-0.6618,-1.4689,-0.808,0
129,-0.3201,-3.6483,-0.6773,-2.1301,-1.3459,0.113,-1.4961,-0.6743,-0.6509,-2.7641,0.815,-1.2764,1.352,0.3522,-0.5258,-3.1788,-1.9194,-1.6629,-2.6484,0.1928,-0.6705,0.4818,-5.127,-1.2174,0.2664,-0.1328,-1.5419,-1.8613,-0.9499,-1.4687,-1.4126,-0.4982,0
130,-0.9183,-4.1818,-0.3009,-1.9682,-1.8877,-2.8554,-1.8577,-1.1992,0.194,-5.0606,-0.1163,-1.3452,-0.9307,-0.4656,-0.0847,-2.1159,-1.9931,-0.2931,-1.8916,0.2154,-2.2929,0.7407,-5.7831,-2.0297,-0.5392,-0.1363,-2.3318,-2.0046,-0.705,-1.5801,-1.7243,-2.4524,0
131,-0.9814,-0.4457,-0.4223,-1.7092,-3.8368,-1.451,-1.0043,-2.1135,0.2684,-2.9568,2.2428,-1.4335,-0.3459,-0.5715,2.4449,-2.6711,-2.0025,-1.0451,-3.543,0.2539,-0.0561,-0.6731,-1.559,-2.4945,-0.2022,2.0097,-3.3747,-1.9564,-0.7994,-2.0675,-1.1747,-1.8188,0
132,-0.5329,-1.9899,1.3777,-2.7533,-1.3955,-2.7539,-2.0549,-2.659,3.3557,-0.1787,1.055,-1.0982,-0.008,-0.3002,3.2858,-2.0856,-2.0927,-1.4424,-2.2816,-0.0362,-0.1522,-0.269,-1.8458,-2.202,-0.2448,0.0008,-1.6845,-1.3996,-0.9121,-0.8471,-0.7298,-2.1033,0
133,0.6384,-3.7812,-0.638,-2.097,-1.9474,0.1899,-1.3337,-0.6728,3.4023,-2.5132,0.3613,-0.2939,0.3137,0.0834,-1.7582,-2.9284,-2.1999,-0.5106,-2.4463,0.475,-1.0321,-0.1822,-4.7727,-1.6487,0.1207,0.955,-2.0083,-1.6601,-0.0195,-0.5944,-0.7351,-2.7871,0
134,0.4202,-3.2589,-0.5973,-2.9042,-1.5609,-0.2105,-0.5804,-1.0155,3.3874,-1.1896,1.8255,-0.5056,0.2343,0.0055,-0.5173,-2.2633,-2.0905,-0.6812,-1.5664,0.0546,2.7287,0.1632,-1.4937,-1.1637,1.222,-0.3332,-1.0245,-1.6202,-0.4597,-0.0148,2.9894,-1.5997,0
135,-0.2756,-3.5783,-0.6634,2.0526,-0.7616,-1.7583,-2.0992,-1.6694,3.7499,-4.5541,0.1097,-1.4407,-0.1837,-0.6175,-0.9322,-2.7803,-2.1914,-0.8426,-1.5691,0.26,-1.679,0.4239,-1.4433,-2.1671,1.4145,-0.4155,-1.4629,-1.6563,-0.8556,-1.8398,-0.7351,-1.9098,0
136,-0.3185,-0.6776,-0.7351,-3.1591,-1.4415,-0.0045,-2.0779,-0.6856,4.3378,2.2402,0.2815,-1.0969,0.8472,-0.5058,7.1361,0.3258,-2.254,-1.4209,-1.833,0.2396,-0.7866,0.1555,-1.6901,-2.02,2.3162,-0.3304,-4.5407,-1.213,-1.2006,-0.2111,-1.9477,-1.9713,0
137,-0.4665,-3.5078,-0.3111,-2.3863,-1.4773,-0.6303,-1.619,-0.2797,4.3626,1.9162,0.6906,-0.8962,-0.4603,-0.4732,-0.9194,-3.3687,-1.994,-0.6201,-0.6932,0.2321,-0.6957,0.2947,-0.8947,-1.5218,2.4114,-0.0099,-2.4002,-1.3771,-0.8747,-2.3952,-0.4624,-1.5628,0
138,-0.5896,-1.4363,1.5248,-1.7948,-2.5734,1.8731,-1.0195,-0.4913,4.3859,-2.0555,1.2271,-0.8531,0.4665,-0.5942,-1.4522,-3.0353,-1.974,-2.0855,-2.6888,-0.7571,-1.1048,0.3088,-4.4896,-1.9389,0.1869,0.6446,-1.486,-1.3161,-0.1712,-0.5944,2.1481,-1.9828,0
139,-0.5119,-4.7427,-0.304,-0.7983,-1.3446,-1.9153,-0.379,-2.8847,4.4128,3.1635,3.94,-0.2042,0.9401,1.5793,0.2469,-3.5672,-0.7427,2.0202,-2.6272,-0.1416,-1.3526,-0.0096,0.6133,-1.9363,1.546,-0.0861,-1.8718,-1.551,-0.7489,-0.5187,0.0066,-0.9276,0
140,-0.5073,-2.8207,-0.4917,-0.5146,-3.1329,2.6449,-0.958,-0.861,3.7828,-2.3791,0.6765,0.7798,0.0474,-0.1497,-1.2762,-3.7632,-1.8741,-1.4459,-1.4196,-0.503,-0.1863,-0.4574,-1.4676,-1.5673,2.4081,-0.1288,-0.813,-1.8392,-0.3505,-1.2544,-0.4972,0.2433,0
