,A1E959,O60542,O60635,O95256,O95750,O95994,P00750,P01591,P05231,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P43629,P51531,P55259,P60568,Q29980_Q29983,Q5JZY3,Q8IU54,Q8N2G4,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y653,Class Label
215,-0.1646,-4.141,-0.2898,-2.4765,-2.7992,-1.9738,-2.2475,-1.8389,3.9021,-2.1864,-0.3993,-1.1417,-1.6773,-0.3149,-2.2058,-3.4662,-1.8222,0.0296,-2.2788,-0.1537,-0.9349,0.0454,-2.6676,-1.9207,2.086,-0.0207,-1.7059,-1.1758,-0.9732,-1.7206,-1.0429,-2.1518,0
216,-0.5142,-3.9563,-0.431,6.6631,-1.2917,-0.2994,-1.4441,-0.6293,4.2089,-1.9531,-0.0937,-1.3092,-0.6573,-0.2974,-0.9518,-2.3473,-2.1552,-1.3945,-2.5814,0.0303,-0.9349,0.3683,-4.9594,-0.3305,1.1049,0.3289,-1.4966,-1.6537,-1.1249,-2.3948,-0.6289,-1.8051,0
217,0.8995,-5.405,-0.2308,1.3169,-2.5401,-2.7661,-1.5023,-0.963,3.1725,2.1569,7.9835,-0.8775,-1.1935,-0.7699,-0.9842,-3.089,-0.6493,-0.4406,-0.5525,-0.4483,-1.3226,0.5919,-4.653,-1.979,1.5912,-0.2455,-3.2931,3.38,-0.7616,-0.0627,-0.8023,-1.6532,0
218,-0.0239,-4.352,-0.4885,-0.8582,-2.0854,-1.4687,-2.7315,-1.6498,2.6663,-3.6474,-0.8902,-1.4984,-1.3137,-0.636,-1.5871,-3.0874,-2.028,-1.5697,-1.5146,-0.1261,-2.609,-0.2458,-5.0123,-1.8775,1.7729,-0.2598,-2.4338,-1.8813,-0.7216,-1.3403,1.0045,-3.0713,0
219,-0.6679,-0.7783,-0.4121,-2.5274,-2.7836,-2.8447,-2.1561,-2.0829,3.0234,2.6352,2.7251,-0.821,-0.2839,-0.7058,4.1959,-1.6118,-2.4294,-1.2405,-1.2076,0.3127,-0.1068,0.2765,0.2841,-1.7992,-0.1782,-0.1414,-3.894,-1.5387,-0.6265,-0.5984,-0.7139,-0.4295,0
220,-0.6819,-4.9773,-0.5011,-2.2862,-3.0333,-1.942,-0.7432,-1.2902,3.2277,-0.017,-0.6178,-0.4761,-1.5642,-0.4194,3.4886,5.1052,-2.3659,0.4989,-1.4948,0.0552,-1.0168,-0.1211,-1.4044,-2.6432,0.2848,-0.1238,-1.5008,-1.5613,-0.3255,-2.973,-1.1788,-1.725,0
221,-0.877,-1.1157,-0.4679,0.5524,-1.8746,-1.6846,-1.3642,-0.2993,1.6124,-1.6932,2.1758,0.0507,0.8903,3.1452,-1.1928,-3.3676,-1.6465,-0.2784,-1.0581,0.5111,1.2133,-0.0829,-0.627,-1.7043,-0.3808,0.004,-2.4735,-1.2815,-0.5329,-0.5366,0.0812,0.014,0
222,-0.1168,-2.7182,-0.2813,-1.8703,-1.1767,1.764,0.468,-0.3305,2.0698,2.5095,0.236,0.3606,-0.1739,-0.5295,2.6408,0.3506,-2.667,0.5374,-0.0335,0.2341,-0.869,0.4292,-1.9089,-1.5754,1.4501,0.3407,-2.9355,-2.0356,-1.0697,0.6575,-0.5757,-0.0208,0
223,-0.4826,-0.928,-0.2138,-2.6912,-1.3873,0.9482,-1.8849,-1.1472,1.6946,-3.8096,1.3341,-1.347,-0.4402,-0.4816,-2.2812,-0.8487,0.7935,-1.6357,-4.0076,0.0157,-1.4903,-0.6121,-1.8066,-2.2503,2.8568,-0.3103,-1.9176,-1.5756,-0.5036,-0.7019,-1.3784,0.266,0
224,-0.6252,0.4388,-0.6715,-0.4307,-2.5468,-0.4588,-1.4176,0.2462,3.1836,0.2156,3.2314,-0.1502,0.5194,-0.9747,5.9358,-1.7369,-2.0923,0.6882,1.4016,0.2057,-0.8512,0.367,-0.1394,-1.5921,-0.8881,-0.2492,-3.0093,-1.6594,-0.3249,0.6627,4.0845,0.6285,0
225,-0.5725,-3.7289,-0.3136,0.6732,-1.088,0.5369,-1.2873,-1.9397,2.5437,-0.9566,-0.1972,-1.0638,-0.0411,-0.1026,1.7778,-2.6226,-1.5486,-0.8353,-1.3703,0.2686,1.2416,0.3918,-5.0004,-2.2309,2.5654,-0.2277,-2.4793,-2.0034,-0.6573,-1.6607,0.3228,-1.7473,0
226,0.7611,-1.0116,-0.4264,1.7257,-0.3537,4.1653,-0.8339,-0.3324,3.0889,2.609,0.4473,-0.0109,1.4211,0.1161,2.7691,-1.6417,-2.1197,-1.2491,-1.0518,1.0052,1.4402,-0.1165,-3.7705,-1.6825,5.8376,-0.1188,-4.1064,-1.8844,-0.9409,2.1852,2.6187,-0.3393,0
227,-0.6874,-3.8628,-0.4343,-1.7138,-4.2556,0.8998,-0.9811,-1.5808,3.2409,-0.6744,0.43,-0.8144,-0.9668,-0.308,1.4418,-2.5467,-1.6363,4.5131,-0.5227,-0.1185,1.7674,0.7373,-1.8077,-2.4184,-0.0121,0.1589,-3.6216,-1.8535,-0.5822,0.5495,-0.916,-0.6117,0
228,-0.7826,-2.4028,-0.5479,-0.3531,-1.8803,0.0019,-1.3188,-1.1559,3.5195,-1.774,-0.7385,-1.8699,-0.1213,-0.5199,-1.3771,-2.8274,-1.434,-0.9178,-2.0407,0.1357,-1.3909,0.1641,-4.1624,-2.218,1.0133,-0.5262,-1.6264,-1.7614,-1.0553,-1.9041,-1.1932,-0.3792,0
229,-0.7021,-5.0246,-0.5404,-2.411,0.0624,-0.4898,0.5147,-0.6537,3.9143,3.8243,0.5279,-0.4767,1.6126,-0.2382,1.3858,1.4702,-1.6305,0.4727,-1.9842,1.0862,-1.9408,-0.219,-1.079,-1.6257,-0.8053,0.2215,-2.8778,-1.8182,-0.6934,2.0649,-0.7351,-1.3295,0
230,-0.8658,-1.9935,2.5645,-1.3778,-2.9506,0.2485,-1.1725,-1.4812,3.6892,-0.968,1.4963,0.0161,-1.1462,-0.4465,0.6167,-2.3409,-1.9895,0.0757,-2.3328,-1.0533,0.4009,-0.1625,-0.4661,-1.6678,0.6118,-0.2119,-2.1316,-1.6095,-0.4373,-0.9737,-1.298,0.3587,0
231,-0.7216,-3.0866,-0.5546,-1.8055,-3.0744,3.9647,-2.3314,-1.9155,2.7836,-0.9322,-0.5583,-0.1819,-0.8831,-0.5343,3.2818,-3.5048,-2.1631,-0.6364,-3.2453,0.6644,0.7611,-0.3039,-1.5608,-2.5194,-0.2257,-0.5391,-3.7872,-1.6739,-0.1126,-0.9284,-0.6927,-0.9199,0
232,0.8823,-4.4663,-0.8264,-2.6154,-3.678,0.3024,-1.0792,-0.4449,2.8452,-1.9092,-0.9277,-0.8314,-0.0532,-0.556,-1.2525,-3.8091,-2.0071,-0.8467,-1.1347,-0.4651,-0.804,0.1204,-1.2729,-2.3405,2.2669,-0.442,-2.3567,-1.7848,-0.6969,-1.5299,-0.4844,-1.5679,0
233,-0.8257,-4.4139,-0.4053,-2.3015,-2.7079,-0.0885,-0.7431,-0.1912,3.1175,-2.2348,0.0572,0.2124,-0.4574,-0.7905,0.8931,1.0175,-1.5041,-1.3564,-1.5402,-0.4342,1.6618,0.0276,-5.6449,-2.1029,1.628,-0.2444,-1.7021,-1.9252,-0.7512,-1.9186,-1.0145,-1.9356,0
234,-0.7972,-2.7271,-0.1656,-2.8922,-3.3655,-1.0516,-1.731,-2.2044,3.0929,-2.2783,-0.0465,-0.7276,-1.4124,-0.5299,-1.753,-3.2377,-1.7163,-0.6322,-1.8895,0.0225,0.6538,-0.8194,-2.33,-1.7452,1.1903,-0.4014,-2.855,-1.4996,-0.4303,-0.909,-1.0403,-2.3302,0
235,-0.5004,-2.2722,0.0985,-2.3586,-3.2179,1.3507,0.7195,-0.0149,7.4258,-0.0391,0.9794,-1.0886,0.9778,-0.7049,-0.3392,-2.9179,-2.1293,-0.63,-1.9614,0.2229,-1.035,0.395,-0.2762,-2.1164,0.936,-0.2229,-1.2586,-1.5563,-1.0698,-1.5282,0.4048,-1.4815,0
236,0.725,-2.516,2.5832,-2.2679,-0.4429,4.2493,-0.4082,0.2298,7.3917,1.6913,2.1065,0.3109,0.6065,0.1411,0.9425,0.3368,-2.4899,-0.1255,-0.7712,-0.0965,1.9989,0.5131,-4.6926,-1.5737,2.2767,0.1331,-2.1833,-0.271,-0.2661,0.452,0.5276,-0.666,0
237,-0.5438,-1.9951,-0.439,-2.6258,-2.9658,-7.3658,-1.2503,-1.4465,3.5159,-1.5824,-0.2782,-0.8605,-0.4941,1.8807,-1.3313,-2.4148,-1.5388,-1.0105,-2.2626,-0.317,-1.4486,0.1276,-1.3165,-1.4087,1.1609,-0.1689,-1.0826,-2.0438,-0.9195,-2.1372,0.2908,-1.3697,0
238,-0.3911,-3.9861,-0.6015,-1.9352,-2.3558,0.5062,-0.2817,-0.6255,3.9198,-1.8141,0.5269,0.0784,0.4173,-0.0512,-0.7341,-2.2551,-1.1716,-0.2471,-1.0727,0.4198,-1.5968,0.416,-4.5901,-2.1556,0.2902,-0.4966,-2.5629,-1.8395,0.0259,-0.095,-1.4156,-0.0376,0
239,-0.5831,-1.4173,-0.4727,-2.5739,-2.8621,0.7419,-1.2879,-1.942,3.6776,-3.6446,-0.492,-2.0368,0.0665,-0.2408,-0.3392,-2.132,-0.3273,-0.5995,-0.6445,1.1288,0.8123,0.2914,-1.7396,-1.7071,2.6219,-0.28,-1.3331,-1.7648,-0.3027,-0.2284,8.9199,-2.1102,0
240,-0.7643,-4.4993,-0.1342,1.7307,-2.1799,-2.5361,-3.0033,-1.1363,9.7126,-3.1896,7.4459,-1.6885,-1.4999,-0.7223,-1.392,-3.2733,-1.4772,-0.1002,-1.4045,0.1086,-0.9905,0.0865,-1.7001,-1.8098,1.8009,-0.0962,-1.1702,-1.6799,-0.1946,-0.6727,-1.7736,-2.4452,0
241,-0.7661,-1.3783,-0.7449,0.3781,-3.6226,-1.4912,-1.9052,-1.0668,9.9786,-0.7969,0.2776,-0.4354,-0.0898,-0.5337,-1.4607,-3.3902,-0.2464,-0.6093,-2.9338,0.254,-1.2203,-0.0856,-3.8845,-1.7564,2.9069,1.8077,-1.0089,-1.8927,-0.9348,0.1474,-1.0038,-2.4727,0
242,-0.6538,-4.096,-0.6592,-1.5669,-2.5488,2.8759,0.3401,0.5096,10.0081,1.7304,0.3091,0.0086,0.6802,-0.1315,-0.6935,-2.5673,-1.2027,-0.557,-1.5707,0.3257,-0.0762,0.4438,-0.2479,-1.706,1.3727,0.2425,-2.1084,-1.5636,-1.2211,-0.8709,-0.3278,1.5284,0
243,-1.21,-2.0848,1.3307,-2.0844,-2.9645,3.2539,-0.6932,-2.0431,9.6753,0.1968,1.8474,-0.2354,1.321,-0.5645,1.2894,-0.811,-2.0447,-0.6041,-2.0713,-0.2159,2.7181,0.0647,-4.1917,-2.2399,1.1551,-0.1448,-0.9937,-1.8714,-0.5982,-2.0206,-0.9013,-1.28,0
244,-0.831,-3.9759,-0.4372,-1.8347,-2.4685,3.208,-0.9605,-0.8012,1.6634,-1.4535,0.2727,-0.4347,1.7533,-0.0261,-1.21,-2.6305,-2.0776,-0.7385,-1.9187,-0.0533,-0.1737,0.6179,-1.3297,-1.0552,-0.3174,-0.0265,-1.847,-1.5299,0.1112,-1.6124,-0.2184,-1.2362,0
245,-0.7635,-0.6251,-0.5534,-2.7617,-3.0424,-1.0739,-0.8952,-1.2473,1.4967,-1.4303,-0.5403,-0.8332,2.0841,-0.5289,-1.017,-0.0568,-1.813,-0.7427,-1.8188,0.2992,-0.6017,-0.4536,-1.6017,-1.652,3.5619,-0.0942,-1.0229,-1.2157,-0.7789,-0.4176,-1.0273,-1.3727,0
246,-0.5552,-3.9395,-0.7799,-2.2435,-3.2217,0.3268,-0.9838,-0.8157,1.5645,-0.4202,0.2456,0.9013,0.6081,-0.787,1.3294,-2.608,-2.1843,-0.5533,-2.2879,0.1547,-0.3556,-0.6023,-0.8677,-2.1426,2.1647,-0.2102,-2.7286,-1.7909,-0.2035,0.9284,-0.7223,-1.4503,0
247,-1.1886,-2.7864,-0.165,-2.5721,-1.3683,1.175,-1.4075,-1.5284,0.7894,-1.6966,-0.6127,-0.4319,-0.323,2.3264,0.5559,-2.6335,-2.4362,-1.3918,-2.2983,0.105,-0.2372,-0.161,-1.0847,-1.6827,1.5431,-0.4377,-1.8916,-1.3332,-1.229,-0.0481,-2.1159,-1.4376,0
248,-1.3705,-4.8027,-0.5012,-1.5479,-3.8367,-2.5217,-1.8722,-0.7698,1.0408,0.3122,2.8301,-0.6106,-0.116,0.0644,3.2906,-2.1697,-2.3114,-1.6883,-1.8758,-0.0863,-1.7346,0.092,-0.4199,-1.5704,-1.8496,-0.1777,-2.8495,-1.8293,-0.5761,-0.7045,-0.3059,-0.9607,0
249,-0.5596,-1.6481,-0.1674,-2.4219,-3.5799,3.8941,0.6436,-0.7623,1.6873,4.6327,-0.3044,-1.9582,0.4022,-0.0913,4.7294,-0.8629,-1.1427,-0.7682,-2.4747,0.5252,1.8237,0.4735,-0.633,-2.3339,3.5385,-0.4987,-1.0227,-2.5614,-0.9133,-0.4167,-0.9127,0.7917,0
250,-0.6442,-4.659,-0.843,-1.4181,-2.0386,0.9331,-1.2098,-1.2426,1.3243,-1.5511,6.082,-1.5802,-1.47,-0.5283,-1.0399,-2.8918,-1.867,-0.8327,-2.1829,-0.2592,-0.9601,-0.4203,-2.3571,-1.8503,2.3826,-0.4953,-2.2567,-1.5742,-0.5455,0.2613,-1.2871,-2.683,0
251,-0.9944,-2.4221,0.329,-2.5528,-1.56,-2.261,-1.0629,-1.8265,1.8817,-0.7355,-0.1259,-0.622,0.1453,-0.1074,0.3521,-2.4601,-1.5157,-0.9609,-2.0101,0.262,-0.0516,-0.2567,-2.5409,-1.9161,-0.7229,-0.0545,-3.0483,-1.2689,-0.6097,-1.8177,-1.8681,-0.9196,0
252,-0.2041,-4.5009,-0.5403,-2.7171,-2.2364,-0.5707,-1.1822,-1.9905,2.1589,-2.5369,-0.0461,-0.6082,-1.0858,-0.4056,0.0406,-3.1402,-1.2358,-0.2409,-2.0013,0.9739,-1.9024,-0.2975,-1.7595,0.3804,-0.0977,-0.3836,-2.1737,-1.5508,-0.8463,-0.7994,-1.3418,-0.8382,0
253,-0.5224,-4.999,-0.3982,-0.2945,-2.484,4.6355,-1.7508,-0.496,2.1109,1.0442,2.5646,-0.4913,0.2039,0.315,-0.0553,-2.5737,-1.9722,-0.5507,-2.1642,0.7299,-1.5352,0.2708,-0.9887,-1.8312,2.5581,0.2672,-2.3487,1.3422,-1.0864,-0.1961,-0.0126,-1.3867,0
254,-0.861,-3.063,0.1711,-1.5858,-3.0959,3.6829,-1.9804,-0.4849,2.1117,2.1096,0.0643,-1.5474,-0.0427,-0.5667,1.5149,-2.6754,-2.8604,-0.6321,-2.1952,-0.6577,-0.5491,0.6092,-4.546,-1.2717,1.7707,0.0593,-1.5526,-1.6107,-0.7569,-1.8355,2.1905,-0.3358,0
255,-0.143,-3.298,-0.4079,-1.8916,-1.7509,-0.2053,-0.5182,-0.7101,2.9871,2.0131,2.491,0.0641,0.4723,-0.2734,6.868,-1.5382,-1.7357,-0.2971,-1.5462,-0.2346,0.782,0.1833,-0.2721,-1.2635,-0.2147,-0.3582,-2.0635,-1.7809,-0.7138,-0.522,-0.057,-0.8892,0
256,-0.6469,-4.3103,-0.4426,-2.1697,-1.9067,-0.1439,-0.7444,1.6996,3.2088,1.0716,2.1176,1.1843,0.656,-0.4824,0.297,-2.2259,-1.9918,-0.5286,-1.4626,-0.5547,1.5133,0.2626,-2.0772,-1.5558,1.4482,-0.1029,-3.0116,-1.8934,-0.9107,0.6449,-0.769,-1.4814,0
257,-0.4243,-2.9318,-0.2002,-2.5792,-0.6663,1.9162,0.157,-0.1266,3.4777,0.6475,0.2947,3.2035,-0.2811,-0.0945,1.213,0.2696,-2.2804,1.4769,-0.8138,-0.0047,2.1509,0.5957,-4.297,-1.6356,0.7849,-0.1522,-2.8168,-1.9301,-0.4533,0.9179,-2.4654,0.3014,0
258,-0.6683,-3.7339,-0.639,-1.4477,-2.2683,2.107,-1.0758,-1.1127,3.4127,-3.7066,-0.1397,-0.5045,-0.5268,-0.1792,-1.586,-2.6306,-1.1903,-0.6821,-1.4784,0.387,-1.1021,0.6233,-5.163,-2.4917,2.357,-0.1047,-0.8584,-1.5134,-0.4244,-1.1212,-0.9939,-1.6773,0
259,-0.8338,0.2513,6.8982,-0.9747,-1.7404,0.5358,-0.8958,-2.6697,3.7393,0.1372,-0.4555,-0.3588,0.0916,-0.7136,0.2112,-1.6081,-1.9933,-0.7102,-1.1476,0.0616,1.2085,0.0464,-1.4861,-2.5824,2.5476,-0.2904,-1.4576,-2.2248,-0.8806,-0.3957,0.6211,-0.0211,0
260,-0.5528,-3.3849,-0.4767,-2.9703,-3.177,0.5945,-0.5249,-1.9772,3.8434,0.1426,-0.3061,-0.3863,-0.6079,-0.6708,2.5534,-2.2416,-1.7148,-0.1813,-1.7354,-0.5943,-0.939,-0.4521,-0.5989,-2.4746,1.1111,-0.1252,-3.2448,-1.1679,-0.5106,-1.6236,-1.1706,-1.6413,0
261,-0.5847,-1.7165,-0.6979,-0.9022,-2.9954,-2.3515,-1.4821,-2.5055,4.0495,-1.0768,1.1036,-0.9641,-0.5502,-0.4982,-1.2602,-3.3289,-2.0539,-0.4431,-0.7071,-0.1089,-0.8217,-0.5927,-1.6915,-2.041,2.3958,-0.433,-2.0179,-2.1044,-1.576,-1.3773,-1.4863,-2.59,0
262,-0.5916,-4.4375,-0.5469,-1.4739,-1.5669,-2.3363,-3.3479,-1.4282,4.2239,-0.919,3.3079,-1.3532,-0.0169,-0.238,-1.1098,-4.3396,-1.9323,-1.2435,-2.2037,-0.0021,-2.3699,-1.1529,-1.4594,-2.3565,-0.9047,-0.0626,-2.8673,-1.7316,-0.545,-0.7971,-1.8057,-2.5395,0
263,-0.991,-3.3081,-0.1739,-3.0099,-1.0563,1.851,-0.4802,-0.1256,4.3826,-0.1671,1.8684,-0.1035,-0.1471,-0.5742,-0.0552,-2.1758,-1.5839,0.1384,-1.3384,0.0755,-0.9989,0.0145,-0.62,-1.5703,0.2235,0.1785,-2.8867,-1.7892,-0.6946,-0.4166,-0.6435,-1.2562,0
264,-1.2725,-4.8253,-0.2912,-1.9974,-2.2268,3.6824,-0.5667,-3.6742,4.1757,1.4541,0.476,0.4032,0.7397,-0.1752,-2.2064,-1.306,-1.731,-0.3605,-1.1132,0.4822,0.2681,0.19,-1.4252,-2.0798,2.8445,-0.0023,-2.0411,-1.837,-0.8491,-0.9749,0.3787,-0.9806,0
265,-0.9681,-2.184,-0.6262,-1.515,-2.7303,1.2756,-1.3233,-1.4537,1.9998,-0.9862,0.1855,-1.0501,0.1784,-0.8333,-1.0499,-3.3393,-1.4143,-1.103,-2.1318,-0.1142,-0.7369,0.0282,-0.4104,-2.1929,0.6061,-0.2449,-1.474,-2.0629,-1.0568,-0.9649,-0.0616,-1.8882,0
266,-0.563,-1.2851,-0.3858,-1.6808,-2.6592,-0.0732,-2.7121,-1.4794,2.0878,-0.3525,-0.1806,-0.1924,-0.8945,-0.5582,-1.5504,-2.6623,-2.3228,-0.5315,-1.0924,0.1763,-0.1907,0.2664,-5.0404,-2.3805,1.7018,-0.3261,-1.9988,-1.4926,-0.3244,-0.6773,-0.3313,-2.182,0
267,-0.7587,-4.5883,-0.4084,-2.1515,-2.7012,3.8719,-1.0495,-1.3003,2.3553,1.0082,0.5719,0.2597,-0.2767,-0.5259,-0.6742,-2.8587,-1.513,-1.1682,-1.626,0.0595,-0.7132,0.4953,-1.2812,-0.0933,1.1259,0.1177,-2.7754,-1.9723,-0.9569,-1.8825,-0.4892,-1.8288,0
268,-0.836,-2.9235,-0.6894,-3.3263,-2.6467,-0.1983,-1.6734,-2.2974,2.1531,-1.2352,-0.2073,-1.1815,0.6575,-0.473,0.0199,-1.7306,-1.4702,-0.9569,-2.7059,-0.216,-0.6754,0.0861,-5.0512,-1.6194,0.8752,-0.6421,-0.9232,-1.6554,-0.2663,-1.0684,-0.0954,-2.1164,0
269,-0.6368,-4.3439,-0.5712,-2.4123,-3.2772,-0.348,-1.037,-0.8675,2.678,-2.9999,1.8916,-0.3481,0.5101,-0.3815,-0.8131,-3.2044,-1.9281,-0.959,-1.8161,0.8118,0.1305,0.0149,-2.6188,1.0129,1.8217,-0.2056,-1.0174,-1.6849,-0.7501,-1.0475,1.2277,-1.6649,0
270,-0.2593,-2.5778,-0.3759,-1.6283,-3.6389,0.8283,0.238,-0.063,2.471,-1.4135,-0.6492,-0.6504,1.8734,-0.3629,-0.9335,-1.1579,-2.1025,-0.3051,-0.827,-0.0313,0.0172,0.7174,-1.3708,-2.2315,2.1084,1.3609,-0.6098,-1.8385,-0.6978,-1.2686,-0.0738,-1.0788,0
271,-0.0372,-0.4344,-0.5167,-2.9351,-3.3358,-1.2624,-2.4556,-1.4997,2.7912,0.6179,-0.4021,-1.582,-0.2001,-0.5464,-0.4421,-2.6518,-1.3068,-1.1169,-3.7205,-0.5291,-1.2349,0.5873,-0.1935,-2.3179,-0.7129,-0.7149,-2.9022,-1.4351,-0.9111,5.2428,-1.1445,0.641,0
272,-0.4213,-4.8239,-0.3792,-1.2324,-3.0171,-3.2352,-1.787,-1.6681,2.7455,1.1059,6.7037,-1.565,-1.5761,-0.2695,-0.7278,-3.5773,-1.29,-0.9536,-2.6281,0.4707,-2.631,-0.4356,-2.2193,-1.7514,2.4462,-0.1819,-3.3939,-1.6648,-0.4288,-0.9808,-1.4177,-2.9659,0
273,-1.0101,-3.7606,0.8684,-2.9578,-3.1989,3.365,-0.8831,-1.0616,2.041,2.7295,2.3217,-0.5791,0.3124,-0.2953,4.6234,-1.8981,-2.2223,-1.407,-2.1274,-0.49,-0.429,-0.0873,-0.3374,-0.8906,1.3854,-0.5785,-2.4609,-2.1853,-0.7518,-1.2762,-1.6826,-2.042,0
274,-0.5482,-1.7172,-0.3458,-2.517,-0.9659,2.0743,-0.9811,-1.9022,1.9383,-0.1535,0.1956,0.1148,-0.3138,-0.6821,1.6142,-2.4504,-2.2341,-0.4054,-1.6245,-0.5149,-0.2656,-0.0981,-1.132,-1.5672,2.2515,-0.4543,-2.1237,-1.8708,-0.9718,1.027,-0.784,-0.623,0
275,-0.2655,-5.1331,-0.3347,-3.0465,-2.5938,0.0888,-0.5854,-1.9691,2.2472,-1.6841,-0.0949,-0.4094,-0.5127,-0.0283,-1.2114,-2.4063,-2.4819,-0.1113,-2.0396,0.1744,-0.6307,0.1719,-0.9337,-1.8803,0.509,1.621,-2.1266,-1.5179,-1.1719,-1.8045,-1.0854,-1.2257,0
276,-0.4341,-1.6901,-0.5445,-2.5848,-1.0563,-0.9825,-1.16,-1.599,1.9211,-1.6818,0.1557,-0.9785,-0.8485,-1.0843,-0.5478,-2.4279,-1.5356,-1.0044,-2.3807,0.5566,-2.1068,0.1639,-6.9017,-2.3768,-0.7053,-0.0579,-2.6523,-1.5013,-0.285,-1.9705,2.0291,0.2556,0
277,-0.523,-4.5798,-0.4362,-2.203,-2.4026,-0.0345,-0.8461,-2.226,3.6061,-3.1369,-0.8712,-1.7963,0.1883,-0.4612,-1.6318,-3.0093,-1.7453,-1.103,-3.0622,-0.5704,-1.9259,-0.2674,-1.3502,-1.5965,3.0238,-0.2379,-1.5245,-1.2617,-0.2338,-0.9486,-2.2366,-1.9615,0
278,-1.4061,-3.6362,-0.5202,-1.6481,-2.9153,-1.7998,-2.9564,-1.6053,3.8429,-2.5137,-0.6933,-1.2423,-0.2707,0.3984,-1.3243,-3.3701,-1.4276,-0.7045,-3.1682,-1.2911,-1.6704,-0.1319,-3.3251,-1.8724,1.6623,-0.6616,-1.437,-2.2972,-0.5948,-1.1831,-0.6861,-1.8903,0
279,-0.6784,-3.0186,-0.2841,1.5856,-0.6402,-0.7811,-0.6673,-0.5659,3.8894,-0.6022,2.1446,-0.9795,-0.6529,-0.1854,-0.5228,-2.5622,-1.806,-0.4925,-2.1088,0.013,3.0019,-0.7178,-0.2833,-1.8643,0.3163,-0.1721,-2.1558,-1.7734,-0.4299,-0.7536,-1.3096,-1.5284,0
280,0.1626,-4.0628,-0.42,-2.4495,-3.6321,1.6329,-1.2806,-2.4217,3.9614,-1.3096,1.5787,-0.2105,-1.3234,-0.4869,-1.662,-2.4805,-2.0417,-1.378,-1.2313,0.528,-1.4289,0.3167,-2.3824,-1.5114,3.2536,0.0667,-1.6878,-1.3076,-0.697,-2.2363,-1.2139,-1.0064,0
281,-0.4775,-4.2852,-0.7117,-2.917,-1.9933,2.2663,-0.4157,-0.9031,3.7176,-0.3796,1.3145,-0.7096,-0.1331,-0.6172,-1.5345,-3.0319,-2.4144,0.4749,-3.0546,0.1499,-2.297,-0.8285,-4.3015,-1.4112,3.8003,-0.2829,-1.4901,-1.653,-0.5809,-1.3892,-0.654,0.9456,0
282,-0.5579,-0.3825,0.0733,-2.3996,-1.3129,-0.0155,0.0507,-1.0874,3.7467,0.3608,1.9263,0.4527,-0.7166,1.1225,2.9495,-1.8301,-1.9082,1.4713,-3.6496,-0.0946,0.9806,-0.4201,-1.0844,-2.0115,2.9746,-0.1033,-1.9091,-1.8207,-0.6262,-0.9124,-0.9548,1.9186,0
283,-0.7816,-1.6454,-0.6361,-2.4694,-3.0433,-2.8287,-1.4618,-0.9368,4.0032,-1.9883,-0.1163,-0.8989,0.3822,-0.9067,4.3125,-3.2899,-1.589,-1.0732,-1.6245,0.2678,-1.372,-0.5518,-0.3786,-2.1287,-0.3306,-0.1563,-2.2915,-1.6152,-0.6775,1.6805,-0.4012,-0.7999,0
284,-0.6753,-2.4446,-0.4396,-2.4329,-1.6055,-1.6623,-0.7798,-1.719,3.7151,-1.4758,5.0823,-0.9824,-1.1125,-0.096,1.0111,-2.4011,-2.4009,0.0331,-2.3496,-0.1422,-2.0804,-0.2949,-0.5897,-0.7845,-0.0293,-0.3942,-2.2673,-1.8238,-0.5923,-1.8455,0.1175,-1.6067,0
285,0.1719,-2.9659,-0.8635,-2.9439,-1.4875,-1.2484,-1.6056,-1.7738,4.0663,1.1584,-0.6524,0.2623,0.0434,-0.9593,1.8636,-1.2063,-1.4127,-0.4487,-2.2844,-0.0372,-0.7965,-0.8331,-2.6077,-1.6575,1.7253,0.1676,-2.7662,-1.6701,-1.039,-1.8469,-1.2563,-1.7769,0
286,-1.1138,-4.2752,-0.5786,-3.1122,-1.9172,2.0299,-0.7962,-1.6706,3.8625,-0.2403,-0.0499,0.1511,0.685,-0.6279,-0.9854,-2.632,-1.706,-1.4066,-2.5317,0.6455,-1.8628,0.1381,-0.4853,-2.3388,0.4909,-0.3161,-2.0349,-1.919,-0.9247,-1.2494,-1.1177,0.0735,0
287,-0.5429,-3.3023,-0.6472,-2.6279,-1.9557,0.2843,-1.0509,-1.7836,0.3483,-1.1685,-0.1646,-1.3855,0.5021,-0.7386,-2.9567,-3.8421,-2.3413,-1.1898,-2.3299,0.1895,-1.6582,-0.0119,-1.9376,-2.462,0.9426,-0.2895,-0.9361,-1.4723,-0.5103,-0.7069,-1.6149,-1.4617,0
288,-0.8188,-4.6457,-0.676,-2.3839,-2.8063,-1.0137,-0.8264,-1.2734,0.5288,-2.6678,-0.2955,-1.3203,-0.6881,-0.4384,-1.5912,-2.6639,-1.999,0.5662,-1.2329,0.096,-2.4216,-1.8052,-0.9022,-2.4894,3.7558,0.4466,-1.3764,-1.7053,-0.7423,-1.5811,-0.1206,-1.9708,0
